order_id,order_date,customer_id,age,gender,city,region,category,product,unit_price,quantity,discount,payment_method,customer_type,rating,revenue
ORD103862,2024-05-09,1287,38.0,Male,Lahore,East,Electronics,Mouse,37.6,2,0.05,Debit Card,Returning,5.0,71.44
ORD103940,2024-05-09,1358,50.0,Female,Faisalabad,East,Clothing,T-Shirt,27.32,5,0.15,Digital Wallet,New,5.0,116.11
ORD102339,2024-05-09,1751,49.0,Male,Islamabad,North,Clothing,Shoes,99.71,2,0.0,Credit Card,Returning,3.9,199.42
ORD101882,2024-05-09,1539,25.0,Male,Faisalabad,East,Electronics,Keyboard,70.62,5,0.1,Credit Card,Returning,4.5,317.79
ORD102420,2024-05-10,1455,32.0,Female,Faisalabad,East,Clothing,Shoes,91.55,1,0.0,Debit Card,New,4.9,91.55
ORD101315,2024-05-10,1723,38.0,Female,Islamabad,North,Electronics,Smartphone,762.65,2,0.1,Bank Transfer,New,4.2,1372.77
ORD103835,2024-05-10,1704,37.0,Female,Islamabad,North,Clothing,Shoes,93.84,3,0.1,Debit Card,New,3.4,253.37
ORD102120,2024-05-11,1743,65.0,Female,Islamabad,North,Electronics,Mouse,34.57,1,0.15,Credit Card,New,3.9,29.38
ORD100725,2024-05-11,1369,34.0,Female,Multan,South,Clothing,Shoes,81.57,1,0.0,Digital Wallet,Returning,3.6,81.57
ORD102397,2024-05-11,1664,31.0,Female,Faisalabad,East,Clothing,Shoes,88.56,1,0.1,Digital Wallet,New,4.3,79.7
ORD102840,2024-05-11,1402,44.0,Male,Rawalpindi,North,Clothing,T-Shirt,30.98,3,0.0,Digital Wallet,Returning,2.9,92.94
ORD100500,2024-05-11,1189,37.0,Female,Peshawar,West,Clothing,T-Shirt,30.43,1,0.05,Digital Wallet,VIP,4.1,28.91
ORD102570,2024-05-11,1158,46.0,Female,Lahore,East,Accessories,Backpack,50.5,4,0.15,Debit Card,Returning,3.7,171.7
ORD102087,2024-05-11,1371,18.0,Male,Islamabad,North,Electronics,Tablet,480.76,2,0.2,Credit Card,VIP,4.0,769.22
ORD103274,2024-05-12,1162,32.0,Female,Rawalpindi,North,Clothing,Jacket,110.58,4,0.05,Debit Card,New,3.9,420.2
ORD104873,2024-05-12,1680,30.0,Female,Lahore,East,Electronics,Smartwatch,223.99,8,0.3,Digital Wallet,New,3.5,1254.34
ORD103783,2024-05-12,1099,23.0,Female,Lahore,East,Clothing,Shoes,82.36,3,0.0,Bank Transfer,New,4.1,247.08
ORD103118,2024-05-12,1655,40.0,Female,Peshawar,West,Electronics,Mouse,32.22,4,0.0,Credit Card,Returning,3.2,128.88
ORD103848,2024-05-12,1163,38.0,Male,Karachi,South,Electronics,Monitor,287.15,2,0.1,Debit Card,Returning,4.5,516.87
ORD104559,2024-05-12,1198,35.0,Female,Islamabad,North,Electronics,Headphones,129.02,1,0.05,Bank Transfer,Returning,3.9,122.57
ORD101951,2024-05-13,1338,44.0,Male,Peshawar,West,Electronics,Mouse,34.67,3,0.0,Credit Card,VIP,4.9,104.01
ORD104810,2024-05-13,1680,23.0,Male,Peshawar,West,Electronics,Tablet,495.71,7,0.2,Credit Card,Returning,4.4,2775.98
ORD102449,2024-05-13,1167,44.0,Male,Multan,South,Electronics,Tablet,441.17,1,0.1,Bank Transfer,Returning,3.9,397.05
ORD101553,2024-05-13,1485,19.0,Male,Islamabad,North,Accessories,Sunglasses,85.08,5,0.05,Credit Card,VIP,4.2,404.13
ORD101780,2024-05-13,1667,33.0,Male,Peshawar,West,Clothing,Shoes,93.82,5,0.0,Cash,Returning,4.1,469.1
ORD102506,2024-05-13,1400,32.0,Female,Islamabad,North,Clothing,Jeans,59.79,4,0.0,Credit Card,New,3.5,239.16
ORD101636,2024-05-13,1440,54.0,Male,Quetta,West,Electronics,Laptop,1238.03,1,0.25,Credit Card,New,4.8,928.52
ORD104068,2024-05-13,1502,,Female,Karachi,South,Electronics,Mouse,32.74,6,0.15,Cash,New,3.3,166.97
ORD102606,2024-05-14,1392,36.0,Female,Karachi,South,Electronics,Headphones,108.02,1,0.1,Debit Card,New,4.3,97.22
ORD101101,2024-05-14,1172,48.0,Female,Multan,South,Electronics,Mouse,31.72,1,0.1,Credit Card,Returning,2.4,28.55
ORD101534,2024-05-14,1478,53.0,Male,Peshawar,West,Clothing,Jeans,67.1,3,0.0,Credit Card,Returning,3.0,201.3
ORD103113,2024-05-14,1672,31.0,Male,Rawalpindi,North,Clothing,T-Shirt,30.86,7,0.2,Digital Wallet,New,4.0,172.82
ORD101753,2024-05-14,1349,42.0,Male,Faisalabad,East,Electronics,Tablet,534.1,3,0.0,Credit Card,Returning,4.1,1602.3
ORD100897,2024-05-15,1401,31.0,Female,Faisalabad,East,Electronics,Laptop,1339.39,4,0.0,Credit Card,Returning,4.5,5357.56
ORD104502,2024-05-15,1169,29.0,Female,Karachi,South,Electronics,Tablet,466.63,1,0.1,Digital Wallet,Returning,2.6,419.97
ORD101603,2024-05-15,1527,18.0,Male,Lahore,East,Electronics,Tablet,496.5,1,0.05,Credit Card,VIP,4.5,471.67
ORD104372,2024-05-15,1173,31.0,Female,Peshawar,West,Electronics,Smartphone,759.12,1,0.1,Debit Card,New,4.0,683.21
ORD100126,2024-05-15,1041,53.0,Female,Quetta,West,Electronics,Smartwatch,222.81,3,0.1,Digital Wallet,VIP,4.5,601.59
ORD100009,2024-05-16,1122,28.0,Female,Islamabad,North,Electronics,Mouse,36.57,2,0.15,Bank Transfer,Returning,4.9,62.17
ORD100687,2024-05-16,1342,47.0,Male,Faisalabad,East,Electronics,Smartwatch,223.58,2,0.0,Digital Wallet,New,3.0,447.16
ORD101840,2024-05-16,1022,33.0,Male,Multan,South,Electronics,Monitor,282.1,2,0.1,Debit Card,Returning,4.4,507.78
ORD104108,2024-05-16,1356,56.0,Male,Peshawar,West,Clothing,Jeans,69.27,1,0.0,Bank Transfer,Returning,3.7,69.27
ORD104349,2024-05-16,1044,36.0,Female,Rawalpindi,North,Clothing,Shoes,93.38,1,0.15,Digital Wallet,Returning,4.8,79.37
ORD101654,2024-05-16,1665,34.0,Male,Lahore,East,Clothing,T-Shirt,31.03,1,0.05,Credit Card,New,3.6,29.48
ORD101345,2024-05-16,1162,20.0,Female,Faisalabad,East,Clothing,Jeans,68.75,2,0.1,Credit Card,VIP,3.9,123.75
ORD104634,2024-05-17,1451,42.0,Female,Multan,South,Electronics,Tablet,495.43,3,0.1,Digital Wallet,Returning,4.8,1337.66
ORD104859,2024-05-17,1369,18.0,Male,Faisalabad,East,Electronics,Smartwatch,229.58,5,0.0,Debit Card,New,3.0,1147.9
ORD103165,2024-05-17,1022,39.0,Female,Islamabad,North,Clothing,Shoes,92.67,1,0.15,Credit Card,Returning,2.7,78.77
ORD100762,2024-05-17,1358,35.0,Male,Quetta,West,Electronics,Tablet,470.33,6,0.15,Cash,Returning,3.2,2398.68
ORD101117,2024-05-17,1318,40.0,Male,Quetta,West,Electronics,Tablet,524.99,2,0.15,Debit Card,VIP,2.6,892.48
ORD100272,2024-05-17,1771,38.0,Male,Peshawar,West,Accessories,Backpack,62.72,1,0.3,Credit Card,VIP,3.0,43.9
ORD104919,2024-05-17,1312,53.0,Female,Lahore,East,Electronics,Keyboard,71.8,4,0.25,Credit Card,Returning,3.6,215.4
ORD100071,2024-05-18,1081,35.0,Female,Faisalabad,East,Electronics,Smartwatch,220.1,3,0.1,Credit Card,New,4.0,594.27
ORD103870,2024-05-18,1566,18.0,Male,Karachi,South,Electronics,Keyboard,72.63,2,0.1,Bank Transfer,New,4.7,130.73
ORD100620,2024-05-18,1397,42.0,Female,Multan,South,Accessories,Sunglasses,73.65,2,0.1,Credit Card,New,5.0,132.57
ORD100641,2024-05-18,1396,34.0,Male,Lahore,East,Electronics,Keyboard,72.92,3,0.05,Debit Card,New,4.7,207.82
ORD102670,2024-05-18,1628,34.0,Male,Islamabad,North,Clothing,Shoes,94.03,3,0.1,Debit Card,New,4.0,253.88
ORD104717,2024-05-18,1586,41.0,Male,Rawalpindi,North,Clothing,Jeans,60.43,1,0.05,Bank Transfer,New,4.8,57.41
ORD104146,2024-05-18,1119,18.0,Male,Lahore,East,Electronics,Laptop,1167.9,1,0.15,Credit Card,Returning,3.2,992.72
ORD104464,2024-05-19,1040,36.0,Female,Quetta,West,Accessories,Sunglasses,78.66,7,0.0,Bank Transfer,Returning,5.0,550.62
ORD100723,2024-05-19,1191,35.0,Female,Lahore,East,Electronics,Headphones,118.15,4,0.2,Bank Transfer,New,3.2,378.08
ORD102685,2024-05-19,1386,35.0,Female,Islamabad,North,Electronics,Smartphone,869.76,8,0.2,Bank Transfer,Returning,4.0,5566.46
ORD103116,2024-05-19,1148,36.0,Female,Lahore,East,Electronics,Headphones,125.61,2,0.1,Credit Card,New,4.1,226.1
ORD102473,2024-05-19,1562,35.0,Male,Multan,South,Clothing,Jeans,63.81,5,0.15,Credit Card,Returning,4.1,271.19
ORD100608,2024-05-19,1780,38.0,Female,Faisalabad,East,Clothing,Jeans,67.23,4,0.1,Debit Card,Returning,3.7,242.03
ORD103613,2024-05-19,1266,41.0,Male,Lahore,East,Electronics,Mouse,34.08,4,0.2,Digital Wallet,Returning,3.7,109.06
ORD101641,2024-05-20,1359,39.0,Male,Lahore,East,Electronics,Mouse,32.52,2,0.2,Bank Transfer,Returning,3.3,52.03
ORD100884,2024-05-20,1249,51.0,Female,Multan,South,Clothing,Jacket,108.96,1,0.2,Debit Card,New,4.2,87.17
ORD104772,2024-05-20,1137,23.0,Male,Peshawar,West,Clothing,Shoes,90.83,3,0.05,Credit Card,New,4.1,258.87
ORD103694,2024-05-20,1479,23.0,Female,Faisalabad,East,Clothing,T-Shirt,28.52,2,0.1,Debit Card,Returning,3.3,51.34
ORD101032,2024-05-20,1443,42.0,Female,Rawalpindi,North,Accessories,Backpack,60.49,2,0.15,Debit Card,Returning,1.9,102.83
ORD104453,2024-05-20,1615,31.0,Male,Multan,South,Clothing,T-Shirt,33.15,3,0.0,Digital Wallet,Returning,3.0,99.45
ORD100020,2024-05-20,1309,39.0,Male,Karachi,South,Electronics,Mouse,37.11,1,0.0,Debit Card,Returning,3.7,37.11
ORD104173,2024-05-20,1638,24.0,Male,Islamabad,North,Electronics,Smartphone,640.68,8,0.15,Bank Transfer,New,4.3,4356.62
ORD104837,2024-05-20,1550,40.0,Male,Faisalabad,East,Electronics,Tablet,489.96,1,0.3,Digital Wallet,Returning,3.9,342.97
ORD103194,2024-05-20,1744,37.0,Female,Karachi,South,Electronics,Tablet,480.26,5,0.0,Cash,Returning,3.6,2401.3
ORD101254,2024-05-21,1622,47.0,Female,Faisalabad,East,Electronics,Laptop,1124.63,1,0.05,Digital Wallet,New,3.5,1068.4
ORD100588,2024-05-22,1413,24.0,Male,Peshawar,West,Clothing,Jeans,68.06,1,0.05,Digital Wallet,New,3.9,64.66
ORD102530,2024-05-22,1784,31.0,Male,Karachi,South,Electronics,Mouse,35.16,1,0.15,Bank Transfer,New,4.7,29.89
ORD100744,2024-05-22,1441,31.0,Male,Karachi,South,Clothing,T-Shirt,30.28,3,0.2,Debit Card,VIP,3.9,72.67
ORD102734,2024-05-22,1625,39.0,Male,Karachi,South,Accessories,Sunglasses,76.29,3,0.0,Debit Card,New,4.8,228.87
ORD101845,2024-05-22,1270,55.0,Male,Multan,South,Accessories,Sunglasses,79.15,2,0.0,Credit Card,Returning,4.9,158.3
ORD103637,2024-05-22,1311,44.0,Female,Islamabad,North,Electronics,Smartphone,702.59,2,0.1,Digital Wallet,Returning,3.9,1264.66
ORD102444,2024-05-23,1580,34.0,Female,Quetta,West,Clothing,Shoes,87.26,1,0.1,Credit Card,Returning,3.5,78.53
ORD102751,2024-05-23,1284,27.0,Male,Rawalpindi,North,Clothing,T-Shirt,28.43,6,0.25,Digital Wallet,Returning,4.0,127.93
ORD100052,2024-05-23,1167,33.0,Male,Karachi,South,Accessories,Backpack,58.16,1,0.15,Debit Card,New,4.0,49.44
ORD101914,2024-05-23,1309,48.0,Male,Faisalabad,East,Electronics,Laptop,1046.97,2,0.1,Credit Card,New,3.2,1884.55
ORD104753,2024-05-23,1452,44.0,Female,Rawalpindi,North,Electronics,Keyboard,64.6,1,0.0,Bank Transfer,Returning,4.7,64.6
ORD101931,2024-05-23,1455,46.0,Male,Multan,South,Electronics,Keyboard,68.72,4,0.05,Debit Card,New,3.6,261.14
ORD103791,2024-05-23,1165,46.0,Male,Islamabad,North,Clothing,Jacket,124.99,1,0.05,Debit Card,New,2.8,118.74
ORD101121,2024-05-23,1459,19.0,Male,Multan,South,Accessories,Sunglasses,78.95,2,0.05,Debit Card,VIP,3.8,150.0
ORD100363,2024-05-23,1609,28.0,Male,Faisalabad,East,Clothing,T-Shirt,32.36,4,0.0,Credit Card,Returning,4.0,129.44
ORD101560,2024-05-23,1268,34.0,Male,Multan,South,Electronics,Keyboard,69.11,8,0.0,Digital Wallet,Returning,3.6,552.88
ORD102888,2024-05-24,1436,38.0,Male,Lahore,East,Clothing,Shoes,92.07,2,0.0,Cash,New,5.0,184.14
ORD102930,2024-05-24,1010,22.0,Female,Rawalpindi,North,Electronics,Mouse,37.05,1,0.1,Debit Card,VIP,4.1,33.34
ORD100450,2024-05-24,1342,32.0,Male,Rawalpindi,North,Accessories,Sunglasses,81.7,8,0.05,Debit Card,Returning,2.8,620.92
ORD104514,2024-05-24,1379,46.0,Female,Faisalabad,East,Clothing,Shoes,82.1,2,0.15,Bank Transfer,New,4.1,139.57
ORD100877,2024-05-24,1306,31.0,Male,Peshawar,West,Accessories,Backpack,55.49,4,0.2,Debit Card,Returning,3.9,177.57
ORD104009,2024-05-25,1591,50.0,Female,Peshawar,West,Electronics,Smartphone,771.55,4,0.1,Credit Card,Returning,3.9,2777.58
ORD100855,2024-05-25,1771,32.0,Female,Quetta,West,Electronics,Smartphone,735.94,1,0.1,Digital Wallet,New,3.8,662.35
ORD104953,2024-05-25,1471,26.0,Female,Islamabad,North,Electronics,Tablet,447.73,3,0.15,Bank Transfer,Returning,3.9,1141.71
ORD101069,2024-05-25,1441,18.0,Female,Multan,South,Accessories,Backpack,53.44,5,0.05,Digital Wallet,VIP,4.5,253.84
ORD103036,2024-05-25,1124,24.0,Male,Quetta,West,Electronics,Mouse,41.3,3,0.15,Digital Wallet,VIP,3.4,105.31
ORD103069,2024-05-25,1295,38.0,Female,Rawalpindi,North,Electronics,Headphones,119.27,1,0.15,Debit Card,Returning,4.3,101.38
ORD102159,2024-05-25,1632,32.0,Female,Multan,South,Electronics,Headphones,111.7,5,0.1,Credit Card,Returning,2.8,502.65
ORD100930,2024-05-25,1789,30.0,Female,Rawalpindi,North,Accessories,Backpack,54.98,1,0.0,Digital Wallet,Returning,5.0,54.98
ORD101792,2024-05-25,1672,24.0,Female,Peshawar,West,Clothing,Shoes,80.35,1,0.1,Debit Card,New,3.9,72.32
ORD104838,2024-05-25,1639,47.0,Male,Faisalabad,East,Accessories,Backpack,52.32,1,0.1,Bank Transfer,Returning,3.5,47.09
ORD101593,2024-05-26,1159,46.0,Male,Multan,South,Electronics,Mouse,33.94,5,0.1,Debit Card,VIP,3.0,152.73
ORD103320,2024-05-26,1675,26.0,Male,Multan,South,Electronics,Smartwatch,214.83,3,0.05,Digital Wallet,New,3.9,612.27
ORD102941,2024-05-26,1234,32.0,Male,Faisalabad,East,Electronics,Laptop,999.32,6,0.2,Cash,Returning,4.1,4796.74
ORD101103,2024-05-26,1168,28.0,Female,Peshawar,West,Clothing,Jeans,65.24,4,0.1,Digital Wallet,Returning,3.2,234.86
ORD101681,2024-05-26,1243,42.0,Male,Lahore,East,Accessories,Sunglasses,77.01,2,0.0,Credit Card,New,,154.02
ORD104305,2024-05-26,1580,36.0,Male,Lahore,East,Electronics,Laptop,1164.48,5,0.05,Credit Card,VIP,4.4,5531.28
ORD100001,2024-05-26,1103,46.0,Male,Peshawar,West,Clothing,Jeans,71.45,1,0.05,Debit Card,Returning,3.7,67.88
ORD100650,2024-05-26,1109,34.0,Male,Quetta,West,Accessories,Backpack,53.33,4,0.05,Cash,New,3.8,202.65
ORD101086,2024-05-27,1140,37.0,Female,Peshawar,West,Electronics,Smartphone,746.33,4,0.0,Digital Wallet,New,2.6,2985.32
ORD101236,2024-05-27,1133,46.0,Female,Multan,South,Electronics,Smartphone,782.95,1,0.1,Debit Card,New,3.8,704.66
ORD104880,2024-05-27,1092,36.0,Male,Quetta,West,Accessories,Wallet,44.17,1,0.05,Credit Card,New,3.0,41.96
ORD102450,2024-05-27,1621,,Female,Islamabad,North,Clothing,T-Shirt,30.07,3,0.0,Credit Card,Returning,5.0,90.21
ORD101669,2024-05-27,1011,40.0,Female,Karachi,South,Clothing,Shoes,87.42,2,0.1,Digital Wallet,New,4.2,157.36
ORD102545,2024-05-28,1761,43.0,Female,Rawalpindi,North,Accessories,Sunglasses,84.64,1,0.05,Credit Card,Returning,2.9,80.41
ORD103898,2024-05-28,1549,29.0,Male,Karachi,South,Electronics,Smartphone,743.97,2,0.2,Digital Wallet,Returning,3.8,1190.35
ORD103400,2024-05-28,1713,36.0,Male,Multan,South,Electronics,Tablet,501.74,1,0.15,Cash,New,4.4,426.48
ORD104883,2024-05-28,1662,34.0,Male,Quetta,West,Electronics,Keyboard,62.78,2,0.25,Credit Card,VIP,4.1,94.17
ORD100736,2024-05-28,1213,45.0,Male,Karachi,South,Clothing,Shoes,94.24,1,0.3,Digital Wallet,Returning,3.5,65.97
ORD100642,2024-05-28,1025,19.0,Male,Karachi,South,Clothing,T-Shirt,28.62,2,0.15,Cash,New,3.7,48.65
ORD104751,2024-05-28,1258,45.0,Female,Karachi,South,Electronics,Laptop,1211.02,3,0.1,Debit Card,New,3.5,3269.75
ORD104168,2024-05-28,1665,37.0,Male,Islamabad,North,Electronics,Monitor,313.02,2,0.05,Credit Card,New,2.2,594.74
ORD103102,2024-05-29,1619,24.0,Female,Karachi,South,Clothing,Shoes,94.09,4,0.15,Digital Wallet,New,2.8,319.91
ORD102257,2024-05-29,1489,28.0,Female,Quetta,West,Clothing,T-Shirt,30.87,3,0.1,Credit Card,Returning,3.6,83.35
ORD101223,2024-05-29,1302,35.0,Male,Quetta,West,Electronics,Headphones,111.83,3,0.15,Bank Transfer,Returning,3.9,285.17
ORD104952,2024-05-29,1076,44.0,Male,Lahore,East,Electronics,Headphones,115.69,1,0.05,Credit Card,New,3.9,109.91
ORD103810,2024-05-29,1487,56.0,Male,Karachi,South,Clothing,Jeans,64.16,2,0.1,Digital Wallet,New,2.7,115.49
ORD100353,2024-05-29,1230,19.0,Female,Islamabad,North,Electronics,Tablet,537.72,1,0.25,Cash,Returning,3.5,403.29
ORD102839,2024-05-29,1273,32.0,Male,Islamabad,North,Electronics,Headphones,116.5,1,0.0,Digital Wallet,Returning,4.3,116.5
ORD100953,2024-05-29,1056,30.0,Male,Multan,South,Electronics,Tablet,536.46,1,0.15,Debit Card,New,3.3,455.99
ORD104172,2024-05-30,1756,38.0,Female,Faisalabad,East,Electronics,Headphones,112.44,2,0.0,Bank Transfer,Returning,2.9,224.88
ORD102714,2024-05-30,1183,56.0,Male,Karachi,South,Electronics,Headphones,121.49,1,0.1,Credit Card,Returning,3.5,109.34
ORD101886,2024-05-30,1440,50.0,Female,Faisalabad,East,Clothing,T-Shirt,29.11,3,0.25,Bank Transfer,New,4.7,65.5
ORD102884,2024-05-30,1770,29.0,Male,Karachi,South,Accessories,Wallet,44.56,6,0.0,Credit Card,New,3.6,267.36
ORD103180,2024-05-31,1611,29.0,Male,Rawalpindi,North,Clothing,T-Shirt,30.95,2,0.25,Digital Wallet,Returning,5.0,46.42
ORD100706,2024-05-31,1126,18.0,Female,Rawalpindi,North,Electronics,Laptop,1199.42,3,0.1,Debit Card,Returning,2.8,3238.43
ORD102383,2024-05-31,1783,26.0,Female,Karachi,South,Clothing,T-Shirt,27.54,1,0.0,Credit Card,Returning,4.0,27.54
ORD104361,2024-05-31,1764,45.0,Female,Karachi,South,Electronics,Monitor,307.85,2,0.0,Digital Wallet,New,5.0,615.7
ORD101956,2024-05-31,1544,33.0,Female,Peshawar,West,Electronics,Smartphone,804.77,5,0.1,Digital Wallet,Returning,3.7,3621.46
ORD104779,2024-05-31,1046,49.0,Male,Rawalpindi,North,Electronics,Tablet,541.8,5,0.0,Debit Card,Returning,3.2,2709.0
ORD104022,2024-06-01,1325,39.0,Female,Quetta,West,Clothing,T-Shirt,30.29,6,0.0,Credit Card,New,4.5,181.74
ORD101798,2024-06-01,1356,42.0,Male,Faisalabad,East,Electronics,Smartphone,799.35,3,0.15,Credit Card,New,4.4,2038.34
ORD102983,2024-06-01,1515,43.0,Female,Lahore,East,Electronics,Smartwatch,227.36,4,0.1,Bank Transfer,Returning,3.2,818.5
ORD104733,2024-06-01,1483,22.0,Male,Lahore,East,Accessories,Backpack,54.72,2,0.0,Cash,New,3.7,109.44
ORD104710,2024-06-01,1778,44.0,Female,Islamabad,North,Electronics,Mouse,35.28,5,0.15,Credit Card,Returning,2.9,149.94
ORD102413,2024-06-02,1673,35.0,Female,Peshawar,West,Accessories,Backpack,49.37,1,0.1,Debit Card,Returning,3.2,44.43
ORD102412,2024-06-02,1226,34.0,Male,Quetta,West,Clothing,Jacket,107.54,1,0.0,Debit Card,Returning,3.9,107.54
ORD101841,2024-06-02,1474,40.0,Male,Karachi,South,Clothing,Shoes,88.46,4,0.1,Digital Wallet,Returning,3.0,318.46
ORD102289,2024-06-02,1291,37.0,Male,Islamabad,North,Electronics,Smartphone,691.82,6,0.1,Digital Wallet,Returning,5.0,3735.83
ORD102543,2024-06-02,1341,29.0,Male,Peshawar,West,Accessories,Backpack,50.76,1,0.1,Credit Card,Returning,2.5,45.68
ORD103317,2024-06-02,1218,40.0,Male,Quetta,West,Electronics,Smartwatch,232.71,1,0.15,Cash,Returning,4.7,197.8
ORD102407,2024-06-03,1581,38.0,Female,Peshawar,West,Clothing,Shoes,89.58,1,0.2,Credit Card,Returning,4.9,71.66
ORD100367,2024-06-03,1659,20.0,Male,Islamabad,North,Electronics,Smartwatch,209.81,3,0.0,Cash,New,4.2,629.43
ORD100306,2024-06-03,1233,44.0,Female,Faisalabad,East,Electronics,Headphones,113.76,2,0.05,Credit Card,VIP,4.5,216.14
ORD104338,2024-06-03,1495,35.0,Male,Faisalabad,East,Electronics,Headphones,111.11,1,0.05,Bank Transfer,Returning,4.9,105.55
ORD101520,2024-06-03,1017,28.0,Male,Karachi,South,Electronics,Mouse,33.21,1,0.0,Credit Card,New,2.8,33.21
ORD102522,2024-06-03,1286,30.0,Female,Karachi,South,Electronics,Laptop,1246.39,1,0.05,Credit Card,Returning,2.3,1184.07
ORD101651,2024-06-03,1324,55.0,Female,Faisalabad,East,Electronics,Headphones,114.34,2,0.0,Digital Wallet,Returning,3.8,228.68
ORD104807,2024-06-03,1170,36.0,Male,Quetta,West,Clothing,Shoes,89.75,1,0.05,Bank Transfer,Returning,3.0,85.26
ORD101945,2024-06-03,1717,44.0,Female,Islamabad,North,Electronics,Mouse,38.39,1,0.1,Cash,New,3.9,34.55
ORD103402,2024-06-03,1173,38.0,Female,Multan,South,Electronics,Monitor,290.09,1,0.1,Credit Card,New,4.6,261.08
ORD100567,2024-06-04,1397,18.0,Female,Peshawar,West,Accessories,Wallet,47.28,3,0.0,Bank Transfer,VIP,4.8,141.84
ORD102966,2024-06-04,1227,23.0,Female,Faisalabad,East,Electronics,Tablet,508.47,1,0.1,Digital Wallet,New,3.3,457.62
ORD104788,2024-06-04,1054,48.0,Female,Peshawar,West,Electronics,Monitor,310.24,1,0.0,Credit Card,New,3.8,310.24
ORD104201,2024-06-04,1226,44.0,Male,Multan,South,Electronics,Headphones,125.74,2,0.25,Cash,VIP,4.8,188.61
ORD101470,2024-06-04,1702,29.0,Male,Multan,South,Clothing,T-Shirt,29.36,2,0.05,Bank Transfer,Returning,4.5,55.78
ORD100194,2024-06-04,1231,18.0,Female,Peshawar,West,Clothing,Shoes,85.21,2,0.15,Debit Card,Returning,4.2,144.86
ORD100345,2024-06-04,1688,42.0,Female,Multan,South,Electronics,Mouse,35.37,5,0.2,Debit Card,New,5.0,141.48
ORD101212,2024-06-04,1794,48.0,Female,Islamabad,North,Accessories,Backpack,54.35,2,0.15,Cash,New,3.3,92.4
ORD102396,2024-06-05,1050,47.0,Female,Islamabad,North,Electronics,Smartphone,767.77,1,0.15,Debit Card,Returning,3.2,652.6
ORD102111,2024-06-05,1318,39.0,Male,Peshawar,West,Accessories,Backpack,51.52,2,0.0,Bank Transfer,New,2.6,103.04
ORD103641,2024-06-05,1049,37.0,Female,Peshawar,West,Electronics,Monitor,292.76,1,0.15,Cash,New,3.4,248.85
ORD102447,2024-06-05,1554,42.0,Male,Multan,South,Clothing,Shoes,92.03,4,0.1,Debit Card,Returning,4.3,331.31
ORD102203,2024-06-06,1151,33.0,Male,Lahore,East,Accessories,Backpack,60.49,1,0.0,Cash,Returning,4.0,60.49
ORD104595,2024-06-06,1369,48.0,Female,Quetta,West,Clothing,Jeans,63.46,1,0.05,Cash,Returning,4.6,60.29
ORD103092,2024-06-06,1632,37.0,Female,Peshawar,West,Electronics,Laptop,1191.22,3,0.1,Cash,VIP,4.1,3216.29
ORD104204,2024-06-06,1079,25.0,Male,Peshawar,West,Electronics,Smartphone,721.56,3,0.25,Bank Transfer,New,4.6,1623.51
ORD103920,2024-06-06,1075,33.0,Female,Rawalpindi,North,Accessories,Wallet,42.0,1,0.2,Cash,Returning,3.2,33.6
ORD101739,2024-06-06,1251,51.0,Female,Lahore,East,Accessories,Wallet,43.52,3,0.15,Credit Card,New,4.2,110.98
ORD104029,2024-06-06,1659,38.0,Male,Multan,South,Electronics,Mouse,37.01,2,0.1,Cash,Returning,3.7,66.62
ORD100899,2024-06-07,1785,47.0,Female,Karachi,South,Clothing,Jeans,67.38,6,0.1,Digital Wallet,New,3.7,363.85
ORD103103,2024-06-07,1596,41.0,Female,Rawalpindi,North,Clothing,Jeans,68.24,1,0.0,Debit Card,New,3.8,68.24
ORD101106,2024-06-07,1321,51.0,Female,Islamabad,North,Accessories,Backpack,51.66,2,0.25,Credit Card,Returning,4.0,77.49
ORD103443,2024-06-07,1062,33.0,Female,Lahore,East,Electronics,Laptop,1305.81,1,0.0,Debit Card,New,3.8,1305.81
ORD101183,2024-06-08,1441,46.0,Male,Quetta,West,Clothing,Shoes,88.91,6,0.2,Credit Card,New,4.5,426.77
ORD103979,2024-06-09,1010,39.0,Female,Rawalpindi,North,Accessories,Sunglasses,79.21,6,0.05,Credit Card,Returning,3.9,451.5
ORD104577,2024-06-09,1308,52.0,Male,Quetta,West,Electronics,Tablet,481.39,2,0.0,Digital Wallet,VIP,5.0,962.78
ORD102675,2024-06-09,1519,38.0,Male,Islamabad,North,Clothing,Jeans,66.79,1,0.3,Debit Card,New,4.7,46.75
ORD102128,2024-06-09,1424,31.0,Female,Faisalabad,East,Accessories,Sunglasses,82.29,3,0.3,Cash,VIP,3.9,172.81
ORD101525,2024-06-09,1042,35.0,Male,Islamabad,North,Accessories,Backpack,60.72,1,0.05,Credit Card,New,3.0,57.68
ORD104747,2024-06-09,1443,36.0,Male,Islamabad,North,Electronics,Smartphone,774.1,3,0.1,Bank Transfer,Returning,3.6,2090.07
ORD100205,2024-06-09,1710,46.0,Female,Faisalabad,East,Clothing,Jacket,114.7,3,0.1,Debit Card,New,4.9,309.69
ORD104379,2024-06-09,1667,31.0,Male,Multan,South,Electronics,Tablet,504.29,2,0.0,Debit Card,New,4.0,1008.58
ORD102459,2024-06-09,1070,30.0,Female,Karachi,South,Electronics,Laptop,1160.65,1,0.0,Credit Card,Returning,4.0,1160.65
