student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
245387,18.1,81.1,6.0,91.5,A
245388,21.1,88.6,5.9,100.0,A
245389,24.5,83.8,3.6,100.0,A
245392,22.8,85.4,4.1,100.0,A
245398,23.3,90.3,4.8,100.0,A
245399,13.7,91.2,3.9,95.0,A
245400,16.2,79.7,3.6,100.0,A
245401,15.8,72.1,8.0,90.6,A
245405,18.5,90.7,7.2,94.4,A
245406,23.8,100.0,2.2,100.0,A
245407,16.4,73.7,8.6,94.6,A
245408,21.4,98.7,4.0,100.0,A
245409,8.6,87.3,10.0,91.1,A
245410,17.1,94.1,5.1,95.1,A
245411,14.7,91.2,6.8,99.0,A
245412,18.4,92.0,5.2,100.0,A
245415,19.9,94.9,5.3,100.0,A
245416,17.9,85.0,10.0,100.0,A
245418,10.1,74.1,5.1,94.7,A
245422,17.0,93.5,2.7,100.0,A
245423,17.6,92.3,5.0,100.0,A
245425,21.1,74.1,4.7,100.0,A
245430,19.7,88.1,3.5,100.0,A
245434,18.7,100.0,4.1,100.0,A
245440,30.5,74.6,7.5,100.0,A
245441,22.4,82.3,5.8,100.0,A
245443,12.8,60.9,3.1,100.0,A
245445,26.5,77.1,3.8,100.0,A
245446,16.9,92.9,6.0,96.1,A
245448,25.5,88.0,6.7,100.0,A
245451,8.4,85.6,6.0,93.6,A
245456,11.4,89.6,8.9,100.0,A
245460,28.6,90.2,7.7,98.4,A
245461,17.5,89.3,7.9,100.0,A
245462,11.4,91.3,3.4,90.9,A
245466,24.4,80.2,3.8,100.0,A
245468,32.3,86.0,4.5,100.0,A
245472,19.3,76.8,7.3,97.0,A
245478,25.3,80.4,7.0,100.0,A
245479,13.0,70.0,3.2,96.6,A
245480,23.0,85.0,8.0,98.0,A
245482,23.8,85.7,4.0,100.0,A
245483,25.1,84.3,4.8,99.6,A
245486,20.7,77.9,6.5,94.6,A
245487,19.2,100.0,7.2,92.3,A
245488,26.6,84.1,6.0,100.0,A
245493,20.5,78.1,5.3,100.0,A
245495,25.9,100.0,6.4,100.0,A
245496,14.8,91.0,9.4,95.6,A
245497,21.4,95.1,4.4,97.2,A
245499,24.6,96.1,6.9,100.0,A
245501,20.2,83.7,10.0,100.0,A
245502,15.1,77.9,7.1,95.4,A
245503,21.3,72.5,8.0,100.0,A
245505,16.2,66.8,7.3,97.0,A
245507,23.2,79.9,5.6,97.4,A
245508,31.4,90.4,6.9,100.0,A
245511,27.7,91.0,5.4,100.0,A
245512,21.2,83.8,5.5,100.0,A
245514,30.1,82.4,8.8,100.0,A
245515,21.2,84.9,5.6,100.0,A
245516,24.1,82.0,3.4,100.0,A
245519,22.5,88.6,7.0,100.0,A
245520,18.4,85.4,2.9,94.1,A
245522,20.9,82.5,1.2,100.0,A
245523,21.4,96.3,4.6,95.7,A
245525,28.9,78.2,4.6,100.0,A
245526,31.4,100.0,4.9,100.0,A
245527,24.8,90.4,4.3,100.0,A
245533,17.2,86.7,5.9,93.4,A
245534,23.0,75.5,7.0,97.1,A
245536,26.8,89.2,5.5,100.0,A
245537,17.3,93.0,8.5,97.5,A
245538,21.2,99.7,4.0,100.0,A
245539,13.2,79.1,7.3,97.9,A
245540,16.5,73.7,7.5,100.0,A
245541,20.9,100.0,8.6,91.9,A
245542,20.8,79.9,5.6,100.0,A
245547,16.5,92.7,10.0,100.0,A
245548,20.9,87.6,3.8,100.0,A
245550,23.7,74.8,9.9,100.0,A
245552,20.2,78.2,7.1,100.0,A
245553,19.3,82.5,8.9,90.9,A
245555,23.9,87.6,7.0,100.0,A
245557,14.2,80.0,8.7,95.8,A
245558,22.0,71.9,6.8,100.0,A
245559,27.5,94.6,5.0,100.0,A
245560,20.9,96.5,7.1,99.7,A
245561,13.5,92.8,4.8,92.6,A
245562,25.9,74.0,6.5,97.0,A
245563,19.7,63.1,5.5,100.0,A
245564,17.4,92.0,10.0,95.1,A
245566,22.0,73.9,5.6,100.0,A
245567,22.2,89.7,8.3,91.7,A
245569,18.5,72.6,8.8,100.0,A
245570,20.8,72.9,4.2,100.0,A
245571,14.3,59.4,4.1,93.9,A
245572,28.9,79.4,3.6,100.0,A
245573,21.7,89.9,6.9,100.0,A
245576,21.3,72.6,7.3,100.0,A
245579,27.9,86.6,4.4,100.0,A
245581,17.1,80.6,8.2,100.0,A
245582,13.9,75.9,4.5,96.7,A
245584,17.7,75.2,5.4,100.0,A
245587,19.4,90.8,6.3,100.0,A
245590,25.9,80.7,3.6,100.0,A
245593,26.5,93.6,4.9,100.0,A
245595,29.2,79.6,5.5,100.0,A
245597,17.9,95.5,8.0,100.0,A
245599,22.0,83.4,7.0,100.0,A
245600,27.2,80.6,9.3,100.0,A
245601,15.1,97.4,5.8,100.0,A
245603,23.5,95.5,4.4,100.0,A
245605,19.4,66.1,8.0,94.4,A
245607,18.9,88.8,8.6,92.9,A
245610,22.5,79.2,5.2,96.7,A
245611,12.4,77.2,7.2,96.3,A
245616,22.2,100.0,6.4,94.6,A
245617,27.6,89.0,8.5,100.0,A
245621,19.1,95.9,9.4,100.0,A
245626,16.0,93.2,4.9,99.2,A
245629,16.3,86.5,6.5,93.6,A
245630,25.2,80.3,6.4,100.0,A
245632,28.4,88.1,5.1,100.0,A
245634,24.7,84.4,6.8,100.0,A
245635,19.9,83.5,8.4,100.0,A
245636,21.8,100.0,8.9,100.0,A
245639,26.3,79.3,3.1,100.0,A
245640,22.8,84.4,6.8,96.4,A
245641,28.3,84.0,6.1,100.0,A
245642,20.3,74.6,7.0,100.0,A
245645,16.1,83.8,4.9,93.9,A
245646,22.2,84.7,6.5,92.0,A
245647,22.0,79.0,6.2,92.7,A
245648,28.3,74.0,8.8,100.0,A
245649,29.6,73.6,6.9,100.0,A
245650,15.2,89.4,9.2,94.1,A
245651,17.1,78.9,7.2,90.2,A
245652,22.3,69.7,9.7,100.0,A
245653,21.9,89.1,6.6,100.0,A
245654,15.2,88.7,7.6,91.4,A
245658,27.0,92.0,1.6,100.0,A
245660,22.9,88.9,7.9,100.0,A
245662,18.0,80.3,6.7,100.0,A
245665,26.5,92.1,6.2,100.0,A
245671,16.3,90.7,3.9,90.2,A
245672,18.1,86.3,5.2,100.0,A
245674,26.3,66.7,6.2,100.0,A
245680,18.7,96.9,6.2,93.9,A
245686,14.4,80.6,4.1,97.9,A
245687,11.7,85.5,6.4,90.7,A
245688,16.4,90.5,6.1,100.0,A
245689,18.1,94.6,4.4,99.8,A
245690,21.4,88.3,8.3,99.3,A
245694,16.6,97.1,9.4,100.0,A
245698,19.3,78.0,5.0,100.0,A
245700,19.7,91.2,6.3,100.0,A
245701,19.5,80.4,2.7,100.0,A
245703,18.0,93.0,4.1,93.0,A
245704,24.8,88.6,5.8,100.0,A
245709,19.9,65.1,9.2,95.8,A
245711,23.8,84.3,6.2,100.0,A
245715,17.6,93.3,7.3,100.0,A
245716,24.0,85.2,7.9,100.0,A
245719,20.8,66.8,7.8,100.0,A
245720,23.1,92.8,4.2,91.4,A
245722,32.4,74.5,4.8,100.0,A
245727,18.9,91.4,0.0,92.6,A
245730,26.2,77.5,3.0,100.0,A
245731,18.8,74.5,4.1,100.0,A
245732,15.2,65.8,7.4,92.4,A
245733,21.4,95.1,5.3,95.5,A
245738,12.2,82.9,7.5,96.4,A
245739,27.8,78.7,6.1,100.0,A
245741,11.3,90.1,5.7,96.2,A
245745,15.8,89.2,9.3,90.8,A
245747,9.1,95.5,5.9,94.4,A
245749,18.1,93.0,5.5,100.0,A
245752,21.8,88.2,1.2,100.0,A
245753,31.4,90.7,4.9,100.0,A
245754,22.2,68.0,4.1,98.9,A
245755,18.4,90.2,6.9,92.4,A
245760,18.2,86.9,7.9,100.0,A
245761,18.3,95.1,4.1,97.2,A
245763,15.4,79.2,7.5,100.0,A
245765,14.2,100.0,4.9,94.5,A
245766,17.1,98.2,5.7,92.8,A
245767,17.4,70.3,9.1,100.0,A
245771,16.9,76.8,3.2,93.6,A
245773,20.5,72.2,4.1,96.0,A
245774,19.7,85.4,3.9,100.0,A
245778,21.6,79.5,6.9,100.0,A
245781,34.5,86.9,1.4,100.0,A
245791,25.5,76.1,5.5,100.0,A
245793,21.3,57.2,6.0,100.0,A
245794,18.3,80.2,5.6,100.0,A
245795,25.4,73.3,9.2,100.0,A
245797,30.6,95.2,6.0,100.0,A
245798,23.5,94.5,3.6,100.0,A
245799,20.2,100.0,8.5,100.0,A
245800,17.5,86.8,10.0,92.9,A
245801,17.8,83.3,4.4,91.1,A
245804,19.7,99.2,4.0,90.8,A
245806,25.8,70.7,8.7,100.0,A
245810,19.3,95.3,8.3,100.0,A
245813,15.1,63.9,4.1,100.0,A
245817,19.3,89.7,1.5,94.8,A
245819,31.8,79.6,5.0,100.0,A
245821,24.5,95.7,8.8,100.0,A
245827,18.1,88.3,6.3,100.0,A
245828,29.5,78.8,4.9,100.0,A
245829,12.5,83.7,4.2,91.7,A
245830,19.8,89.3,8.6,100.0,A
245831,15.7,70.6,5.9,96.3,A
245832,12.9,95.7,4.8,93.3,A
245833,27.6,94.5,10.0,100.0,A
245835,21.7,84.1,10.0,100.0,A
245836,20.0,74.4,6.6,96.0,A
245838,19.0,78.5,0.0,91.1,A
245841,23.0,100.0,5.2,100.0,A
245848,20.3,65.0,4.9,100.0,A
245849,12.6,80.0,7.2,100.0,A
245855,13.1,92.2,2.9,100.0,A
245858,26.2,83.2,4.1,100.0,A
245859,26.3,100.0,7.7,100.0,A
245862,20.3,76.3,5.5,97.5,A
245863,27.2,69.2,7.7,100.0,A
245864,21.7,84.1,8.4,100.0,A
245867,18.8,88.5,5.0,100.0,A
245868,18.2,77.6,7.7,97.9,A
245872,18.3,64.1,7.0,96.1,A
245873,16.4,71.1,8.9,100.0,A
245877,19.9,88.0,6.3,95.4,A
245879,16.4,90.7,5.6,100.0,A
245888,9.2,88.0,5.8,91.5,A
245890,19.3,79.1,8.7,100.0,A
245891,17.5,86.4,9.0,100.0,A
245892,16.4,96.8,4.4,94.2,A
245894,16.9,70.3,4.2,100.0,A
245895,11.8,76.7,9.0,100.0,A
245896,25.4,84.1,4.8,100.0,A
245899,29.6,80.8,8.2,100.0,A
245902,21.6,85.0,3.4,100.0,A
245912,21.9,93.8,4.4,99.5,A
245913,26.3,87.1,9.4,100.0,A
245915,32.5,89.2,4.1,100.0,A
245918,10.1,100.0,5.6,92.7,A
245919,26.4,100.0,2.1,100.0,A
245922,20.8,76.5,5.8,97.9,A
245924,23.8,100.0,9.9,100.0,A
245925,11.4,78.8,3.1,94.6,A
245926,14.1,91.9,2.4,94.9,A
245931,30.4,77.0,6.8,100.0,A
245932,23.3,65.0,7.1,95.4,A
245941,12.7,97.9,7.8,90.9,A
245945,16.2,68.6,8.5,100.0,A
245946,13.9,92.7,3.5,100.0,A
245947,17.8,81.8,7.2,100.0,A
245948,25.1,76.3,6.3,100.0,A
245950,19.5,91.4,8.7,100.0,A
245951,18.2,98.0,6.5,100.0,A
245953,19.4,80.2,5.7,100.0,A
245956,17.5,73.7,7.2,100.0,A
245958,21.9,93.2,5.3,100.0,A
245962,18.0,94.2,3.5,100.0,A
245966,15.4,83.7,1.6,100.0,A
245967,13.9,76.4,4.8,100.0,A
245971,16.6,82.5,6.8,93.9,A
245976,29.6,64.9,7.1,100.0,A
245978,21.0,92.2,5.8,100.0,A
245984,22.9,81.6,5.1,100.0,A
245989,22.7,86.7,6.7,100.0,A
245991,21.3,96.2,9.5,100.0,A
245992,17.8,84.5,5.6,98.3,A
245994,15.8,85.5,6.6,92.7,A
245995,36.3,81.2,10.0,100.0,A
245996,25.8,80.7,8.8,100.0,A
245997,32.6,92.6,5.0,100.0,A
245999,19.3,98.1,6.4,100.0,A
246002,22.3,98.3,5.2,100.0,A
246006,21.4,80.7,6.8,100.0,A
246011,21.7,92.6,8.2,100.0,A
246012,19.1,83.3,9.2,94.6,A
246014,17.5,86.8,8.4,91.2,A
246015,24.2,86.8,5.1,100.0,A
246016,16.3,61.2,3.4,91.9,A
246018,23.9,84.4,6.0,100.0,A
246019,19.8,74.4,5.1,100.0,A
246021,19.8,78.9,4.4,91.1,A
246022,8.9,84.4,5.4,100.0,A
246023,19.4,77.2,2.9,100.0,A
246028,12.2,84.8,5.8,97.9,A
246030,13.3,81.8,7.1,93.6,A
246033,18.8,90.3,4.1,98.3,A
246036,21.3,71.8,5.1,99.2,A
246039,17.8,89.1,5.5,92.5,A
246041,19.6,90.1,6.4,99.7,A
246044,19.7,72.2,10.0,96.2,A
246050,14.2,82.7,7.2,97.1,A
246054,15.4,68.1,6.4,100.0,A
246056,18.4,83.3,7.1,100.0,A
246057,10.3,81.7,5.7,92.6,A
246060,16.1,84.7,3.8,98.0,A
246062,14.6,88.1,2.2,100.0,A
246069,15.2,88.1,4.5,98.9,A
246071,18.4,90.2,3.5,100.0,A
246073,20.2,81.5,6.2,100.0,A
246074,16.5,76.1,6.2,100.0,A
246075,25.6,98.2,7.7,100.0,A
246078,25.1,87.2,0.5,100.0,A
246080,23.2,89.1,6.2,100.0,A
246081,13.6,75.9,7.8,93.6,A
246085,14.9,89.7,8.1,100.0,A
246087,22.6,83.3,2.7,100.0,A
246090,20.4,91.3,6.4,100.0,A
246093,14.2,86.6,4.0,100.0,A
246096,24.7,62.1,5.5,100.0,A
246097,23.7,81.7,6.3,100.0,A
246098,17.2,79.8,8.4,90.5,A
246099,15.2,98.3,5.7,90.7,A
246104,14.7,74.9,6.3,93.2,A
246106,16.2,100.0,3.7,95.8,A
246108,21.7,98.0,4.2,100.0,A
246116,22.0,76.8,4.1,100.0,A
246120,23.0,90.8,8.8,100.0,A
246122,16.5,70.2,9.7,100.0,A
246124,23.1,93.3,8.8,100.0,A
246125,22.0,78.5,6.0,100.0,A
246127,18.4,88.4,7.0,100.0,A
246129,19.5,73.5,6.9,100.0,A
246130,22.5,90.5,3.0,100.0,A
246135,15.7,88.4,6.2,100.0,A
246137,21.7,78.2,6.7,94.3,A
246138,22.8,88.1,7.9,100.0,A
246141,25.4,83.4,4.8,100.0,A
246148,16.5,84.1,6.6,93.7,A
246149,28.1,68.0,2.0,96.8,A
246150,21.4,63.7,4.4,94.1,A
246151,17.3,85.0,3.6,100.0,A
246153,28.7,89.7,5.8,100.0,A
246154,21.4,83.3,6.9,100.0,A
246161,21.3,98.8,7.1,93.1,A
246165,16.9,91.3,4.9,91.2,A
246168,26.9,100.0,4.9,100.0,A
246169,29.2,75.8,6.2,100.0,A
246170,28.5,71.7,7.0,100.0,A
246171,10.4,83.3,5.2,96.0,A
246175,17.3,96.0,7.0,95.4,A
246177,23.4,91.2,8.7,100.0,A
246178,24.2,89.1,10.0,100.0,A
246179,16.4,96.9,7.6,94.4,A
246180,16.8,98.1,8.8,94.2,A
246182,22.4,100.0,7.3,100.0,A
246187,23.2,96.3,2.5,100.0,A
246188,18.2,72.9,6.0,99.2,A
246189,15.0,85.7,7.1,94.7,A
246190,22.6,74.3,6.4,100.0,A
246191,12.4,90.0,7.7,100.0,A
246196,19.4,81.2,6.2,100.0,A
246200,12.4,89.8,6.5,96.6,A
246201,15.0,89.2,6.6,93.5,A
246205,26.6,93.5,4.9,100.0,A
246206,15.6,97.1,7.6,91.9,A
246209,24.3,95.4,3.9,100.0,A
246210,25.3,80.9,6.9,99.6,A
246212,24.3,87.2,6.8,99.5,A
246213,14.7,89.6,4.5,100.0,A
246214,24.6,82.0,4.1,100.0,A
246216,14.9,72.8,4.5,98.6,A
246218,17.0,78.5,9.2,100.0,A
246220,17.7,97.4,8.0,94.3,A
246221,17.5,96.3,9.1,91.4,A
246223,25.5,83.8,5.5,98.4,A
246226,13.8,76.8,7.6,93.7,A
246228,15.7,86.0,2.9,94.7,A
246229,22.4,81.3,2.6,100.0,A
246230,19.2,88.7,7.0,97.9,A
246231,10.9,96.1,5.8,95.5,A
246234,26.0,71.0,4.2,100.0,A
246237,20.5,93.1,8.7,100.0,A
246239,22.9,92.2,7.0,100.0,A
246247,23.3,76.4,6.9,100.0,A
246248,19.4,91.6,7.2,91.0,A
246253,18.7,87.9,6.3,90.7,A
246255,26.9,91.5,6.0,100.0,A
246259,17.9,72.8,8.1,92.0,A
246261,19.2,62.9,9.6,93.1,A
246262,21.7,91.3,5.9,100.0,A
246263,24.8,73.9,2.9,100.0,A
246265,26.7,91.0,4.8,98.1,A
246273,28.1,88.2,4.7,100.0,A
246276,19.1,87.9,4.2,97.4,A
246278,22.2,87.1,7.0,100.0,A
246279,14.3,94.1,7.8,93.2,A
246280,26.6,87.0,5.8,100.0,A
246282,23.3,86.4,6.5,90.3,A
246284,20.2,74.1,7.5,100.0,A
246286,23.1,81.8,7.4,97.7,A
246287,19.4,83.6,0.0,100.0,A
246295,23.6,74.1,6.7,100.0,A
246297,20.8,65.1,4.3,95.3,A
246298,23.0,80.9,5.2,100.0,A
246299,19.5,77.0,8.3,92.5,A
246300,20.8,85.5,8.5,100.0,A
246303,16.5,96.2,3.0,99.4,A
246304,18.4,73.6,8.1,100.0,A
246305,13.8,94.8,9.4,100.0,A
246306,15.9,95.9,4.9,99.4,A
246307,25.0,76.5,7.4,100.0,A
246309,16.3,90.3,5.4,96.6,A
246311,24.4,74.8,3.4,90.1,A
246312,17.4,87.6,7.8,95.3,A
246313,34.8,69.8,5.7,100.0,A
246316,23.0,100.0,8.2,100.0,A
246317,18.1,80.3,8.3,98.4,A
246322,25.5,94.9,6.6,100.0,A
246325,21.3,81.7,5.8,100.0,A
246327,26.0,86.6,7.9,100.0,A
246329,18.9,85.7,2.6,100.0,A
246331,30.8,79.4,4.1,100.0,A
246332,19.4,96.2,5.9,100.0,A
246337,16.4,88.1,2.9,94.4,A
246340,23.9,77.4,1.7,100.0,A
246341,24.4,96.8,7.6,100.0,A
246342,19.8,93.8,1.9,100.0,A
246343,18.1,82.2,5.3,98.9,A
246345,7.4,91.9,3.9,94.3,A
246346,20.9,80.4,10.0,100.0,A
246347,21.1,89.3,3.6,90.4,A
246350,22.8,95.0,3.2,94.2,A
246356,18.0,75.2,6.5,97.5,A
246358,27.0,66.6,5.5,100.0,A
246362,21.0,82.0,6.8,100.0,A
246363,18.8,66.8,6.2,94.8,A
246364,21.8,76.9,6.5,100.0,A
246366,21.0,86.7,5.7,92.4,A
246367,15.5,80.0,8.0,93.8,A
246371,21.8,89.0,7.3,95.5,A
246372,23.8,100.0,9.4,100.0,A
246375,21.7,83.7,3.9,100.0,A
246376,26.0,96.1,1.2,100.0,A
246377,21.0,80.2,8.7,100.0,A
246385,23.9,80.5,0.6,100.0,A
246387,29.0,74.5,9.0,100.0,A
246388,25.9,71.9,2.9,100.0,A
246389,23.1,97.8,4.4,100.0,A
246391,20.2,94.1,8.1,92.9,A
246392,15.7,82.7,4.3,92.7,A
246393,26.4,81.5,5.4,100.0,A
246396,19.7,100.0,10.0,96.0,A
246397,19.1,100.0,4.9,98.5,A
246398,23.9,87.6,10.0,100.0,A
246402,19.1,69.0,5.8,96.2,A
246406,29.7,87.6,5.0,100.0,A
246411,20.2,91.4,5.9,100.0,A
246412,28.0,84.1,6.9,100.0,A
246416,31.8,79.4,5.9,100.0,A
246417,18.8,79.0,2.0,95.8,A
246420,18.8,75.4,3.8,95.9,A
246421,23.0,87.2,5.6,100.0,A
246422,21.4,75.3,6.5,100.0,A
246428,23.7,74.7,4.4,100.0,A
246435,26.0,86.0,7.3,100.0,A
246438,19.3,72.6,5.0,92.6,A
246439,19.8,95.4,5.0,100.0,A
246440,14.1,78.8,7.3,93.7,A
246441,15.5,63.1,5.6,100.0,A
246442,19.5,72.6,4.0,100.0,A
246443,28.3,100.0,8.1,100.0,A
246445,31.6,97.3,6.3,100.0,A
246448,17.3,88.0,4.4,100.0,A
246449,19.5,65.9,7.9,99.0,A
246452,16.1,73.8,3.0,98.7,A
246453,14.7,87.5,10.0,91.9,A
246454,14.1,74.1,7.0,98.0,A
246457,21.7,100.0,8.3,100.0,A
246464,36.1,75.5,0.9,100.0,A
246465,23.2,100.0,3.0,100.0,A
246467,16.4,86.8,6.9,93.6,A
246468,26.1,87.4,5.7,100.0,A
246469,20.1,84.2,1.7,100.0,A
246470,26.0,66.6,0.5,100.0,A
246472,25.1,91.7,8.4,100.0,A
246473,19.3,91.9,4.8,100.0,A
246474,26.2,83.3,4.6,100.0,A
246478,21.5,87.8,7.1,100.0,A
246481,27.0,97.7,8.5,100.0,A
246482,23.5,84.0,6.6,100.0,A
246483,19.6,85.9,6.2,90.9,A
246485,24.9,95.4,8.2,96.6,A
246488,17.3,92.7,4.6,100.0,A
246493,24.3,86.6,4.8,100.0,A
246495,26.2,85.3,6.1,100.0,A
246496,18.7,98.6,5.8,100.0,A
246497,26.2,83.9,4.6,100.0,A
246498,14.4,82.0,7.4,92.9,A
246504,16.3,73.4,7.5,92.2,A
246506,20.8,71.2,5.7,100.0,A
246509,16.7,80.3,5.1,95.4,A
246511,31.2,93.3,7.0,100.0,A
246515,26.2,85.7,3.8,100.0,A
246517,18.5,88.2,3.7,90.8,A
246521,10.4,90.6,6.7,92.5,A
246523,21.2,85.2,6.1,100.0,A
246529,20.7,86.0,1.7,100.0,A
246531,16.5,73.2,8.4,95.7,A
246532,18.2,74.9,9.5,95.5,A
246537,23.8,84.9,3.9,100.0,A
246539,18.8,94.7,6.6,97.4,A
246540,26.6,94.4,4.7,100.0,A
246545,18.2,79.6,5.4,92.4,A
246546,25.3,100.0,10.0,95.4,A
246554,27.0,77.4,6.1,100.0,A
246558,26.6,90.7,5.4,100.0,A
246561,20.7,86.6,4.6,100.0,A
246562,20.7,81.8,6.3,100.0,A
246563,26.6,76.5,5.8,100.0,A
246566,30.8,100.0,7.6,100.0,A
246576,23.4,92.8,1.9,100.0,A
246577,26.2,84.4,7.9,100.0,A
246581,24.1,68.5,8.5,96.1,A
246583,14.2,94.0,6.4,96.7,A
246587,13.5,74.6,8.1,96.7,A
246588,13.8,86.1,3.6,100.0,A
246591,16.4,91.2,4.7,96.4,A
246598,18.7,80.7,5.8,99.7,A
246600,20.3,78.2,5.9,100.0,A
246602,13.4,93.5,3.9,100.0,A
246603,32.1,79.7,2.5,100.0,A
246605,18.1,93.4,7.2,98.3,A
246606,20.8,83.7,8.4,100.0,A
246607,23.4,79.0,5.7,100.0,A
246612,16.2,84.8,5.0,93.3,A
246613,25.0,87.2,4.7,100.0,A
246619,27.7,80.4,5.5,100.0,A
246625,15.6,82.1,5.6,96.0,A
246626,20.5,81.5,5.6,100.0,A
246629,14.6,93.2,4.0,91.1,A
246630,13.8,92.3,4.2,100.0,A
246631,15.6,85.7,5.2,94.5,A
246632,26.8,97.7,5.4,100.0,A
246635,19.9,83.7,7.1,100.0,A
246637,24.5,86.6,6.4,100.0,A
246638,19.4,70.2,6.3,100.0,A
246640,18.5,84.8,3.9,98.8,A
246642,14.7,89.3,3.2,100.0,A
246645,22.7,80.5,4.1,100.0,A
246646,18.4,83.8,4.8,90.6,A
246647,16.1,100.0,5.2,91.1,A
246648,27.1,69.6,6.9,100.0,A
246651,20.9,98.1,7.2,100.0,A
246652,20.6,77.6,4.1,100.0,A
246653,21.3,78.9,6.8,100.0,A
246655,26.7,80.4,4.8,100.0,A
246662,18.0,72.4,5.7,100.0,A
246663,21.2,100.0,4.0,100.0,A
246666,26.3,97.2,6.1,100.0,A
246668,31.7,76.3,5.6,100.0,A
246675,14.5,90.5,6.8,93.9,A
246678,17.2,80.3,5.8,100.0,A
246679,20.2,100.0,4.5,100.0,A
246680,28.0,94.3,6.4,100.0,A
246681,27.0,96.2,6.6,100.0,A
246683,17.3,76.1,8.7,96.4,A
246684,23.7,79.6,4.8,100.0,A
246685,13.9,82.0,9.1,94.9,A
246689,15.5,92.6,4.6,95.5,A
246691,24.5,80.0,6.2,100.0,A
246693,19.4,88.1,5.3,96.3,A
246695,25.1,84.6,5.3,100.0,A
246697,17.5,94.7,8.1,100.0,A
246700,23.9,73.5,7.6,100.0,A
246702,17.5,88.5,6.6,100.0,A
246704,17.5,85.2,3.5,100.0,A
246707,21.5,94.2,3.3,100.0,A
246713,16.3,64.9,3.1,100.0,A
246715,17.8,85.8,4.7,92.5,A
246717,7.9,70.6,5.3,90.0,A
246719,11.9,88.8,5.6,92.3,A
246721,20.6,76.9,0.2,100.0,A
246725,27.5,98.0,8.7,100.0,A
246726,20.7,82.3,3.2,100.0,A
246727,21.2,87.5,6.4,95.9,A
246728,27.2,89.4,6.0,100.0,A
246729,20.1,89.9,4.2,90.9,A
246730,18.8,81.5,8.6,94.2,A
246735,17.5,85.9,4.0,100.0,A
246736,19.9,89.6,8.6,100.0,A
246741,17.2,89.1,7.1,95.2,A
246742,17.6,70.1,7.7,95.2,A
246743,26.0,73.1,3.8,100.0,A
246744,22.3,78.3,5.0,100.0,A
246745,20.5,87.9,7.1,100.0,A
246749,19.4,95.9,6.4,100.0,A
246754,21.3,70.2,5.3,100.0,A
246758,21.4,80.7,4.4,100.0,A
246761,17.6,66.9,2.6,100.0,A
246763,16.4,86.8,4.0,97.9,A
246770,15.2,89.6,7.9,100.0,A
246773,22.1,92.0,7.9,97.0,A
246774,14.6,90.6,3.3,90.5,A
246777,31.0,99.0,7.3,100.0,A
246781,33.9,90.5,2.6,100.0,A
246782,22.6,88.0,4.6,100.0,A
246785,27.7,83.8,6.6,100.0,A
246786,21.9,74.6,8.5,95.4,A
246792,25.2,88.6,8.9,100.0,A
246794,13.3,94.7,9.2,92.7,A
246795,24.9,89.2,6.3,100.0,A
246800,19.9,100.0,3.3,100.0,A
246801,17.0,72.5,4.4,98.8,A
246802,19.1,100.0,8.2,100.0,A
246804,18.1,90.6,5.4,94.1,A
246807,22.0,100.0,6.9,100.0,A
246809,20.6,95.3,7.3,100.0,A
246813,18.5,94.3,4.1,94.4,A
246815,23.3,87.7,1.5,100.0,A
246816,19.3,86.9,5.2,100.0,A
246818,20.3,78.2,5.6,94.2,A
246825,21.1,55.7,6.4,100.0,A
246829,7.3,94.5,8.1,91.1,A
246836,11.6,90.7,7.5,91.3,A
246840,15.2,90.2,5.6,92.3,A
246841,25.4,92.7,6.8,100.0,A
246844,16.8,88.8,5.3,99.3,A
246847,24.4,89.9,4.8,100.0,A
246848,13.5,94.9,7.7,100.0,A
246850,24.4,77.5,4.3,100.0,A
246851,26.1,85.2,2.7,100.0,A
246852,30.8,83.0,5.3,100.0,A
246857,26.9,89.5,3.6,100.0,A
246858,21.7,80.6,8.3,100.0,A
246860,14.8,84.0,6.8,100.0,A
246862,28.1,78.2,5.4,100.0,A
246863,24.2,84.9,6.9,100.0,A
246864,25.6,83.1,6.7,100.0,A
246865,18.0,73.1,7.8,95.4,A
246866,19.0,65.8,2.9,100.0,A
246867,9.4,77.5,6.6,96.5,A
246868,26.0,93.0,6.1,100.0,A
246869,20.1,91.6,2.2,100.0,A
246872,16.3,93.9,10.0,96.6,A
246873,17.9,88.8,8.8,100.0,A
246874,13.0,75.9,3.3,96.9,A
246876,16.8,83.0,5.8,100.0,A
246878,15.1,92.9,6.5,90.4,A
246884,21.4,77.8,7.0,100.0,A
246886,21.6,75.5,9.2,93.8,A
246888,21.6,94.1,6.5,100.0,A
246889,12.4,67.2,7.6,90.4,A
246892,22.8,63.8,6.5,100.0,A
246893,18.4,87.1,5.7,95.7,A
246897,24.9,98.4,7.2,100.0,A
246899,12.4,70.9,2.1,94.2,A
246900,26.7,94.7,4.9,100.0,A
246901,26.1,90.7,4.8,100.0,A
246905,16.1,71.8,6.3,94.8,A
246908,12.4,93.0,1.3,96.8,A
246909,22.3,98.3,4.4,100.0,A
246911,14.7,88.9,5.5,91.7,A
246914,17.5,93.7,7.9,93.6,A
246915,13.6,88.2,5.1,97.8,A
246916,20.1,88.1,5.2,91.0,A
246922,17.2,81.2,4.0,94.9,A
246925,25.8,82.4,7.9,100.0,A
