customer_id,customer_name,age,gender,country,customer_segment,signup_date
1401,Customer_01401,43.0,Male,UK,Premium,2025-07-25
1402,Customer_01402,54.0,Male,UAE,Budget,2023-09-22
1403,Customer_01403,32.0,Male,Pakistan,Premium,2023-11-25
1404,Customer_01404,62.0,Female,Pakistan,Standard,2023-12-20
1405,Customer_01405,57.0,Male,UAE,Standard,2023-07-14
1406,Customer_01406,,Female,India,Budget,2023-06-20
1407,Customer_01407,53.0,Female,Saudi Arabia,Standard,2024-01-16
1408,Customer_01408,49.0,Male,India,Standard,2025-08-16
1409,Customer_01409,43.0,Female,UAE,Premium,2023-01-02
1410,Customer_01410,,Male,Pakistan,Standard,2023-11-07
1411,Customer_01411,58.0,Male,Pakistan,Budget,2023-03-08
1412,Customer_01412,38.0,Female,Pakistan,Premium,2024-09-07
1413,Customer_01413,22.0,Male,USA,Standard,2023-10-02
1414,Customer_01414,18.0,Female,UAE,VIP,2025-05-18
1415,Customer_01415,29.0,Female,Canada,Standard,2024-10-03
1416,Customer_01416,21.0,Male,UK,Standard,2025-05-09
1417,Customer_01417,28.0,Male,UK,Standard,2024-11-26
1418,Customer_01418,23.0,Male,UAE,Standard,2024-04-25
1419,Customer_01419,65.0,Female,USA,Standard,2025-08-01
1420,Customer_01420,22.0,Female,Canada,Budget,2024-06-05
1421,Customer_01421,48.0,Male,UK,VIP,2025-11-07
1422,Customer_01422,34.0,Female,Pakistan,Premium,2025-12-26
1423,Customer_01423,26.0,Female,Saudi Arabia,Standard,2024-10-07
1424,Customer_01424,51.0,Female,Pakistan,Standard,2025-01-09
1425,Customer_01425,64.0,Male,Pakistan,Standard,2023-10-08
1426,Customer_01426,55.0,Male,Saudi Arabia,Budget,2025-06-11
1427,Customer_01427,64.0,Male,USA,Standard,2025-01-06
1428,Customer_01428,46.0,Male,Pakistan,Budget,2025-09-16
1429,Customer_01429,50.0,Male,Pakistan,Budget,2023-10-20
1430,Customer_01430,25.0,Male,USA,Budget,2025-05-13
1431,Customer_01431,58.0,Male,Pakistan,Premium,2024-05-30
1432,Customer_01432,53.0,Male,Pakistan,Budget,2023-07-22
1433,Customer_01433,30.0,Male,UK,Premium,2023-07-07
1434,Customer_01434,35.0,Female,USA,Premium,2024-09-08
1435,Customer_01435,47.0,Female,UAE,Budget,2023-12-17
1436,Customer_01436,18.0,Male,UAE,Standard,2023-04-22
1437,Customer_01437,57.0,Female,Pakistan,Standard,2024-04-13
1438,Customer_01438,31.0,Male,Pakistan,Premium,2024-12-16
1439,Customer_01439,21.0,Female,UK,Standard,2023-12-16
1440,Customer_01440,33.0,Female,USA,Standard,2025-11-13
1441,Customer_01441,58.0,Female,Pakistan,Budget,2025-05-04
1442,Customer_01442,31.0,Female,Pakistan,Premium,2024-07-15
1443,Customer_01443,43.0,Female,Pakistan,Budget,2025-10-21
1444,Customer_01444,56.0,Female,Pakistan,Premium,2024-04-19
1445,Customer_01445,19.0,Male,Pakistan,Budget,2023-06-03
1446,Customer_01446,54.0,Male,Pakistan,Standard,2023-02-09
1447,Customer_01447,31.0,Female,UK,Standard,2025-10-25
1448,Customer_01448,51.0,Male,Pakistan,Budget,2025-11-17
1449,Customer_01449,27.0,Female,Saudi Arabia,Budget,2025-03-21
1450,Customer_01450,24.0,Female,UAE,Budget,2023-04-23
1451,Customer_01451,55.0,Male,USA,Premium,2023-11-18
1452,Customer_01452,56.0,Male,Germany,Premium,2023-02-15
1453,Customer_01453,65.0,Female,India,Budget,2023-02-26
1454,Customer_01454,50.0,Male,Pakistan,Standard,2023-09-27
1455,Customer_01455,40.0,Female,UK,Budget,2024-09-19
1456,Customer_01456,27.0,Female,Pakistan,Standard,2023-03-13
1457,Customer_01457,32.0,Male,Pakistan,Premium,2025-12-15
1458,Customer_01458,49.0,Female,Pakistan,Premium,2024-05-13
1459,Customer_01459,34.0,Female,Canada,Premium,2023-10-17
1460,Customer_01460,41.0,Female,Pakistan,Standard,2024-07-19
1461,Customer_01461,26.0,Male,India,Budget,2025-05-16
1462,Customer_01462,39.0,Female,India,Premium,2023-12-09
1463,Customer_01463,29.0,Female,Saudi Arabia,Budget,2023-02-22
1464,Customer_01464,23.0,Male,India ,Budget,2023-02-25
1465,Customer_01465,24.0,Female,USA,Standard,2025-07-22
1466,Customer_01466,42.0,Female,UK,Premium,2023-05-03
1467,Customer_01467,35.0,Male,India,Standard,2024-11-27
1468,Customer_01468,22.0,Female,India,VIP,2024-02-26
1469,Customer_01469,42.0,Female,USA,Standard,2025-05-02
1470,Customer_01470,,Female,UK,Budget,2023-03-08
1471,Customer_01471,18.0,Male,India,Standard,2025-09-10
1472,Customer_01472,24.0,Female,India,Premium,2025-02-04
1473,Customer_01473,39.0,Other,Pakistan,Budget,2024-05-07
1474,Customer_01474,63.0,Female,Pakistan,VIP,2023-08-15
1475,Customer_01475,29.0,Male,Pakistan,Standard,2025-12-06
1476,Customer_01476,31.0,Male,Pakistan,Premium,2023-11-28
1477,Customer_01477,29.0,Female,Pakistan,Premium,2024-06-21
1478,Customer_01478,35.0,Male,USA,Standard,2024-03-07
1479,Customer_01479,52.0,Male,USA,,2023-09-10
1480,Customer_01480,33.0,Male,USA,Standard,2024-04-01
1481,Customer_01481,49.0,Female,Saudi Arabia,Premium,2023-06-16
1482,Customer_01482,61.0,Male,Saudi Arabia,Premium,2023-01-02
1483,Customer_01483,63.0,Female,Pakistan,Standard,2023-11-14
1484,Customer_01484,,Female,Saudi Arabia,Budget,2023-05-03
1485,Customer_01485,52.0,Female,Pakistan,VIP,2024-03-30
1486,Customer_01486,62.0,Female,UAE,VIP,2025-08-03
1487,Customer_01487,55.0,Male,Germany,Standard,2023-06-28
1488,Customer_01488,32.0,Female,USA,VIP,2023-01-02
1489,Customer_01489,24.0,Male,Pakistan,Standard,2023-05-02
1490,Customer_01490,23.0,Other,UK,Standard,2024-07-10
1491,Customer_01491,60.0,Male,Pakistan,Standard,2023-10-29
1492,Customer_01492,44.0,Female,Pakistan,Budget,2024-06-20
1493,Customer_01493,32.0,Female,Pakistan,Standard,2023-02-02
1494,Customer_01494,34.0,Male,Pakistan,Standard,2024-01-01
1495,Customer_01495,31.0,Female,Saudi Arabia,Budget,2024-03-25
1496,Customer_01496,56.0,Male,India,Budget,2024-04-17
1497,Customer_01497,47.0,Male,Pakistan,Premium,2024-08-27
1498,Customer_01498,60.0,Male,Germany,Premium,2025-05-05
1499,Customer_01499,,Male,UAE,VIP,2024-05-27
1500,Customer_01500,40.0,Female,India,Budget,2025-07-10
1501,Customer_01501,23.0,Female,UAE,Premium,2024-08-03
1502,Customer_01502,64.0,Male,UAE,Budget,2023-10-13
1503,Customer_01503,42.0,Female,India,Budget,2023-09-09
1504,Customer_01504,44.0,Female,UAE,Premium,2023-12-20
1505,Customer_01505,37.0,Female,USA,Standard,2024-10-16
1506,Customer_01506,31.0,Male,Pakistan,Premium,2023-09-23
1507,Customer_01507,,Female,India,Budget,2025-09-28
1508,Customer_01508,41.0,Male,Pakistan,Budget,2024-06-09
1509,Customer_01509,50.0,Female,USA,Standard,2025-08-04
1510,Customer_01510,19.0,Female,Pakistan,Budget,2025-01-18
1511,Customer_01511,31.0,Female,Pakistan,Budget,2024-01-01
1512,Customer_01512,56.0,Male,Germany,Budget,2023-09-08
1513,Customer_01513,22.0,Male,UAE,Standard,2025-03-26
1514,Customer_01514,22.0,Female,Pakistan,Premium,2023-12-29
1515,Customer_01515,56.0,Male,Pakistan,Budget,2023-09-28
1516,Customer_01516,32.0,Male,India,Standard,2025-10-16
1517,Customer_01517,31.0,Female,Germany,Standard,2024-06-12
1518,Customer_01518,45.0,Female,India,Standard,2023-02-23
1519,Customer_01519,27.0,Male,Pakistan,Standard,2024-06-26
1520,Customer_01520,20.0,Male,UAE,Standard,2024-05-20
1521,Customer_01521,18.0,Female,PAKISTAN,Premium,2025-08-04
1522,Customer_01522,21.0,Male,Pakistan,Budget,2025-02-18
1523,Customer_01523,25.0,Male,USA,Premium,2023-07-29
1524,Customer_01524,51.0,Male,Pakistan,Budget,2023-06-14
1525,Customer_01525,32.0,Male,Canada,Standard,2024-10-23
1526,Customer_01526,21.0,Other,USA,Standard,2023-02-21
1527,Customer_01527,18.0,Male,Pakistan,Budget,2023-12-16
1528,Customer_01528,40.0,Male,UK,Budget,2023-06-01
1529,Customer_01529,58.0,Female,UK,Budget,2023-01-23
1530,Customer_01530,34.0,Male,UAE,Budget,2025-10-04
1531,Customer_01531,21.0,Male,UAE,Standard,2023-04-09
1532,Customer_01532,28.0,Other,Pakistan,Budget,2023-01-11
1533,Customer_01533,41.0,Female,Pakistan,Premium,2025-10-19
1534,Customer_01534,27.0,Male,UK,Premium,2023-07-26
1535,Customer_01535,64.0,Male,Pakistan,Budget,2025-06-13
1536,Customer_01536,54.0,Male,Pakistan,Budget,2023-02-04
1537,Customer_01537,34.0,Male,India,Standard,2023-06-18
1538,Customer_01538,63.0,Female,Pakistan,Premium,2023-05-02
1539,Customer_01539,33.0,Female,UK,Standard,2025-02-13
1540,Customer_01540,24.0,Female,USA,Budget,2024-11-10
1541,Customer_01541,63.0,Female,USA,VIP,2024-06-05
1542,Customer_01542,64.0,Male,Pakistan,Standard,2023-09-22
1543,Customer_01543,33.0,Female,India,Standard,2023-04-08
1544,Customer_01544,46.0,Female,USA,Premium,2024-09-15
1545,Customer_01545,26.0,Male,India,Premium,2023-09-10
1546,Customer_01546,48.0,Female,Saudi Arabia,Standard,2024-10-08
1547,Customer_01547,51.0,Male,UAE,Standard,2025-01-23
1548,Customer_01548,52.0,Female,India,Standard,2025-07-19
1549,Customer_01549,45.0,Female,Pakistan,Budget,2024-06-25
1550,Customer_01550,51.0,Male,Saudi Arabia,Standard,2023-01-06
1551,Customer_01551,44.0,Female,Pakistan,Budget,2023-11-04
1552,Customer_01552,57.0,Male,USA,Standard,2025-07-24
1553,Customer_01553,26.0,Female,UAE,Premium,2024-08-07
1554,Customer_01554,41.0,Male,Pakistan,VIP,2024-11-09
1555,Customer_01555,37.0,Male,Saudi Arabia,Premium,2024-05-16
1556,Customer_01556,43.0,Male,India,Budget,2023-06-28
1557,Customer_01557,,Female,Pakistan,Budget,2025-09-09
1558,Customer_01558,33.0,Male,Germany,Standard,2025-04-27
1559,Customer_01559,63.0,Female,Saudi Arabia,Budget,2025-12-26
1560,Customer_01560,23.0,Male,UAE,Budget,2025-07-26
1561,Customer_01561,48.0,Male,USA,Premium,2023-11-16
1562,Customer_01562,49.0,Male,UAE,Standard,2023-10-06
1563,Customer_01563,40.0,Male,India,Budget,2023-09-30
1564,Customer_01564,19.0,Female,Pakistan,Standard,2025-10-03
1565,Customer_01565,19.0,Male,Pakistan,VIP,2024-09-02
1566,Customer_01566,31.0,Female,India,Standard,2024-05-13
1567,Customer_01567,22.0,Female,India,Budget,2025-11-27
1568,Customer_01568,22.0,Female,UK,Standard,2024-10-23
1569,Customer_01569,25.0,Female,India,Premium,2025-09-23
1570,Customer_01570,27.0,Female,UAE,Budget,2025-12-15
1571,Customer_01571,,Female,USA,Standard,2023-03-29
1572,Customer_01572,48.0,Female,Germany,Premium,2024-02-01
1573,Customer_01573,19.0,Female,Pakistan,Standard,2025-03-15
1574,Customer_01574,48.0,Female,Canada,Budget,2025-06-10
1575,Customer_01575,24.0,Male,USA,Premium,2023-06-12
1576,Customer_01576,38.0,Female,Pakistan,Standard,2023-12-15
1577,Customer_01577,19.0,Male,Pakistan,Budget,2024-08-23
1578,Customer_01578,22.0,Female,Pakistan,Budget,2025-05-25
1579,Customer_01579,24.0,Female, pakistan ,Standard,2023-05-04
1580,Customer_01580,38.0,Female,UAE,Budget,2024-10-20
1581,Customer_01581,40.0,Female,India,Premium,2023-11-21
1582,Customer_01582,34.0,Female,UK,Premium,2023-08-26
1583,Customer_01583,47.0,Female,Pakistan,Budget,2024-07-18
1584,Customer_01584,52.0,Male,India,Premium,2024-03-29
1585,Customer_01585,52.0,Male,USA,VIP,2024-11-27
1586,Customer_01586,45.0,Male,Germany,Budget,2023-12-15
1587,Customer_01587,44.0,Male,UK,Premium,2025-06-21
1588,Customer_01588,41.0,Female,Pakistan,VIP,2023-03-27
1589,Customer_01589,29.0,Female,Pakistan,Premium,2025-08-02
1590,Customer_01590,41.0,Female,Pakistan,Standard,2023-02-02
1591,Customer_01591,18.0,Male,India,Premium,2025-03-17
1592,Customer_01592,64.0,Female,Pakistan,Standard,2024-01-15
1593,Customer_01593,35.0,Male,Canada,Budget,2024-02-25
1594,Customer_01594,54.0,Female,Saudi Arabia,Budget,2023-01-21
1595,Customer_01595,63.0,Other,India,Standard,2025-02-08
1596,Customer_01596,41.0,Male,Pakistan,Standard,2023-07-01
1597,Customer_01597,59.0,Male,India,Standard,2024-12-23
1598,Customer_01598,41.0,Male,India,Budget,2025-03-05
1599,Customer_01599,24.0,Male,Saudi Arabia,Premium,2025-07-15
1600,Customer_01600,19.0,Male,Pakistan,Standard,2025-02-15
1601,Customer_01601,24.0,Male,USA,Standard,2023-11-27
1602,Customer_01602,63.0,Male,Pakistan,Budget,2025-03-20
1603,Customer_01603,,Male,Pakistan,Budget,2025-06-24
1604,Customer_01604,33.0,Male,Germany,Budget,2023-12-14
1605,Customer_01605,39.0,Female,Pakistan,Standard,2023-05-17
1606,Customer_01606,30.0,Male,Pakistan,,2025-09-02
1607,Customer_01607,59.0,Female,Saudi Arabia,VIP,2023-06-12
1608,Customer_01608,65.0,Male,India,Budget,2024-10-12
1609,Customer_01609,22.0,Male,Pakistan,,2023-09-16
1610,Customer_01610,52.0,Male,Pakistan,Premium,2023-05-19
1611,Customer_01611,34.0,Female,Pakistan,Standard,2025-04-30
1612,Customer_01612,20.0,Male,UAE,Standard,2023-06-07
1613,Customer_01613,62.0,Female,Pakistan,Budget,2025-01-04
1614,Customer_01614,20.0,Male,UK,Standard,2025-01-29
1615,Customer_01615,27.0,Other,USA,Standard,2023-03-08
1616,Customer_01616,19.0,Male,Pakistan,Premium,2023-07-09
1617,Customer_01617,40.0,Male,Pakistan,Standard,2025-05-20
1618,Customer_01618,46.0,Female,Pakistan,Premium,2024-07-09
1619,Customer_01619,33.0,Male,Pakistan,Standard,2023-05-14
1620,Customer_01620,21.0,Male,Pakistan,Premium,2025-12-22
1621,Customer_01621,23.0,Female,UK,Standard,2023-10-18
1622,Customer_01622,62.0,Male, pakistan ,Standard,2023-01-05
1623,Customer_01623,56.0,Male,India,Standard,2025-10-09
1624,Customer_01624,62.0,Male,Saudi Arabia,Standard,2023-01-19
1625,Customer_01625,43.0,Male,USA,Budget,2024-08-29
1626,Customer_01626,44.0,Female,Pakistan,Standard,2025-12-24
1627,Customer_01627,55.0,Female,Pakistan,Budget,2024-09-25
1628,Customer_01628,47.0,Female,Germany,Standard,2024-10-02
1629,Customer_01629,38.0,Male,Pakistan,Budget,2024-03-01
1630,Customer_01630,,Female,Saudi Arabia,Budget,2023-05-20
1631,Customer_01631,41.0,Female,Saudi Arabia,Budget,2024-09-19
1632,Customer_01632,21.0,Male,UAE,Budget,2025-09-10
1633,Customer_01633,27.0,Female,Pakistan,Budget,2023-04-10
1634,Customer_01634,53.0,Female,Pakistan,Budget,2025-08-22
1635,Customer_01635,59.0,Female,India,Standard,2024-03-30
1636,Customer_01636,,Male,UAE,Standard,2024-08-10
1637,Customer_01637,22.0,Male,UK,VIP,2023-07-01
1638,Customer_01638,22.0,Female,Saudi Arabia,Premium,2024-11-12
1639,Customer_01639,55.0,Female,Canada,Budget,2023-07-19
1640,Customer_01640,,Male,Germany,Standard,2023-10-27
1641,Customer_01641,33.0,Male,UK,Standard,2025-03-01
1642,Customer_01642,18.0,Female,Pakistan,Standard,2023-02-25
1643,Customer_01643,64.0,Male,India,Standard,2024-05-05
1644,Customer_01644,38.0,Male,UAE,Standard,2024-10-13
1645,Customer_01645,56.0,Female,UAE,Standard,2023-05-25
1646,Customer_01646,51.0,Male,Pakistan,Standard,2023-11-20
1647,Customer_01647,24.0,Male, pakistan ,Standard,2024-01-12
1648,Customer_01648,56.0,Male,India,Budget,2024-12-28
1649,Customer_01649,44.0,Female,Pakistan,Premium,2025-12-06
1650,Customer_01650,47.0,Male,USA,VIP,2025-07-05
1651,Customer_01651,27.0,Female,India,Budget,2023-07-27
1652,Customer_01652,58.0,Other,UAE,Premium,2023-01-20
1653,Customer_01653,62.0,Female,UAE,Premium,2023-02-26
1654,Customer_01654,37.0,Female,UAE,Standard,2024-10-14
1655,Customer_01655,22.0,Female,Pakistan,Budget,2023-06-21
1656,Customer_01656,58.0,Male,UAE,Premium,2023-09-11
1657,Customer_01657,60.0,Female,Pakistan,Standard,2025-07-17
1658,Customer_01658,42.0,Female,Saudi Arabia,Budget,2025-08-15
1659,Customer_01659,45.0,Female,Pakistan,Standard,2025-07-08
1660,Customer_01660,28.0,Male,Germany,Standard,2023-10-06
1661,Customer_01661,21.0,Male,UK,Budget,2024-11-10
1662,Customer_01662,63.0,Female,India,VIP,2024-10-31
1663,Customer_01663,41.0,Male,Pakistan,Budget,2023-07-23
1664,Customer_01664,31.0,Female,India,Standard,2024-08-29
1665,Customer_01665,51.0,Male,UK,Standard,2024-07-29
1666,Customer_01666,19.0,Female,Saudi Arabia,Budget,2024-03-10
1667,Customer_01667,21.0,Female,Saudi Arabia,Premium,2025-04-03
1668,Customer_01668,29.0,Male,USA,Standard,2025-01-12
1669,Customer_01669,39.0,Male,India,Standard,2024-08-06
1670,Customer_01670,35.0,Female,Saudi Arabia,Standard,2025-03-06
1671,Customer_01671,26.0,Male,India,VIP,2025-04-16
1672,Customer_01672,34.0,Male,Saudi Arabia,Premium,2024-09-13
1673,Customer_01673,34.0,Female,India,Budget,2023-10-21
1674,Customer_01674,43.0,Male,UK,Standard,2025-04-11
1675,Customer_01675,45.0,Female,Pakistan,Standard,2025-02-25
1676,Customer_01676,60.0,Male,Pakistan,Premium,2025-12-13
1677,Customer_01677,56.0,Male,Pakistan,Premium,2023-06-14
1678,Customer_01678,32.0,Female,Canada,Standard,2024-04-04
1679,Customer_01679,61.0,Male,UAE,Premium,2025-10-09
1680,Customer_01680,42.0,Male,India,Standard,2024-07-17
1681,Customer_01681,27.0,Female,India,Budget,2025-10-30
1682,Customer_01682,34.0,Female,India,Standard,2023-01-14
1683,Customer_01683,53.0,Female,USA,Standard,2023-02-08
1684,Customer_01684,57.0,Female,Germany,,2025-05-22
1685,Customer_01685,35.0,Male,USA,Standard,2024-01-28
1686,Customer_01686,25.0,Male,USA,Premium,2024-07-24
1687,Customer_01687,27.0,Female,Pakistan,VIP,2024-04-14
1688,Customer_01688,22.0,Female,Pakistan,Budget,2024-03-23
1689,Customer_01689,51.0,Female,UAE,Standard,2025-10-26
1690,Customer_01690,42.0,Male,Saudi Arabia,Premium,2023-04-14
1691,Customer_01691,39.0,Male,Pakistan,Budget,2025-04-26
1692,Customer_01692,50.0,Male,UK,Premium,2025-09-02
1693,Customer_01693,57.0,Female,Pakistan,Standard,2024-12-21
1694,Customer_01694,56.0,Female,Pakistan,Budget,2024-03-08
1695,Customer_01695,24.0,Male,Pakistan,Premium,2023-06-25
1696,Customer_01696,46.0,Male,USA,Standard,2025-01-18
1697,Customer_01697,60.0,Male,India ,Budget,2024-05-28
1698,Customer_01698,55.0,Male,UAE,Budget,2023-06-13
1699,Customer_01699,33.0,Female,USA,Premium,2024-01-30
1700,Customer_01700,36.0,Female,USA,Premium,2025-11-19
1701,Customer_01701,60.0,Male,India,Standard,2023-10-18
1702,Customer_01702,19.0,Female,UK,Budget,2023-07-15
1703,Customer_01703,43.0,Female,Pakistan,Budget,2025-01-17
1704,Customer_01704,23.0,Male, pakistan ,Standard,2023-08-07
1705,Customer_01705,60.0,Male,Pakistan,Standard,2025-10-05
1706,Customer_01706,19.0,Female,India,Standard,2025-07-30
1707,Customer_01707,19.0,Male,UAE,Standard,2025-12-13
1708,Customer_01708,33.0,Female,Pakistan,Standard,2025-09-27
1709,Customer_01709,27.0,Female,India,Standard,2023-09-25
1710,Customer_01710,,Male,Saudi Arabia,Standard,2023-08-21
1711,Customer_01711,32.0,Male,UAE,Budget,2024-01-11
1712,Customer_01712,35.0,Female,Pakistan,Standard,2024-05-29
1713,Customer_01713,45.0,Male,Pakistan,Standard,2025-08-22
1714,Customer_01714,44.0,Female,India,Standard,2025-03-14
1715,Customer_01715,62.0,Female,USA,Budget,2024-12-07
1716,Customer_01716,41.0,Female,USA,Budget,2025-08-20
1717,Customer_01717,45.0,Female,Pakistan,Standard,2024-12-08
1718,Customer_01718,50.0,Female,Saudi Arabia,Budget,2024-02-20
1719,Customer_01719,26.0,Female,UAE,Standard,2024-03-28
1720,Customer_01720,50.0,Male,Germany,Standard,2024-07-20
1721,Customer_01721,59.0,Male,Pakistan,Budget,2023-04-08
1722,Customer_01722,33.0,Male,UAE,Standard,2025-03-23
1723,Customer_01723,26.0,Male,UAE,Standard,2024-12-16
1724,Customer_01724,34.0,Male,Pakistan,Budget,2025-03-12
1725,Customer_01725,31.0,Male,Pakistan,,2024-08-08
1726,Customer_01726,46.0,Male,Pakistan,Standard,2025-05-08
1727,Customer_01727,59.0,Male,India,Premium,2025-11-06
1728,Customer_01728,46.0,Male,Saudi Arabia,Budget,2024-09-16
1729,Customer_01729,24.0,Female,Saudi Arabia,Premium,2024-05-02
1730,Customer_01730,33.0,Female,Pakistan,Premium,2023-04-25
1731,Customer_01731,51.0,Female,USA,Budget,2025-05-03
1732,Customer_01732,33.0,Female,India,Standard,2025-09-17
1733,Customer_01733,46.0,Female,Germany,Standard,2025-02-05
1734,Customer_01734,51.0,Female,Pakistan,Standard,2025-08-06
1735,Customer_01735,33.0,Male,USA,Standard,2025-08-01
1736,Customer_01736,49.0,Female,Canada,VIP,2025-05-24
1737,Customer_01737,37.0,Male,PAKISTAN,Standard,2024-07-05
1738,Customer_01738,24.0,Female,USA,VIP,2023-04-20
1739,Customer_01739,35.0,Female,India,Premium,2023-01-04
1740,Customer_01740,39.0,Male,Saudi Arabia,Premium,2023-08-13
1741,Customer_01741,18.0,Female,UAE,Premium,2024-04-17
1742,Customer_01742,60.0,Male,India,Standard,2025-03-25
1743,Customer_01743,43.0,Male,Germany,Premium,2024-05-14
1744,Customer_01744,19.0,Male,Pakistan,Standard,2023-01-26
1745,Customer_01745,59.0,Male,India,Budget,2023-08-19
1746,Customer_01746,59.0,Male,Canada,Standard,2025-12-09
1747,Customer_01747,18.0,Female,Pakistan,Budget,2025-12-18
1748,Customer_01748,25.0,Female,Pakistan,VIP,2024-02-18
1749,Customer_01749,35.0,Male,Pakistan,Standard,2025-06-01
1750,Customer_01750,,Female,UK,Standard,2025-02-27
1751,Customer_01751,52.0,Male,USA,Budget,2025-10-17
1752,Customer_01752,38.0,Male,Pakistan,Standard,2025-08-30
1753,Customer_01753,47.0,Female,Saudi Arabia,Standard,2024-11-20
1754,Customer_01754,18.0,Female,UAE,Standard,2024-03-08
1755,Customer_01755,49.0,Male,Saudi Arabia,Standard,2024-11-17
1756,Customer_01756,61.0,Male,Saudi Arabia,,2023-12-16
1757,Customer_01757,43.0,Female,Germany,Budget,2024-01-17
1758,Customer_01758,39.0,Female,India,Standard,2024-10-29
1759,Customer_01759,32.0,Male,Pakistan,Standard,2024-09-18
1760,Customer_01760,63.0,Male,UAE,Premium,2024-09-28
1761,Customer_01761,19.0,Male,India,Premium,2024-02-26
1762,Customer_01762,31.0,Female,India,Premium,2024-03-24
1763,Customer_01763,24.0,Female,Pakistan,Standard,2023-01-12
1764,Customer_01764,59.0,Female,Pakistan,Budget,2024-10-21
1765,Customer_01765,,Male,Canada,Premium,2024-09-23
1766,Customer_01766,,Female,Pakistan,VIP,2025-10-22
1767,Customer_01767,49.0,Female,UAE,Budget,2024-07-06
1768,Customer_01768,44.0,Male,UK,Standard,2024-05-27
1769,Customer_01769,42.0,Female,Pakistan,Standard,2023-03-16
1770,Customer_01770,27.0,Male,Pakistan,Budget,2023-08-04
1771,Customer_01771,44.0,Male,India,VIP,2024-01-06
1772,Customer_01772,50.0,Female,UAE,Premium,2024-02-18
1773,Customer_01773,64.0,Male,India,VIP,2024-02-02
1774,Customer_01774,44.0,Female,Saudi Arabia,Budget,2024-03-07
1775,Customer_01775,63.0,Female,Pakistan,Standard,2025-04-22
1776,Customer_01776,63.0,Male,Pakistan,Premium,2023-05-24
1777,Customer_01777,43.0,Male,Pakistan,Standard,2023-12-31
1778,Customer_01778,39.0,Female,India ,Standard,2023-06-28
1779,Customer_01779,24.0,Male,India,Standard,2023-12-04
1780,Customer_01780,30.0,Female,Canada,Budget,2025-01-20
1781,Customer_01781,60.0,Male,Pakistan,Standard,2023-02-21
1782,Customer_01782,24.0,Male,UAE,Premium,2024-01-08
1783,Customer_01783,37.0,Female,UAE,Budget,2023-01-26
1784,Customer_01784,51.0,Male,Saudi Arabia,Budget,2025-11-12
1785,Customer_01785,29.0,Female,Saudi Arabia,Standard,2025-03-08
1786,Customer_01786,64.0,Female,Pakistan,Standard,2023-09-24
1787,Customer_01787,49.0,Male,Saudi Arabia,Standard,2023-08-06
1788,Customer_01788,19.0,Female,Pakistan,Budget,2023-04-19
1789,Customer_01789,29.0,Female,UK,Premium,2024-06-02
1790,Customer_01790,53.0,Female,Pakistan,Budget,2025-04-05
1791,Customer_01791,59.0,Male,Saudi Arabia,Standard,2024-10-02
1792,Customer_01792,62.0,Male,Saudi Arabia,Standard,2025-08-23
1793,Customer_01793,58.0,Female,Saudi Arabia,Standard,2024-01-12
1794,Customer_01794,21.0,Female,Pakistan,Standard,2023-11-01
1795,Customer_01795,53.0,Female,Saudi Arabia,Standard,2024-06-07
1796,Customer_01796,23.0,Female,UK,Standard,2023-08-10
1797,Customer_01797,21.0,Female,India,Standard,2025-12-05
1798,Customer_01798,51.0,Male,India,Standard,2023-07-23
1799,Customer_01799,40.0,Female,Pakistan,Standard,2024-06-08
1800,Customer_01800,49.0,Male,Pakistan,Standard,2024-07-26
1801,Customer_01801,58.0,Male,UK,Standard,2023-03-04
1802,Customer_01802,21.0,Female,India,Standard,2024-05-28
1803,Customer_01803,43.0,Female,Saudi Arabia,Budget,2024-05-13
1804,Customer_01804,58.0,Male,UK,Premium,2023-10-12
1805,Customer_01805,39.0,Female,Saudi Arabia,,2023-05-21
1806,Customer_01806,43.0,Female,Saudi Arabia,Premium,2023-02-19
1807,Customer_01807,41.0,Female,UAE,Standard,2023-01-10
1808,Customer_01808,61.0,Female,UAE,Budget,2024-06-11
1809,Customer_01809,20.0,Male,Pakistan,Standard,2023-04-09
1810,Customer_01810,60.0,Female,USA,Standard,2025-11-17
1811,Customer_01811,57.0,Male,Germany,Premium,2023-09-26
1812,Customer_01812,57.0,Male,India,Premium,2024-12-16
1813,Customer_01813,37.0,Male,Canada,Premium,2025-01-08
1814,Customer_01814,42.0,Male,Germany,Standard,2024-06-27
1815,Customer_01815,35.0,Female,India,Premium,2025-08-26
1816,Customer_01816,30.0,Male,UK,Standard,2023-05-02
1817,Customer_01817,60.0,Female,Saudi Arabia,Premium,2023-09-14
1818,Customer_01818,42.0,Male,Pakistan,Budget,2023-10-04
1819,Customer_01819,52.0,Male,Pakistan,Premium,2023-05-29
1820,Customer_01820,22.0,Female,India,Standard,2023-11-20
1821,Customer_01821,55.0,Female,UK,Standard,2023-12-09
1822,Customer_01822,49.0,Female,Pakistan,VIP,2025-04-18
1823,Customer_01823,65.0,Male,UK,Standard,2023-11-27
1824,Customer_01824,24.0,Male,Saudi Arabia,Premium,2025-08-18
1825,Customer_01825,43.0,Female,Saudi Arabia,Budget,2025-04-26
1826,Customer_01826,42.0,Female,Pakistan,Standard,2025-09-15
1827,Customer_01827,43.0,Male,India,Standard,2023-04-26
1828,Customer_01828,20.0,Female,Pakistan,Budget,2025-12-15
