student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade,performance_category,study_efficiency
210705,13.5,81.7,4.1,60.2,C,Needs Improvement,4.45925925925926
210706,6.4,79.0,4.7,61.5,C,Needs Improvement,9.609375
210711,0.4,77.6,4.7,38.6,F,Needs Improvement,96.5
210718,5.4,100.0,7.3,43.9,D,Needs Improvement,8.129629629629628
210719,15.7,66.4,7.0,76.5,B,Average,4.872611464968153
210724,17.2,68.8,9.0,100.0,A,Excellent,5.813953488372094
210727,0.0,83.9,5.9,65.4,C,Needs Improvement,0.0
210729,11.6,68.9,7.0,73.9,B,Average,6.370689655172415
210731,2.7,87.5,9.6,55.2,C,Needs Improvement,20.444444444444443
210733,5.3,73.7,7.7,54.6,D,Needs Improvement,10.30188679245283
210735,4.4,88.8,6.8,72.2,B,Average,16.40909090909091
210740,6.5,85.9,10.0,84.7,B,Good,13.03076923076923
210742,18.0,64.9,6.7,90.6,A,Excellent,5.033333333333333
210747,5.2,87.1,3.9,72.5,B,Average,13.942307692307692
210748,3.3,88.9,3.1,41.2,D,Needs Improvement,12.484848484848486
210750,5.0,79.3,7.8,65.3,C,Needs Improvement,13.059999999999999
210751,8.8,89.9,6.7,49.6,D,Needs Improvement,5.636363636363636
210754,8.8,69.4,5.7,83.3,B,Good,9.46590909090909
210755,11.4,95.8,6.4,64.2,C,Needs Improvement,5.631578947368421
210757,9.1,70.5,6.2,66.1,C,Needs Improvement,7.263736263736264
210760,12.6,76.2,8.6,68.4,C,Needs Improvement,5.428571428571429
210762,2.2,76.4,3.2,54.5,D,Needs Improvement,24.77272727272727
210763,9.9,84.0,7.7,63.5,C,Needs Improvement,6.4141414141414135
210767,7.6,78.5,10.0,55.0,C,Needs Improvement,7.236842105263158
210770,9.8,83.4,6.1,86.1,A,Good,8.785714285714285
210772,5.1,92.3,7.7,57.9,C,Needs Improvement,11.352941176470589
210776,6.4,74.8,5.3,65.0,C,Needs Improvement,10.15625
210781,35.1,62.5,2.3,100.0,A,Excellent,2.849002849002849
210785,4.1,87.7,2.8,49.3,D,Needs Improvement,12.02439024390244
210789,11.1,65.7,4.8,90.2,A,Excellent,8.126126126126128
210795,0.0,64.8,7.7,43.9,D,Needs Improvement,0.0
210802,9.3,100.0,5.5,82.2,B,Good,8.838709677419354
210807,3.2,91.7,8.7,51.3,D,Needs Improvement,16.031249999999996
210810,7.0,85.6,6.1,76.1,B,Average,10.87142857142857
210816,10.3,100.0,4.6,68.3,C,Needs Improvement,6.631067961165048
210820,8.1,70.1,2.9,73.9,B,Average,9.123456790123457
210821,8.3,77.0,9.2,79.5,B,Average,9.578313253012047
210822,8.3,89.9,3.9,64.4,C,Needs Improvement,7.759036144578313
210825,5.9,95.2,4.2,74.1,B,Average,12.559322033898303
210831,0.0,76.7,5.3,58.7,C,Needs Improvement,0.0
210832,6.1,81.3,4.9,65.4,C,Needs Improvement,10.721311475409838
210834,25.9,69.2,7.4,100.0,A,Excellent,3.8610038610038613
210835,0.0,78.5,5.7,61.2,C,Needs Improvement,0.0
210836,4.6,90.6,6.8,51.6,D,Needs Improvement,11.217391304347828
210837,8.2,76.6,5.0,80.9,B,Good,9.865853658536587
210838,2.1,84.8,6.3,64.8,C,Needs Improvement,30.857142857142854
210842,5.8,100.0,4.2,74.7,B,Average,12.879310344827587
210843,6.9,66.1,9.9,62.8,C,Needs Improvement,9.101449275362318
210850,0.0,74.4,5.7,32.4,F,Needs Improvement,0.0
210852,8.9,80.9,5.0,77.2,B,Average,8.674157303370787
210854,22.7,68.5,7.6,100.0,A,Excellent,4.405286343612335
210856,11.8,86.8,6.8,69.5,C,Needs Improvement,5.889830508474576
210859,7.2,67.6,5.6,62.1,C,Needs Improvement,8.625
210860,8.6,85.5,7.2,94.4,A,Excellent,10.976744186046513
210866,6.4,66.8,5.8,64.2,C,Needs Improvement,10.03125
210869,13.3,87.3,5.0,68.5,C,Needs Improvement,5.150375939849623
210871,9.2,100.0,7.3,57.4,C,Needs Improvement,6.239130434782609
210872,11.6,68.1,7.4,85.8,A,Good,7.396551724137931
210873,9.6,89.4,3.3,79.4,B,Average,8.270833333333334
210877,2.8,78.7,6.4,37.9,F,Needs Improvement,13.535714285714286
210883,3.1,84.2,6.3,39.2,F,Needs Improvement,12.645161290322582
210886,6.3,79.4,9.8,46.3,D,Needs Improvement,7.349206349206349
210893,11.6,77.9,6.5,65.2,C,Needs Improvement,5.620689655172415
210894,25.1,57.0,6.0,100.0,A,Excellent,3.98406374501992
210895,7.9,100.0,6.5,67.6,C,Needs Improvement,8.556962025316455
210903,13.0,50.4,4.9,91.4,A,Excellent,7.0307692307692315
210913,10.3,75.1,3.9,65.5,C,Needs Improvement,6.359223300970873
210917,9.5,64.2,3.3,45.6,D,Needs Improvement,4.8
210918,4.2,93.7,6.2,69.5,C,Needs Improvement,16.547619047619047
210919,9.2,73.5,6.1,82.8,B,Good,9.0
210927,7.7,97.4,6.2,62.9,C,Needs Improvement,8.168831168831169
210930,10.1,85.1,6.9,67.8,C,Needs Improvement,6.712871287128713
210931,9.3,89.4,4.4,70.5,B,Average,7.580645161290322
210933,22.0,68.2,3.2,100.0,A,Excellent,4.545454545454546
210935,17.1,65.5,8.3,92.4,A,Excellent,5.4035087719298245
210936,21.9,65.2,1.8,100.0,A,Excellent,4.566210045662101
210944,12.8,100.0,7.3,64.8,C,Needs Improvement,5.062499999999999
210946,9.8,84.5,2.2,72.9,B,Average,7.438775510204081
210951,0.0,83.1,6.6,58.0,C,Needs Improvement,0.0
210952,6.9,70.4,5.0,68.1,C,Needs Improvement,9.869565217391303
210958,5.8,92.9,6.1,82.3,B,Good,14.189655172413794
210962,12.6,69.0,10.0,75.8,B,Average,6.015873015873016
210968,5.8,100.0,3.6,62.8,C,Needs Improvement,10.827586206896552
210972,8.5,69.1,9.2,73.1,B,Average,8.6
210976,8.2,76.4,4.9,81.0,B,Good,9.878048780487806
210978,2.9,84.2,7.8,60.6,C,Needs Improvement,20.896551724137932
210979,9.4,74.7,2.9,55.1,C,Needs Improvement,5.861702127659575
210981,14.7,69.0,7.9,96.2,A,Excellent,6.5442176870748305
210983,9.5,82.5,4.9,79.8,B,Average,8.4
210986,28.3,67.2,5.6,100.0,A,Excellent,3.5335689045936394
210988,17.5,51.4,7.8,100.0,A,Excellent,5.714285714285714
210991,0.0,85.8,5.6,46.0,D,Needs Improvement,0.0
210993,10.4,100.0,2.7,65.6,C,Needs Improvement,6.307692307692307
210997,10.9,65.6,9.9,83.7,B,Good,7.678899082568807
210998,8.3,95.4,7.4,73.7,B,Average,8.879518072289157
211001,2.4,85.2,4.6,63.6,C,Needs Improvement,26.5
211002,8.6,91.2,4.7,77.7,B,Average,9.034883720930234
211008,9.0,97.6,6.6,64.8,C,Needs Improvement,7.199999999999999
211010,8.9,82.1,5.6,58.5,C,Needs Improvement,6.573033707865168
211013,6.6,84.3,6.9,65.5,C,Needs Improvement,9.924242424242426
211014,18.1,69.6,6.1,88.2,A,Good,4.87292817679558
211015,10.7,86.6,9.4,65.2,C,Needs Improvement,6.093457943925234
211016,6.1,89.6,6.3,54.7,D,Needs Improvement,8.967213114754099
211021,2.1,88.2,7.1,65.1,C,Needs Improvement,30.999999999999996
211024,11.6,86.3,4.3,68.6,C,Needs Improvement,5.913793103448276
211025,2.9,77.8,6.5,53.0,D,Needs Improvement,18.27586206896552
211027,5.2,100.0,7.8,51.1,D,Needs Improvement,9.826923076923077
211028,8.5,88.1,4.2,75.1,B,Average,8.835294117647058
211037,15.6,68.1,8.1,80.5,B,Good,5.160256410256411
211039,9.6,100.0,6.5,73.5,B,Average,7.65625
211048,6.3,100.0,6.6,79.3,B,Average,12.587301587301587
211059,13.2,83.1,4.8,67.9,C,Needs Improvement,5.1439393939393945
211067,8.0,67.5,4.5,57.4,C,Needs Improvement,7.175
211074,8.3,77.1,0.7,82.9,B,Good,9.987951807228916
211095,4.4,69.2,5.8,59.0,C,Needs Improvement,13.409090909090908
211096,8.9,89.8,3.7,71.3,B,Average,8.01123595505618
211108,16.4,52.8,5.5,100.0,A,Excellent,6.097560975609756
211109,8.4,92.2,4.7,61.6,C,Needs Improvement,7.333333333333333
211110,11.6,82.8,3.9,60.6,C,Needs Improvement,5.224137931034483
211114,1.9,92.1,5.6,66.3,C,Needs Improvement,34.89473684210526
211119,8.7,90.0,5.9,75.7,B,Average,8.701149425287358
211120,4.3,93.2,5.9,54.7,D,Needs Improvement,12.72093023255814
211122,5.9,76.5,8.1,74.6,B,Average,12.644067796610168
211125,5.6,80.0,4.5,47.4,D,Needs Improvement,8.464285714285715
211134,3.6,98.2,10.0,61.9,C,Needs Improvement,17.194444444444443
211136,19.5,66.7,5.5,86.9,A,Good,4.456410256410257
211137,7.5,74.5,8.9,86.0,A,Good,11.466666666666667
211138,6.2,83.4,10.0,66.9,C,Needs Improvement,10.790322580645162
211145,5.5,84.2,7.6,68.3,C,Needs Improvement,12.418181818181818
211147,2.8,91.9,7.3,61.5,C,Needs Improvement,21.964285714285715
211149,8.6,73.2,7.4,79.7,B,Average,9.267441860465118
211151,9.3,76.0,6.1,73.7,B,Average,7.924731182795699
211152,3.0,68.3,5.2,31.3,F,Needs Improvement,10.433333333333334
211158,4.8,67.5,9.5,65.4,C,Needs Improvement,13.625000000000002
211161,7.4,83.6,6.6,69.7,C,Needs Improvement,9.41891891891892
211163,3.0,85.1,3.7,58.7,C,Needs Improvement,19.566666666666666
211173,7.8,92.6,8.7,86.7,A,Good,11.115384615384617
211183,6.3,81.4,3.6,54.6,D,Needs Improvement,8.666666666666668
211185,0.0,100.0,6.3,57.5,C,Needs Improvement,0.0
211186,4.5,99.8,4.3,68.7,C,Needs Improvement,15.266666666666667
211188,7.1,61.6,8.2,75.9,B,Average,10.690140845070424
211189,1.6,80.9,6.6,62.6,C,Needs Improvement,39.125
211193,15.3,65.6,8.1,100.0,A,Excellent,6.5359477124183005
211198,9.1,77.3,4.2,73.6,B,Average,8.087912087912088
211204,8.2,67.8,4.8,81.7,B,Good,9.963414634146343
211206,8.1,82.8,5.6,70.9,B,Average,8.753086419753087
211211,5.2,83.2,7.9,68.3,C,Needs Improvement,13.134615384615383
211216,9.2,90.9,5.4,71.1,B,Average,7.728260869565218
211218,5.7,77.9,4.9,69.9,C,Needs Improvement,12.263157894736842
211223,7.0,74.9,6.2,53.3,D,Needs Improvement,7.614285714285714
211224,12.3,91.2,4.1,68.6,C,Needs Improvement,5.577235772357723
211227,7.7,81.8,5.0,68.8,C,Needs Improvement,8.935064935064934
211232,10.8,100.0,8.1,67.0,C,Needs Improvement,6.203703703703703
211234,3.9,68.0,6.3,72.3,B,Average,18.538461538461537
211235,0.0,86.6,4.0,58.4,C,Needs Improvement,0.0
211236,0.0,89.5,5.8,59.2,C,Needs Improvement,0.0
211237,6.5,91.4,5.9,60.8,C,Needs Improvement,9.353846153846153
211246,3.7,81.7,7.1,66.6,C,Needs Improvement,17.999999999999996
211248,1.2,76.2,5.4,59.7,C,Needs Improvement,49.75000000000001
211254,8.7,68.1,8.2,75.2,B,Average,8.643678160919542
211255,9.9,97.3,6.9,56.7,C,Needs Improvement,5.7272727272727275
211256,11.3,79.8,5.5,48.9,D,Needs Improvement,4.327433628318584
211257,13.3,63.3,3.3,78.5,B,Average,5.902255639097744
211263,25.0,68.8,6.8,100.0,A,Excellent,4.0
211271,3.0,80.8,4.1,48.0,D,Needs Improvement,16.0
211272,0.0,69.4,1.9,36.8,F,Needs Improvement,0.0
211273,9.4,89.2,9.8,55.1,C,Needs Improvement,5.861702127659575
211278,7.7,77.0,3.8,77.4,B,Average,10.051948051948052
211281,4.3,76.1,3.4,44.1,D,Needs Improvement,10.255813953488373
211284,0.0,94.9,8.8,69.7,C,Needs Improvement,0.0
211289,5.9,75.0,8.8,55.4,C,Needs Improvement,9.389830508474576
211292,3.7,86.7,7.6,48.3,D,Needs Improvement,13.054054054054053
211304,9.0,98.4,4.7,92.6,A,Excellent,10.288888888888888
211308,2.8,73.9,8.6,47.2,D,Needs Improvement,16.857142857142858
211311,10.5,84.1,5.8,69.2,C,Needs Improvement,6.590476190476191
211316,17.8,58.3,7.0,100.0,A,Excellent,5.617977528089887
211321,21.1,62.9,2.4,100.0,A,Excellent,4.739336492890995
211322,9.2,92.6,5.6,78.8,B,Average,8.565217391304348
211325,11.3,100.0,3.5,65.2,C,Needs Improvement,5.769911504424779
211327,7.2,80.3,8.7,72.2,B,Average,10.027777777777779
211331,2.1,89.8,9.1,56.7,C,Needs Improvement,27.0
211334,4.0,91.1,6.8,59.7,C,Needs Improvement,14.925
211336,0.7,83.5,6.6,45.5,D,Needs Improvement,65.0
211339,7.8,69.7,7.9,58.3,C,Needs Improvement,7.4743589743589745
211340,7.0,72.2,7.1,51.3,D,Needs Improvement,7.328571428571428
211348,5.3,82.5,5.7,56.2,C,Needs Improvement,10.603773584905662
211354,9.3,95.3,10.0,68.7,C,Needs Improvement,7.387096774193548
211355,7.4,65.7,5.2,64.9,C,Needs Improvement,8.77027027027027
211357,7.9,81.3,4.5,83.4,B,Good,10.556962025316455
211358,2.4,74.3,5.8,39.2,F,Needs Improvement,16.333333333333336
211359,8.3,81.8,4.5,72.5,B,Average,8.734939759036143
211366,11.8,93.4,3.4,65.3,C,Needs Improvement,5.533898305084745
211367,6.7,88.5,4.5,63.4,C,Needs Improvement,9.462686567164178
211369,5.0,79.9,4.4,62.4,C,Needs Improvement,12.48
211372,14.9,69.2,5.0,65.5,C,Needs Improvement,4.395973154362416
211374,5.9,90.7,4.5,57.0,C,Needs Improvement,9.661016949152541
211379,6.4,96.0,6.9,72.5,B,Average,11.328125
211384,8.7,100.0,4.7,79.4,B,Average,9.126436781609197
211385,5.9,89.0,8.0,66.8,C,Needs Improvement,11.322033898305083
211387,2.3,89.6,8.8,58.4,C,Needs Improvement,25.39130434782609
211389,17.8,68.3,3.1,97.5,A,Excellent,5.47752808988764
211392,8.4,70.5,6.2,91.7,A,Excellent,10.916666666666666
211396,7.5,84.3,3.9,66.1,C,Needs Improvement,8.813333333333333
211399,12.2,81.3,5.1,66.6,C,Needs Improvement,5.459016393442623
211401,11.7,77.1,6.3,58.7,C,Needs Improvement,5.017094017094018
211405,8.0,85.6,6.1,75.7,B,Average,9.4625
211406,6.3,80.4,6.9,56.9,C,Needs Improvement,9.031746031746032
211407,9.2,100.0,6.5,76.7,B,Average,8.33695652173913
211409,8.6,79.2,5.6,65.3,C,Needs Improvement,7.593023255813954
211420,7.0,81.8,9.6,70.9,B,Average,10.12857142857143
211421,24.9,66.2,5.5,100.0,A,Excellent,4.016064257028113
211424,0.0,82.4,8.2,68.3,C,Needs Improvement,0.0
211425,13.2,69.5,8.6,65.7,C,Needs Improvement,4.9772727272727275
211426,9.8,74.1,1.7,75.6,B,Average,7.7142857142857135
211434,4.3,87.1,5.3,56.5,C,Needs Improvement,13.13953488372093
211435,8.1,85.1,10.0,70.2,B,Average,8.666666666666668
211436,6.4,98.8,9.2,58.6,C,Needs Improvement,9.15625
211440,1.0,94.4,7.2,56.1,C,Needs Improvement,56.1
211441,6.6,79.6,6.5,48.0,D,Needs Improvement,7.272727272727273
211446,19.2,51.5,4.6,94.4,A,Excellent,4.916666666666667
211449,4.2,100.0,6.6,48.0,D,Needs Improvement,11.428571428571429
211450,4.1,100.0,4.4,54.5,D,Needs Improvement,13.29268292682927
211451,4.4,98.2,7.2,67.2,C,Needs Improvement,15.272727272727272
211453,5.5,92.9,5.3,68.0,C,Needs Improvement,12.363636363636363
211454,0.0,91.0,7.4,40.7,D,Needs Improvement,0.0
211458,1.8,88.8,8.9,54.5,D,Needs Improvement,30.27777777777778
211462,5.3,81.8,10.0,72.5,B,Average,13.679245283018869
211463,3.9,83.4,6.2,53.9,D,Needs Improvement,13.820512820512821
211469,0.0,88.7,4.9,52.2,D,Needs Improvement,0.0
211470,8.2,100.0,6.5,62.4,C,Needs Improvement,7.609756097560976
211476,0.0,100.0,7.2,57.0,C,Needs Improvement,0.0
211479,26.2,61.6,4.1,100.0,A,Excellent,3.816793893129771
211480,10.2,89.3,6.7,49.5,D,Needs Improvement,4.852941176470589
211481,4.8,92.6,6.6,53.1,D,Needs Improvement,11.0625
211483,15.3,78.6,5.2,69.0,C,Needs Improvement,4.509803921568627
211485,5.5,80.9,5.4,62.5,C,Needs Improvement,11.363636363636363
211487,6.6,93.7,5.3,70.8,B,Average,10.727272727272727
211490,8.7,95.6,6.1,52.9,D,Needs Improvement,6.080459770114943
211493,2.7,77.8,7.8,59.5,C,Needs Improvement,22.037037037037035
211494,14.0,82.2,6.6,68.3,C,Needs Improvement,4.878571428571428
211498,24.9,57.0,7.3,100.0,A,Excellent,4.016064257028113
211500,3.6,65.4,8.4,68.2,C,Needs Improvement,18.944444444444446
211504,4.6,72.4,8.0,47.7,D,Needs Improvement,10.369565217391306
211507,9.8,71.9,8.0,98.2,A,Excellent,10.020408163265305
211508,9.5,93.1,4.9,66.8,C,Needs Improvement,7.031578947368421
211509,10.7,81.0,4.1,61.9,C,Needs Improvement,5.785046728971963
211513,8.5,69.2,3.6,50.3,D,Needs Improvement,5.917647058823529
211515,5.3,81.7,2.8,68.9,C,Needs Improvement,13.000000000000002
211523,14.5,56.6,5.6,85.1,A,Good,5.868965517241379
211525,17.0,65.8,8.2,91.2,A,Excellent,5.364705882352942
211528,17.0,59.9,2.9,93.3,A,Excellent,5.488235294117647
211529,9.0,75.6,6.4,79.0,B,Average,8.777777777777779
211530,9.7,87.3,4.8,75.9,B,Average,7.824742268041239
211538,2.0,82.1,3.7,57.6,C,Needs Improvement,28.8
211539,7.5,77.7,6.9,75.9,B,Average,10.120000000000001
211541,16.7,57.5,5.9,94.1,A,Excellent,5.634730538922156
211543,0.0,86.9,5.5,59.9,C,Needs Improvement,0.0
211545,12.6,87.8,5.1,56.1,C,Needs Improvement,4.4523809523809526
211556,4.8,96.2,10.0,67.0,C,Needs Improvement,13.958333333333334
211560,8.3,76.6,4.3,74.7,B,Average,9.0
211563,9.5,100.0,6.5,79.5,B,Average,8.368421052631579
211565,5.6,73.8,1.6,66.4,C,Needs Improvement,11.85714285714286
211570,7.1,89.3,7.9,75.7,B,Average,10.661971830985916
211571,6.0,91.5,6.5,67.9,C,Needs Improvement,11.316666666666668
211577,9.7,86.0,6.1,90.0,A,Good,9.278350515463918
211581,3.8,88.5,3.8,59.9,C,Needs Improvement,15.763157894736842
211585,6.5,76.6,8.2,75.5,B,Average,11.615384615384615
211591,8.8,84.7,4.4,72.5,B,Average,8.238636363636363
211595,10.3,96.2,7.0,67.4,C,Needs Improvement,6.543689320388349
211598,3.8,82.6,7.2,73.9,B,Average,19.447368421052634
211599,1.4,85.1,3.6,53.0,D,Needs Improvement,37.85714285714286
211600,1.3,83.7,3.4,33.9,F,Needs Improvement,26.076923076923077
211602,9.9,97.8,4.2,60.4,C,Needs Improvement,6.1010101010101
211604,0.7,81.6,4.1,42.9,D,Needs Improvement,61.285714285714285
211606,5.8,100.0,6.9,53.7,D,Needs Improvement,9.258620689655173
211608,1.8,80.0,5.6,63.9,C,Needs Improvement,35.5
211612,12.4,65.9,6.3,96.7,A,Excellent,7.798387096774194
211619,4.1,93.8,6.7,78.2,B,Average,19.073170731707318
211620,13.0,67.1,5.3,86.9,A,Good,6.684615384615385
211621,3.3,89.5,7.7,67.5,C,Needs Improvement,20.454545454545457
211625,9.8,100.0,10.0,76.3,B,Average,7.785714285714285
211627,10.4,72.4,3.5,62.3,C,Needs Improvement,5.990384615384615
211632,0.0,89.6,7.4,38.7,F,Needs Improvement,0.0
211634,6.1,64.5,2.7,63.6,C,Needs Improvement,10.426229508196721
211644,7.1,91.2,6.6,69.3,C,Needs Improvement,9.76056338028169
211645,0.7,99.1,9.2,47.2,D,Needs Improvement,67.42857142857143
211653,9.5,88.8,2.4,99.3,A,Excellent,10.452631578947368
211658,8.4,79.2,4.0,69.1,C,Needs Improvement,8.226190476190474
211659,12.5,80.8,6.2,62.5,C,Needs Improvement,5.0
211660,6.0,96.2,4.4,68.1,C,Needs Improvement,11.35
211671,2.7,100.0,5.9,71.8,B,Average,26.592592592592588
211677,5.9,80.9,6.6,68.9,C,Needs Improvement,11.677966101694915
211680,21.5,61.3,6.7,100.0,A,Excellent,4.651162790697675
211685,11.5,69.1,3.0,85.3,A,Good,7.4173913043478255
211687,0.0,94.4,5.1,43.3,D,Needs Improvement,0.0
211688,8.2,66.8,5.4,65.5,C,Needs Improvement,7.987804878048781
211689,1.9,84.0,4.9,63.4,C,Needs Improvement,33.36842105263158
211690,19.5,69.2,7.2,92.6,A,Excellent,4.748717948717949
211692,5.5,94.0,4.7,61.5,C,Needs Improvement,11.181818181818182
211693,4.7,88.7,5.3,47.1,D,Needs Improvement,10.02127659574468
211694,7.8,96.1,8.1,35.3,F,Needs Improvement,4.5256410256410255
211697,0.0,88.9,6.9,61.8,C,Needs Improvement,0.0
211698,9.8,85.9,4.2,85.5,A,Good,8.724489795918366
211705,8.3,88.1,10.0,67.0,C,Needs Improvement,8.072289156626505
211706,6.1,82.1,5.6,65.4,C,Needs Improvement,10.721311475409838
211707,11.5,77.1,6.6,69.3,C,Needs Improvement,6.0260869565217385
211708,8.8,92.7,6.0,56.8,C,Needs Improvement,6.454545454545454
211709,17.2,63.5,5.0,72.5,B,Average,4.215116279069767
211714,6.2,95.0,7.4,51.8,D,Needs Improvement,8.354838709677418
211717,8.6,74.9,5.5,69.5,C,Needs Improvement,8.08139534883721
211718,7.4,79.4,6.2,78.7,B,Average,10.635135135135135
211720,4.8,91.6,7.8,56.4,C,Needs Improvement,11.75
211721,8.8,84.4,3.4,71.9,B,Average,8.170454545454545
211727,9.8,81.1,5.8,50.0,D,Needs Improvement,5.1020408163265305
211728,19.9,68.4,8.0,100.0,A,Excellent,5.025125628140704
211733,21.0,65.5,1.7,100.0,A,Excellent,4.761904761904762
211734,10.2,80.6,3.5,53.6,D,Needs Improvement,5.254901960784315
211735,9.7,78.5,6.0,43.0,D,Needs Improvement,4.43298969072165
211745,9.3,92.4,5.7,96.1,A,Excellent,10.333333333333332
211746,11.6,66.3,8.0,74.9,B,Average,6.456896551724139
211749,3.2,84.5,5.0,59.2,C,Needs Improvement,18.5
211755,28.3,67.7,7.6,100.0,A,Excellent,3.5335689045936394
211756,1.3,77.7,5.0,67.9,C,Needs Improvement,52.23076923076923
211758,13.9,65.7,1.7,66.3,C,Needs Improvement,4.76978417266187
211761,8.7,93.7,3.8,69.1,C,Needs Improvement,7.942528735632184
211766,8.9,79.0,6.2,84.9,B,Good,9.539325842696629
211770,23.9,66.8,10.0,100.0,A,Excellent,4.184100418410042
211772,9.6,61.9,7.2,79.4,B,Average,8.270833333333334
211776,8.8,88.6,8.2,90.4,A,Excellent,10.272727272727273
211777,10.6,79.4,8.4,67.7,C,Needs Improvement,6.386792452830189
211779,8.4,94.4,4.8,71.6,B,Average,8.523809523809522
211785,7.1,79.2,7.9,71.5,B,Average,10.070422535211268
211788,5.8,71.8,6.6,61.2,C,Needs Improvement,10.551724137931036
211789,8.1,77.1,5.4,79.3,B,Average,9.790123456790123
211792,19.7,69.4,4.3,89.5,A,Good,4.543147208121828
211794,13.9,86.9,6.0,66.5,C,Needs Improvement,4.784172661870503
211795,9.8,85.5,7.2,78.3,B,Average,7.989795918367346
211796,12.1,88.1,5.8,64.3,C,Needs Improvement,5.31404958677686
211797,9.8,95.1,6.2,68.1,C,Needs Improvement,6.948979591836734
211803,5.9,85.4,8.4,81.6,B,Good,13.83050847457627
211805,9.5,85.7,4.1,93.9,A,Excellent,9.88421052631579
211807,5.5,69.1,5.7,49.7,D,Needs Improvement,9.036363636363637
211809,5.6,83.0,5.6,65.2,C,Needs Improvement,11.642857142857144
211810,15.9,94.7,6.1,58.9,C,Needs Improvement,3.7044025157232703
211811,7.7,81.6,4.2,61.1,C,Needs Improvement,7.935064935064935
211814,7.0,83.0,5.7,58.2,C,Needs Improvement,8.314285714285715
211815,5.2,94.1,9.5,73.3,B,Average,14.096153846153845
211820,11.5,98.3,7.2,67.4,C,Needs Improvement,5.860869565217392
211825,7.3,86.6,4.4,72.1,B,Average,9.876712328767123
211827,9.4,84.1,5.8,69.4,C,Needs Improvement,7.382978723404255
211829,0.0,100.0,7.7,56.8,C,Needs Improvement,0.0
211836,9.8,75.3,3.0,95.3,A,Excellent,9.724489795918366
211838,2.9,85.4,3.9,64.6,C,Needs Improvement,22.275862068965516
211846,3.8,74.7,4.6,59.7,C,Needs Improvement,15.710526315789474
211848,9.8,82.7,8.0,70.0,C,Needs Improvement,7.142857142857142
211849,11.5,68.3,5.1,65.4,C,Needs Improvement,5.686956521739131
211853,14.0,65.3,8.0,87.6,A,Good,6.257142857142857
211857,8.1,81.6,6.2,72.4,B,Average,8.938271604938272
211858,7.0,100.0,5.7,72.9,B,Average,10.414285714285715
211860,9.4,96.2,10.0,73.4,B,Average,7.808510638297872
211861,8.9,85.6,5.4,93.7,A,Excellent,10.52808988764045
211862,8.5,85.6,4.7,83.0,B,Good,9.764705882352942
211866,5.5,85.4,6.4,54.9,D,Needs Improvement,9.981818181818182
211874,4.0,97.5,6.8,65.0,C,Needs Improvement,16.25
211875,3.3,78.5,3.4,46.9,D,Needs Improvement,14.212121212121213
211878,8.6,85.6,6.5,87.8,A,Good,10.209302325581396
211879,9.8,79.3,3.9,80.2,B,Good,8.183673469387754
211881,6.7,61.1,8.7,65.8,C,Needs Improvement,9.820895522388058
211886,0.0,72.8,8.6,61.3,C,Needs Improvement,0.0
211890,1.8,94.8,8.8,37.6,F,Needs Improvement,20.88888888888889
211893,14.3,64.5,3.9,86.0,A,Good,6.013986013986013
211895,7.4,85.5,8.4,72.1,B,Average,9.743243243243242
211897,14.3,69.5,6.5,74.3,B,Average,5.195804195804195
211901,14.4,86.3,2.5,69.8,C,Needs Improvement,4.847222222222222
211909,11.9,69.1,6.5,76.2,B,Average,6.4033613445378155
211914,1.6,89.0,6.5,52.4,D,Needs Improvement,32.75
211916,5.0,74.5,8.3,65.3,C,Needs Improvement,13.059999999999999
211917,17.7,68.1,7.5,80.7,B,Good,4.559322033898305
211918,6.1,89.5,7.7,73.8,B,Average,12.098360655737705
211923,13.6,94.0,7.7,63.1,C,Needs Improvement,4.639705882352941
211927,3.9,87.5,4.3,39.7,F,Needs Improvement,10.17948717948718
211933,3.0,100.0,8.1,69.2,C,Needs Improvement,23.066666666666666
211939,8.2,91.3,5.9,52.2,D,Needs Improvement,6.365853658536587
211940,6.1,75.8,5.9,48.4,D,Needs Improvement,7.934426229508197
211943,9.8,100.0,5.6,79.2,B,Average,8.081632653061224
211944,9.4,99.5,7.5,66.0,C,Needs Improvement,7.0212765957446805
211946,1.6,97.6,5.8,57.4,C,Needs Improvement,35.875
211948,1.8,97.3,6.2,51.4,D,Needs Improvement,28.555555555555554
211951,9.6,70.1,7.8,64.9,C,Needs Improvement,6.760416666666668
211952,9.1,80.2,6.6,86.9,A,Good,9.549450549450551
211954,9.1,92.0,7.0,65.2,C,Needs Improvement,7.164835164835165
211958,0.0,91.2,6.7,44.7,D,Needs Improvement,0.0
211959,24.7,69.4,7.0,100.0,A,Excellent,4.048582995951417
211962,8.5,79.3,5.5,78.7,B,Average,9.258823529411766
211963,9.2,79.3,5.9,80.0,B,Average,8.695652173913045
211965,1.3,93.6,8.8,43.7,D,Needs Improvement,33.61538461538461
211967,9.8,94.9,4.0,73.6,B,Average,7.510204081632652
211968,2.5,75.4,6.4,38.2,F,Needs Improvement,15.280000000000001
211971,9.1,85.3,8.5,65.3,C,Needs Improvement,7.175824175824176
211979,8.5,88.9,8.6,67.3,C,Needs Improvement,7.917647058823529
211984,0.8,65.6,6.7,56.9,C,Needs Improvement,71.125
