order_date,customer,product,category,region,quantity,unit_price,discount,revenue
2024-04-01 23:57:41.732346469,Customer_633,Laptop,Electronics,Punjab,4,150000,0.2405913291136321,455645.20253182075
2024-04-02 03:27:58.655731146,Customer_688,Keyboard,Accessories,KPK,4,5000,0.222555167638639,15548.896647227219
2024-04-02 06:58:15.579115823,Customer_575,Mouse,Accessories,Punjab,2,3000,0.06758714762389609,5594.477114256623
2024-04-02 10:28:32.502500500,Customer_296,Laptop,Electronics,Punjab,3,150000,0.205690060758083,357439.47265886265
2024-04-02 13:58:49.425885177,Customer_84,Smartphone,Electronics,Punjab,1,90000,0.12958098075995586,78337.71173160398
2024-04-02 17:29:06.349269854,Customer_15,Smartphone,Electronics,Balochistan,5,90000,0.11545162039050466,398046.7708242729
2024-04-02 20:59:23.272654531,Customer_867,Laptop,Electronics,Sindh,3,150000,0.07860852645285135,414626.1630962169
2024-04-03 00:29:40.196039208,Customer_134,Tablet,Electronics,Balochistan,2,60000,0.1452421466578981,102570.94240105222
2024-04-03 03:59:57.119423885,Customer_478,Smartphone,Electronics,Sindh,3,90000,0.18247227942589944,220732.48455500713
2024-04-03 07:30:14.042808562,Customer_633,Smartwatch,Wearables,KPK,3,25000,0.10273322624068956,67295.00803194828
2024-04-03 11:00:30.966193239,Customer_319,Monitor,Electronics,KPK,2,45000,0.15730479825207302,75842.56815731344
2024-04-03 14:30:47.889577916,Customer_392,Monitor,Electronics,KPK,4,45000,0.17482823028882594,148530.9185480113
2024-04-03 18:01:04.812962593,Customer_479,Smartwatch,Wearables,KPK,4,25000,0.17778045425382147,82221.95457461785
2024-04-03 21:31:21.736347270,Customer_640,Laptop,Electronics,KPK,1,150000,0.012991524532795062,148051.27132008073
2024-04-04 01:01:38.659731946,Customer_368,Smartwatch,Wearables,Islamabad,1,25000,0.21493695142126673,19626.576214468332
2024-04-04 04:31:55.583116623,Customer_367,Mouse,Accessories,Balochistan,4,3000,0.11456332869126198,10625.240055704857
2024-04-04 08:02:12.506501300,Customer_288,Mouse,Accessories,Sindh,5,3000,0.06560402042405361,14015.939693639197
2024-04-04 11:32:29.429885977,Customer_813,Laptop,Electronics,KPK,3,150000,0.0604411268699204,422801.4929085358
2024-04-04 15:02:46.353270654,Customer_378,Smartwatch,Wearables,Islamabad,5,25000,0.12075352821098762,109905.80897362655
2024-04-04 18:33:03.276655331,Customer_692,Mouse,Accessories,Islamabad,3,3000,0.2217078848672398,7004.629036194842
2024-04-04 22:03:20.200040008,Customer_463,Tablet,Electronics,Islamabad,4,60000,0.09458689542066173,217299.1450990412
2024-04-05 01:33:37.123424685,Customer_594,Smartwatch,Wearables,Balochistan,1,25000,0.18743143669588583,20314.214082602855
2024-04-05 05:03:54.046809362,Customer_13,Tablet,Electronics,KPK,1,60000,0.02420468274680465,58547.71903519172
2024-04-05 08:34:10.970194039,Customer_536,Mouse,Accessories,Islamabad,5,3000,0.11901417553776544,13214.787366933519
2024-04-05 12:04:27.893578716,Customer_168,Monitor,Electronics,Islamabad,1,45000,0.2479215350981839,33843.530920581725
2024-04-05 15:34:44.816963393,Customer_270,Mouse,Accessories,KPK,4,3000,0.19260945069808424,9688.686591622989
2024-04-05 19:05:01.740348070,Customer_988,Tablet,Electronics,Balochistan,5,60000,0.05263212211015325,284210.363366954
2024-04-05 22:35:18.663732747,Customer_971,Headphones,Accessories,Islamabad,3,8000,0.12536036842447768,20991.351157812536
2024-04-06 02:05:35.587117424,Customer_70,Keyboard,Accessories,Sindh,1,5000,0.05840619091214164,4707.969045439292
2024-04-06 05:35:52.510502101,Customer_318,Smartphone,Electronics,Punjab,2,90000,0.10239023181562731,161569.75827318706
2024-04-06 09:06:09.433886777,Customer_376,Smartwatch,Wearables,Punjab,1,25000,0.1950210059337412,20124.474851656472
2024-04-06 12:36:26.357271454,Customer_89,Headphones,Accessories,Punjab,3,8000,0.1928062038226009,19372.651108257578
2024-04-06 16:06:43.280656131,Customer_701,Mouse,Accessories,Balochistan,5,3000,0.05702509447559628,14144.623582866056
2024-04-06 19:37:00.204040808,Customer_257,Monitor,Electronics,Islamabad,3,45000,0.23055582953871503,103874.96301227347
2024-04-06 23:07:17.127425485,Customer_217,Laptop,Electronics,Punjab,2,150000,0.1481420456912067,255557.386292638
2024-04-07 02:37:34.050810162,Customer_450,Mouse,Accessories,Punjab,4,3000,0.09498107274050363,10860.227127113956
2024-04-07 06:07:50.974194839,Customer_894,Monitor,Electronics,KPK,1,45000,0.12548389519521516,39353.224716215314
2024-04-07 09:38:07.897579516,Customer_544,Keyboard,Accessories,Islamabad,5,5000,0.15126781335943593,21218.3046660141
2024-04-07 13:08:24.820964193,Customer_141,Mouse,Accessories,Islamabad,4,3000,0.13997263296144635,10320.328404462643
2024-04-07 16:38:41.744348870,Customer_161,Tablet,Electronics,KPK,3,60000,0.12160125888404455,158111.77340087199
2024-04-07 20:08:58.667733547,Customer_32,Laptop,Electronics,Islamabad,5,150000,0.12623320102235003,655325.0992332374
2024-04-07 23:39:15.591118224,Customer_824,Monitor,Electronics,Sindh,4,45000,0.044102977606971544,172061.46403074512
2024-04-08 03:09:32.514502901,Customer_152,Monitor,Electronics,Balochistan,5,45000,0.20318322607616984,179283.77413286178
2024-04-08 06:39:49.437887578,Customer_859,Monitor,Electronics,KPK,2,45000,0.13544007998525384,77810.39280132715
2024-04-08 10:10:06.361272255,Customer_260,Keyboard,Accessories,Punjab,2,5000,0.03276996542617577,9672.300345738242
2024-04-08 13:40:23.284656931,Customer_728,Mouse,Accessories,Islamabad,1,3000,0.19153927539569449,2425.3821738129163
2024-04-08 17:10:40.208041608,Customer_279,Keyboard,Accessories,Sindh,1,5000,0.2331109945943377,3834.4450270283114
2024-04-08 20:40:57.131426285,Customer_285,Smartwatch,Wearables,Sindh,2,25000,0.23682672480924052,38158.66375953797
2024-04-09 00:11:14.054810962,Customer_610,Smartphone,Electronics,Balochistan,5,90000,0.09225443310279319,408485.50510374305
2024-04-09 03:41:30.978195639,Customer_917,Smartphone,Electronics,Sindh,2,90000,0.03387921839018851,173901.74068976607
2024-04-09 07:11:47.901580316,Customer_542,Smartwatch,Wearables,Islamabad,1,25000,0.1295999066582663,21760.002333543343
2024-04-09 10:42:04.824964993,Customer_602,Mouse,Accessories,Islamabad,2,3000,0.02815230733730517,5831.08615597617
2024-04-09 14:12:21.748349670,Customer_148,Tablet,Electronics,Sindh,2,60000,0.2334968546281543,91980.37744462148
2024-04-09 17:42:38.671734347,Customer_656,Keyboard,Accessories,Islamabad,5,5000,0.0458949068387865,23852.627329030336
2024-04-09 21:12:55.595119024,Customer_67,Laptop,Electronics,Islamabad,4,150000,0.06319146498779102,562085.1210073254
2024-04-10 00:43:12.518503701,Customer_945,Monitor,Electronics,Punjab,1,45000,0.10165913172124261,40425.339072544084
2024-04-10 04:13:29.441888378,Customer_869,Monitor,Electronics,KPK,5,45000,0.09579111713978145,203446.9986435492
2024-04-10 07:43:46.365273055,Customer_570,Mouse,Accessories,Islamabad,2,3000,0.19866572309947225,4808.005661403166
2024-04-10 11:14:03.288657732,Customer_1000,Tablet,Electronics,Islamabad,2,60000,0.11407920513774059,106310.49538347112
2024-04-10 14:44:20.212042409,Customer_940,Smartphone,Electronics,Balochistan,4,90000,0.04269206500083422,344630.8565996997
2024-04-10 18:14:37.135427086,Customer_793,Smartphone,Electronics,KPK,1,90000,0.06680247387151853,83987.77735156333
2024-04-10 21:44:54.058811762,Customer_279,Monitor,Electronics,KPK,1,45000,0.1272783462968805,39272.474416640376
2024-04-11 01:15:10.982196439,Customer_748,Mouse,Accessories,KPK,3,3000,0.036863479356533724,8668.228685791197
2024-04-11 04:45:27.905581116,Customer_443,Keyboard,Accessories,Sindh,1,5000,0.15291391891150352,4235.430405442482
2024-04-11 08:15:44.828965793,Customer_897,Smartphone,Electronics,Punjab,4,90000,0.14143682663778648,309082.74241039687
2024-04-11 11:46:01.752350470,Customer_865,Keyboard,Accessories,Punjab,3,5000,0.17867557909556442,12319.866313566534
2024-04-11 15:16:18.675735147,Customer_399,Tablet,Electronics,Balochistan,3,60000,0.23442615384484192,137803.29230792847
2024-04-11 18:46:35.599119824,Customer_128,Smartphone,Electronics,KPK,2,90000,0.22806364027528891,138948.544750448
2024-04-11 22:16:52.522504501,Customer_337,Smartphone,Electronics,KPK,2,90000,0.23651890451720783,137426.5971869026
2024-04-12 01:47:09.445889178,Customer_482,Headphones,Accessories,Islamabad,1,8000,0.061178899255925234,7510.568805952598
2024-04-12 05:17:26.369273855,Customer_721,Smartphone,Electronics,Sindh,3,90000,0.032891326659838654,261119.34180184358
2024-04-12 08:47:43.292658532,Customer_948,Smartwatch,Wearables,Sindh,2,25000,0.07556917512411213,46221.541243794396
2024-04-12 12:18:00.216043209,Customer_186,Laptop,Electronics,Balochistan,4,150000,0.22377129319157865,465737.22408505285
2024-04-12 15:48:17.139427886,Customer_169,Smartwatch,Wearables,Punjab,2,25000,0.24301336865587206,37849.3315672064
2024-04-12 19:18:34.062812563,Customer_684,Mouse,Accessories,KPK,2,3000,0.214831237767619,4711.012573394286
2024-04-12 22:48:50.986197240,Customer_260,Mouse,Accessories,Balochistan,3,3000,0.0275044302818859,8752.460127463028
2024-04-13 02:19:07.909581916,Customer_717,Keyboard,Accessories,Sindh,3,5000,0.2368569995149483,11447.145007275774
2024-04-13 05:49:24.832966593,Customer_964,Smartwatch,Wearables,Sindh,5,25000,0.1058395068376965,111770.06164528793
2024-04-13 09:19:41.756351270,Customer_647,Smartwatch,Wearables,Sindh,4,25000,0.0023275726905884198,99767.24273094116
2024-04-13 12:49:58.679735947,Customer_558,Smartwatch,Wearables,KPK,3,25000,0.1105984351870484,66705.11736097137
2024-04-13 16:20:15.603120624,Customer_507,Tablet,Electronics,KPK,1,60000,0.011517292418866898,59308.962454867986
2024-04-13 19:50:32.526505301,Customer_521,Smartphone,Electronics,KPK,4,90000,0.1359694802902794,311050.98709549947
2024-04-13 23:20:49.449889978,Customer_471,Laptop,Electronics,Islamabad,4,150000,0.08463850685926283,549216.8958844424
2024-04-14 02:51:06.373274655,Customer_161,Keyboard,Accessories,Punjab,3,5000,0.11835873339851219,13224.618999022317
2024-04-14 06:21:23.296659332,Customer_289,Smartwatch,Wearables,Sindh,4,25000,0.15329259018577926,84670.74098142207
2024-04-14 09:51:40.220044008,Customer_340,Smartwatch,Wearables,Sindh,3,25000,0.21720027395445507,58709.97945341587
2024-04-14 13:21:57.143428686,Customer_900,Headphones,Accessories,Islamabad,2,8000,0.16547539411798215,13352.393694112285
2024-04-14 16:52:14.066813362,Customer_833,Keyboard,Accessories,Sindh,5,5000,0.10851221711954517,22287.19457201137
2024-04-14 20:22:30.990198040,Customer_502,Smartwatch,Wearables,Sindh,2,25000,0.20485696341759127,39757.151829120434
2024-04-14 23:52:47.913582716,Customer_106,Keyboard,Accessories,KPK,3,5000,0.22639553439328305,11604.066984100753
2024-04-15 03:23:04.836967394,Customer_802,Smartphone,Electronics,KPK,3,90000,0.029939991608049304,261916.2022658267
2024-04-15 06:53:21.760352070,Customer_475,Headphones,Accessories,Punjab,2,8000,0.13298324438819786,13872.268089788835
2024-04-15 10:23:38.683736748,Customer_853,Keyboard,Accessories,Sindh,1,5000,0.07112798993561104,4644.360050321945
2024-04-15 13:53:55.607121424,Customer_600,Laptop,Electronics,Balochistan,1,150000,0.01176529946923685,148235.20507961448
2024-04-15 17:24:12.530506102,Customer_463,Laptop,Electronics,Sindh,1,150000,0.16713667377849634,124929.49893322556
2024-04-15 20:54:29.453890778,Customer_483,Mouse,Accessories,Sindh,3,3000,0.2156926943648064,7058.765750716742
2024-04-16 00:24:46.377275456,Customer_704,Headphones,Accessories,Punjab,4,8000,0.04072566361934851,30696.77876418085
2024-04-16 03:55:03.300660132,Customer_153,Headphones,Accessories,Balochistan,3,8000,0.20310341440597512,19125.518054256598
2024-04-16 07:25:20.224044810,Customer_823,Mouse,Accessories,Sindh,4,3000,0.2133489333842354,9439.812799389174
2024-04-16 10:55:37.147429486,Customer_649,Keyboard,Accessories,Balochistan,2,5000,0.22858511066662088,7714.1488933337905
2024-04-16 14:25:54.070814162,Customer_785,Headphones,Accessories,KPK,5,8000,0.0663212722715131,37347.14910913948
2024-04-16 17:56:10.994198840,Customer_149,Laptop,Electronics,KPK,4,150000,0.22598826629747232,464407.04022151657
2024-04-16 21:26:27.917583516,Customer_188,Laptop,Electronics,Balochistan,1,150000,0.08016568868410806,137975.1466973838
2024-04-17 00:56:44.840968194,Customer_653,Smartwatch,Wearables,Sindh,3,25000,0.1380845033638757,64643.662247709326
2024-04-17 04:27:01.764352870,Customer_131,Smartphone,Electronics,Balochistan,2,90000,0.012626867708070533,177727.1638125473
2024-04-17 07:57:18.687737548,Customer_452,Headphones,Accessories,Balochistan,1,8000,0.010970272092185901,7912.237823262512
2024-04-17 11:27:35.611122224,Customer_516,Keyboard,Accessories,KPK,2,5000,0.18009330318305072,8199.066968169493
2024-04-17 14:57:52.534506902,Customer_491,Mouse,Accessories,Balochistan,5,3000,0.11111999449444776,13333.200082583284
2024-04-17 18:28:09.457891578,Customer_476,Mouse,Accessories,Islamabad,3,3000,0.06407309384230439,8423.342155419261
2024-04-17 21:58:26.381276256,Customer_263,Keyboard,Accessories,Islamabad,3,5000,0.04760337400622755,14285.949389906586
2024-04-18 01:28:43.304660932,Customer_538,Tablet,Electronics,KPK,5,60000,0.16748837271480452,249753.48818555864
2024-04-18 04:59:00.228045610,Customer_459,Monitor,Electronics,Sindh,3,45000,0.00010038600633496819,134986.44788914477
2024-04-18 08:29:17.151430286,Customer_536,Smartphone,Electronics,Sindh,4,90000,0.20147279229921355,287469.7947722831
2024-04-18 11:59:34.074814964,Customer_778,Mouse,Accessories,KPK,2,3000,0.019812401532482204,5881.125590805107
2024-04-18 15:29:50.998199640,Customer_741,Headphones,Accessories,Sindh,1,8000,0.04787240372702986,7617.020770183762
2024-04-18 19:00:07.921584316,Customer_781,Smartphone,Electronics,Punjab,5,90000,0.0965590988247724,406548.4055288524
2024-04-18 22:30:24.844968994,Customer_637,Headphones,Accessories,Islamabad,4,8000,0.1212146849290259,28121.13008227117
2024-04-19 02:00:41.768353670,Customer_684,Tablet,Electronics,Punjab,1,60000,0.08874877895348546,54675.07326279087
2024-04-19 05:30:58.691738348,Customer_746,Laptop,Electronics,Punjab,1,150000,0.08017804124607347,137973.29381308897
2024-04-19 09:01:15.615123024,Customer_295,Smartphone,Electronics,Punjab,5,90000,0.2409790030182971,341559.4486417663
2024-04-19 12:31:32.538507702,Customer_915,Smartwatch,Wearables,KPK,4,25000,0.16039492031084857,83960.50796891515
2024-04-19 16:01:49.461892378,Customer_435,Mouse,Accessories,Punjab,1,3000,0.005858238841847052,2982.425283474459
2024-04-19 19:32:06.385277056,Customer_275,Smartphone,Electronics,Balochistan,1,90000,0.1075439771110783,80321.04206000295
2024-04-19 23:02:23.308661732,Customer_588,Smartphone,Electronics,Sindh,4,90000,0.21875217493599255,281249.2170230427
2024-04-20 02:32:40.232046410,Customer_308,Smartphone,Electronics,KPK,3,90000,0.07536404660266699,249651.7074172799
2024-04-20 06:02:57.155431086,Customer_726,Monitor,Electronics,Balochistan,1,45000,0.02363908619359706,43936.24112128813
2024-04-20 09:33:14.078815764,Customer_943,Smartphone,Electronics,Balochistan,2,90000,0.18959619289747945,145872.68527845372
2024-04-20 13:03:31.002200440,Customer_997,Headphones,Accessories,Islamabad,4,8000,0.15150345798402032,27151.88934451135
2024-04-20 16:33:47.925585118,Customer_376,Laptop,Electronics,Islamabad,1,150000,0.14257812695662597,128613.2809565061
2024-04-20 20:04:04.848969794,Customer_158,Tablet,Electronics,Balochistan,5,60000,0.013394139901851981,295981.7580294444
2024-04-20 23:34:21.772354472,Customer_814,Keyboard,Accessories,Islamabad,2,5000,0.03512475244887933,9648.752475511206
2024-04-21 03:04:38.695739148,Customer_204,Smartphone,Electronics,Sindh,1,90000,0.15563734905327845,75992.63858520494
2024-04-21 06:34:55.619123824,Customer_989,Mouse,Accessories,Sindh,2,3000,0.05195596036470895,5688.264237811746
2024-04-21 10:05:12.542508502,Customer_661,Smartphone,Electronics,Islamabad,2,90000,0.12601751993710608,157316.8464113209
2024-04-21 13:35:29.465893178,Customer_75,Mouse,Accessories,Punjab,3,3000,0.13622042150734837,7774.016206433865
2024-04-21 17:05:46.389277856,Customer_380,Headphones,Accessories,Balochistan,2,8000,0.07087679756773485,14865.971238916241
2024-04-21 20:36:03.312662532,Customer_741,Mouse,Accessories,Sindh,3,3000,0.23710628888537322,6866.043400031641
2024-04-22 00:06:20.236047210,Customer_304,Smartwatch,Wearables,Islamabad,4,25000,0.2106160267088938,78938.39732911062
2024-04-22 03:36:37.159431886,Customer_62,Keyboard,Accessories,Islamabad,3,5000,0.18059337690819963,12291.099346377005
2024-04-22 07:06:54.082816564,Customer_570,Laptop,Electronics,Sindh,5,150000,0.01949846660235227,735376.1500482358
2024-04-22 10:37:11.006201240,Customer_786,Mouse,Accessories,Sindh,1,3000,0.02653250482725486,2920.402485518235
2024-04-22 14:07:27.929585918,Customer_108,Mouse,Accessories,Punjab,4,3000,0.12319533646623892,10521.655962405133
2024-04-22 17:37:44.852970594,Customer_187,Laptop,Electronics,Islamabad,4,150000,0.04017833729774642,575892.9976213521
2024-04-22 21:08:01.776355272,Customer_987,Keyboard,Accessories,Islamabad,5,5000,0.24456636588236852,18885.84085294079
2024-04-23 00:38:18.699739948,Customer_229,Smartphone,Electronics,KPK,3,90000,0.03963005850685236,259299.88420314988
2024-04-23 04:08:35.623124626,Customer_48,Mouse,Accessories,Punjab,1,3000,0.1218669588659935,2634.3991234020195
2024-04-23 07:38:52.546509302,Customer_831,Laptop,Electronics,Sindh,3,150000,0.09103026421037635,409036.3811053306
2024-04-23 11:09:09.469893978,Customer_268,Smartwatch,Wearables,Sindh,2,25000,0.1598466053635245,42007.66973182378
2024-04-23 14:39:26.393278656,Customer_727,Smartwatch,Wearables,Balochistan,3,25000,0.03225910222235623,72580.56733332328
2024-04-23 18:09:43.316663332,Customer_802,Headphones,Accessories,Sindh,4,8000,0.10757910701059772,28557.468575660874
2024-04-23 21:40:00.240048010,Customer_254,Laptop,Electronics,Islamabad,1,150000,0.06867625820178591,139698.5612697321
2024-04-24 01:10:17.163432686,Customer_957,Headphones,Accessories,Sindh,3,8000,0.221937881167922,18673.490851969873
2024-04-24 04:40:34.086817364,Customer_870,Smartwatch,Wearables,Islamabad,1,25000,0.010146428033673771,24746.339299158153
2024-04-24 08:10:51.010202040,Customer_87,Keyboard,Accessories,Islamabad,1,5000,0.2284318735016148,3857.8406324919256
2024-04-24 11:41:07.933586718,Customer_181,Smartphone,Electronics,Punjab,2,90000,0.2082485346382501,142515.26376511497
2024-04-24 15:11:24.856971394,Customer_25,Laptop,Electronics,Sindh,2,150000,0.07439267911020386,277682.1962669388
2024-04-24 18:41:41.780356072,Customer_958,Tablet,Electronics,Punjab,4,60000,0.19732266366927617,192642.56071937372
2024-04-24 22:11:58.703740748,Customer_388,Smartwatch,Wearables,Islamabad,5,25000,0.00780339008468689,124024.57623941413
2024-04-25 01:42:15.627125426,Customer_222,Smartwatch,Wearables,Sindh,1,25000,0.2417163875733484,18957.09031066629
2024-04-25 05:12:32.550510102,Customer_990,Tablet,Electronics,Sindh,5,60000,0.13164873564744733,260505.3793057658
2024-04-25 08:42:49.473894780,Customer_397,Monitor,Electronics,Punjab,4,45000,0.07582025651636132,166352.35382705496
2024-04-25 12:13:06.397279456,Customer_938,Smartwatch,Wearables,Punjab,1,25000,0.09064580314866927,22733.85492128327
2024-04-25 15:43:23.320664132,Customer_511,Mouse,Accessories,Islamabad,1,3000,0.01660133836512434,2950.195984904627
2024-04-25 19:13:40.244048810,Customer_561,Keyboard,Accessories,Islamabad,5,5000,0.2473373785105098,18816.565537237257
2024-04-25 22:43:57.167433486,Customer_846,Laptop,Electronics,Sindh,3,150000,0.009822986287673113,445579.6561705471
2024-04-26 02:14:14.090818164,Customer_440,Tablet,Electronics,Sindh,2,60000,0.16372678078696476,100352.78630556422
2024-04-26 05:44:31.014202840,Customer_175,Mouse,Accessories,KPK,3,3000,0.11068398192661458,8003.844162660469
2024-04-26 09:14:47.937587518,Customer_904,Tablet,Electronics,KPK,5,60000,0.23722905454717877,228831.28363584637
2024-04-26 12:45:04.860972194,Customer_311,Laptop,Electronics,Balochistan,2,150000,0.06149993507669879,281550.01947699033
2024-04-26 16:15:21.784356872,Customer_984,Headphones,Accessories,Islamabad,3,8000,0.13302170598450283,20807.479056371933
2024-04-26 19:45:38.707741548,Customer_274,Laptop,Electronics,Balochistan,2,150000,0.12058905214568824,263823.2843562935
2024-04-26 23:15:55.631126226,Customer_35,Monitor,Electronics,Balochistan,1,45000,0.17571661101252534,37092.75250443636
2024-04-27 02:46:12.554510902,Customer_217,Laptop,Electronics,Punjab,3,150000,0.017002557988105127,442348.8489053527
2024-04-27 06:16:29.477895580,Customer_721,Laptop,Electronics,Punjab,2,150000,0.04844728250583871,285465.8152482484
2024-04-27 09:46:46.401280256,Customer_672,Monitor,Electronics,KPK,2,45000,0.05364120502321246,85172.29154791088
2024-04-27 13:17:03.324664934,Customer_408,Keyboard,Accessories,Balochistan,2,5000,0.18453768871042242,8154.623112895776
2024-04-27 16:47:20.248049610,Customer_519,Smartwatch,Wearables,KPK,3,25000,0.04728467408168502,71453.64944387363
2024-04-27 20:17:37.171434286,Customer_269,Laptop,Electronics,Islamabad,4,150000,0.14337294097274417,513976.23541635345
2024-04-27 23:47:54.094818964,Customer_638,Monitor,Electronics,Sindh,3,45000,0.053810955125238424,127735.52105809283
2024-04-28 03:18:11.018203640,Customer_475,Mouse,Accessories,Punjab,5,3000,0.2154062375209946,11768.90643718508
2024-04-28 06:48:27.941588318,Customer_880,Headphones,Accessories,Islamabad,3,8000,0.23554636362240963,18346.88727306217
2024-04-28 10:18:44.864972994,Customer_325,Headphones,Accessories,Islamabad,2,8000,0.1296232437355601,13926.028100231038
2024-04-28 13:49:01.788357672,Customer_356,Laptop,Electronics,Punjab,1,150000,0.08807722105229457,136788.41684215583
2024-04-28 17:19:18.711742348,Customer_90,Keyboard,Accessories,Punjab,3,5000,0.058514443754374784,14122.28334368438
2024-04-28 20:49:35.635127026,Customer_42,Keyboard,Accessories,Balochistan,3,5000,0.012445250380760942,14813.321244288585
2024-04-29 00:19:52.558511702,Customer_365,Mouse,Accessories,KPK,2,3000,0.06712501904937385,5597.249885703757
2024-04-29 03:50:09.481896380,Customer_671,Laptop,Electronics,Islamabad,1,150000,0.16355894498632947,125466.15825205058
2024-04-29 07:20:26.405281056,Customer_202,Headphones,Accessories,Balochistan,1,8000,0.1334042328273027,6932.766137381578
2024-04-29 10:50:43.328665734,Customer_366,Keyboard,Accessories,Balochistan,5,5000,0.23601031957023186,19099.7420107442
2024-04-29 14:21:00.252050410,Customer_794,Laptop,Electronics,Islamabad,3,150000,0.09906931562292515,405418.80796968366
2024-04-29 17:51:17.175435088,Customer_982,Tablet,Electronics,Islamabad,1,60000,0.17346583558209863,49592.049865074085
2024-04-29 21:21:34.098819764,Customer_844,Keyboard,Accessories,Sindh,1,5000,0.12233068686878035,4388.346565656098
2024-04-30 00:51:51.022204442,Customer_288,Monitor,Electronics,KPK,4,45000,0.1281440539810529,156934.0702834105
2024-04-30 04:22:07.945589118,Customer_603,Tablet,Electronics,Islamabad,4,60000,0.06694357865102937,223933.54112375295
2024-04-30 07:52:24.868973794,Customer_481,Smartwatch,Wearables,Punjab,1,25000,0.11373769421049992,22156.557644737502
2024-04-30 11:22:41.792358472,Customer_637,Keyboard,Accessories,Sindh,5,5000,0.11769624925317682,22057.59376867058
2024-04-30 14:52:58.715743148,Customer_501,Headphones,Accessories,KPK,1,8000,0.17666063043723348,6586.714956502133
2024-04-30 18:23:15.639127826,Customer_638,Smartphone,Electronics,Punjab,2,90000,0.23515999979652846,137671.20003662488
2024-04-30 21:53:32.562512502,Customer_52,Tablet,Electronics,Punjab,3,60000,0.08233031937062607,165180.5425132873
2024-05-01 01:23:49.485897180,Customer_916,Smartwatch,Wearables,KPK,5,25000,0.010550117145324611,123681.23535683443
2024-05-01 04:54:06.409281856,Customer_103,Mouse,Accessories,Sindh,2,3000,0.12407378137515993,5255.55731174904
2024-05-01 08:24:23.332666534,Customer_361,Mouse,Accessories,Punjab,5,3000,0.13611533303729215,12958.270004440617
2024-05-01 11:54:40.256051210,Customer_424,Headphones,Accessories,Balochistan,2,8000,0.04211013778297881,15326.23779547234
2024-05-01 15:24:57.179435888,Customer_699,Keyboard,Accessories,KPK,3,5000,0.19011615156901668,12148.25772646475
2024-05-01 18:55:14.102820564,Customer_205,Laptop,Electronics,KPK,3,150000,0.2462322771103729,339195.4753003322
2024-05-01 22:25:31.026205242,Customer_14,Keyboard,Accessories,Islamabad,4,5000,0.23644367925211524,15271.126414957696
2024-05-02 01:55:47.949589918,Customer_940,Headphones,Accessories,Sindh,2,8000,0.049276509705913046,15211.575844705392
2024-05-02 05:26:04.872974596,Customer_616,Mouse,Accessories,Balochistan,4,3000,0.21884080997519018,9373.910280297718
2024-05-02 08:56:21.796359272,Customer_629,Keyboard,Accessories,Balochistan,2,5000,0.17612340910292118,8238.765908970789
2024-05-02 12:26:38.719743948,Customer_470,Mouse,Accessories,Islamabad,4,3000,0.1134616409517279,10638.460308579264
2024-05-02 15:56:55.643128626,Customer_466,Tablet,Electronics,Punjab,3,60000,0.13515274858118226,155672.5052553872
2024-05-02 19:27:12.566513302,Customer_304,Smartwatch,Wearables,Punjab,5,25000,0.21240004374561453,98449.99453179819
2024-05-02 22:57:29.489897980,Customer_605,Laptop,Electronics,Balochistan,4,150000,0.12003373490959329,527979.759054244
2024-05-03 02:27:46.413282656,Customer_427,Tablet,Electronics,Sindh,2,60000,0.09330184227628172,108803.7789268462
2024-05-03 05:58:03.336667334,Customer_656,Mouse,Accessories,Punjab,2,3000,0.12331187325649645,5260.128760461022
2024-05-03 09:28:20.260052010,Customer_110,Mouse,Accessories,KPK,3,3000,0.14478245100876228,7696.957940921139
2024-05-03 12:58:37.183436688,Customer_675,Smartphone,Electronics,Islamabad,2,90000,0.04726941344458721,171491.5055799743
2024-05-03 16:28:54.106821364,Customer_565,Smartphone,Electronics,Sindh,1,90000,0.22522693256674767,69729.57606899271
2024-05-03 19:59:11.030206042,Customer_930,Tablet,Electronics,Punjab,5,60000,0.16854673720740346,249435.97883777897
2024-05-03 23:29:27.953590718,Customer_515,Monitor,Electronics,Balochistan,4,45000,0.15831722933437223,151502.898719813
2024-05-04 02:59:44.876975396,Customer_68,Tablet,Electronics,Islamabad,5,60000,0.024874056545159534,292537.78303645214
2024-05-04 06:30:01.800360072,Customer_246,Smartphone,Electronics,Punjab,3,90000,0.15104348454314795,229218.25917335006
2024-05-04 10:00:18.723744750,Customer_389,Mouse,Accessories,Balochistan,4,3000,0.030240165559623083,11637.118013284524
2024-05-04 13:30:35.647129426,Customer_650,Headphones,Accessories,Punjab,4,8000,0.019674418798849763,31370.418598436805
2024-05-04 17:00:52.570514102,Customer_308,Tablet,Electronics,Islamabad,1,60000,0.13182772391059833,52090.3365653641
2024-05-04 20:31:09.493898780,Customer_925,Mouse,Accessories,KPK,3,3000,0.10069638351162374,8093.732548395386
2024-05-05 00:01:26.417283456,Customer_352,Headphones,Accessories,KPK,2,8000,0.1472025675390558,13644.758919375106
2024-05-05 03:31:43.340668134,Customer_799,Headphones,Accessories,Balochistan,1,8000,0.02230554201430965,7821.555663885522
2024-05-05 07:02:00.264052810,Customer_66,Smartphone,Electronics,KPK,1,90000,0.1077457657118146,80302.8810859367
2024-05-05 10:32:17.187437488,Customer_460,Tablet,Electronics,Islamabad,5,60000,0.04369667876128949,286890.9963716132
