transaction_id,customer_id,order_date,product,category,region,payment_method,quantity,unit_price,discount,revenue,customer_age,customer_gender,customer_type,rating,shipping_cost,year,month,month_name,day_of_week,quarter,year_week,gross_revenue,discount_amount,estimated_profit,discount_group
101502,1364,2024-03-14 01:17:05.588372558,Laptop,Electronics,North,Card,4.0,1283.959302193303,0.0633225690559857,4810.62280246037,19.0,Male,New,3.7314782808298985,28.06415809739095,2024,3,March,Thursday,1,11,5135.837208773212,325.2144063128426,1924.249120984148,5-10%
101503,1039,2024-03-14 02:27:10.668711248,Mouse,Accessories,North,Bank Transfer,1.0,43.990099343199525,0.2910312160855609,31.18760723562354,38.0,Female,Returning,1.6336497674743389,26.555327993178715,2024,3,March,Thursday,1,11,43.990099343199525,12.80249210757599,12.475042894249416,20-30%
101504,3545,2024-03-14 03:37:15.749049937,Smartphone,Electronics,North,Card,2.0,917.3516304431488,0.0627006096168175,1719.666247962764,29.0,Female,New,4.729940460827536,35.9717186157869,2024,3,March,Thursday,1,11,1834.7032608862976,115.03701292353382,687.8664991851056,5-10%
101505,2373,2024-03-14 04:47:20.829388626,Headphones,Accessories,North,Bank Transfer,6.0,120.15175953710876,0.0265545801821868,701.7670800266986,30.0,Female,Returning,2.312578165972282,26.618031712024035,2024,3,March,Thursday,1,11,720.9105572226525,19.143477195953892,280.7068320106795,0-5%
101506,1921,2024-03-14 05:57:25.909727315,Mouse,Accessories,South,Card,3.0,45.6960636565558,0.2045657022043612,109.04464892003185,18.0,Female,Returning,4.910136799709534,35.845113810355535,2024,3,March,Thursday,1,11,137.0881909696674,28.043542049635583,43.61785956801274,20-30%
101507,3770,2024-03-14 07:07:30.990066005,Keyboard,Accessories,West,Card,4.0,62.635713681219016,0.1619388048303527,209.97024427194492,35.0,Female,Returning,2.407939258559232,47.4836567323851,2024,3,March,Thursday,1,11,250.54285472487607,40.572610452931116,83.98809770877797,10-20%
101508,1016,2024-03-14 08:17:36.070404694,Mouse,Accessories,North,Card,5.0,44.03496404202983,0.0718995084007749,204.3443588748104,31.0,Female,New,1.643093631441059,18.41728359627286,2024,3,March,Thursday,1,11,220.17482021014914,15.830461335338722,81.73774354992418,5-10%
101509,1493,2024-03-14 09:27:41.150743383,Tablet,Electronics,East,Card,4.0,478.9703007745213,0.2784833523138209,1382.3401830242942,48.0,Male,New,2.1533670385608734,6.232192254456322,2024,3,March,Thursday,1,11,1915.8812030980853,533.5410200737911,552.9360732097177,20-30%
101510,2450,2024-03-14 10:37:46.231082072,Keyboard,Accessories,North,Card,1.0,67.16105734986054,0.1212719635848928,59.01630404860535,41.0,Male,Returning,4.258056121721222,29.2152398749105,2024,3,March,Thursday,1,11,67.16105734986054,8.144753301255184,23.60652161944214,10-20%
101511,2132,2024-03-14 11:47:51.311420762,Smartphone,Electronics,West,Cash,4.0,744.4754013328941,0.1208719770650889,2617.9567507898464,29.0,Female,New,2.232642686900008,17.646662941987238,2024,3,March,Thursday,1,11,2977.9016053315763,359.9448545417297,1047.1827003159385,10-20%
101512,3942,2024-03-14 12:57:56.391759451,Monitor,Electronics,South,Online,3.0,270.60694755031324,0.189547755649583,657.9420239369008,69.0,Female,Returning,3.3918074732211543,28.75601384120887,2024,3,March,Thursday,1,11,811.8208426509398,153.8788187140389,263.17680957476034,10-20%
101513,1311,2024-03-14 14:08:01.472098140,Tablet,Electronics,West,Online,5.0,491.332423136542,0.069238513419312,2286.566482819297,42.0,Female,New,3.783477703976833,33.01634020256526,2024,3,March,Thursday,1,11,2456.66211568271,170.09563286341273,914.6265931277189,5-10%
101514,1739,2024-03-14 15:18:06.552436829,Laptop,Electronics,West,Card,7.0,,0.1760542516444942,7932.918910954985,53.0,Female,Returning,2.2175490881185347,30.76776991427525,2024,3,March,Thursday,1,11,,,3173.1675643819945,10-20%
101515,1546,2024-03-14 16:28:11.632775519,Smartwatch,Wearables,West,Online,5.0,237.24302832629616,0.1091955442935536,1056.6857335917764,31.0,Male,New,3.655176178868511,33.90254637393264,2024,3,March,Thursday,1,11,1186.2151416314807,129.52940803970432,422.67429343671057,10-20%
101516,3462,2024-03-14 17:38:16.713114208,Smartwatch,Wearables,North,Card,1.0,247.081132631864,0.2085026502576586,195.5640616494563,35.0,Male,Returning,1.6178841284531198,22.443815784276524,2024,3,March,Thursday,1,11,247.081132631864,51.517070982407695,78.22562465978253,20-30%
101517,1251,2024-03-14 18:48:21.793452897,Tablet,Electronics,North,Bank Transfer,3.0,459.275653651771,0.0743122406599322,1275.437552245059,41.0,Male,Returning,3.5212098301531465,28.290274550698367,2024,3,March,Thursday,1,11,1377.826960955313,102.38940871025423,510.1750208980236,5-10%
101518,1759,2024-03-14 19:58:26.873791586,Monitor,Electronics,West,Cash,1.0,285.34081538728697,0.0556385767703535,269.4648585246461,43.0,Male,Returning,3.6194181605158406,26.15145909161332,2024,3,March,Thursday,1,11,285.34081538728697,15.87595686264083,107.78594340985845,5-10%
101519,2805,2024-03-14 21:08:31.954130276,Camera,Electronics,South,Bank Transfer,1.0,779.888119052262,0.0749441290872277,721.4400831844141,47.0,Male,New,1.130845782771079,15.61122217792136,2024,3,March,Thursday,1,11,779.888119052262,58.44803586784793,288.57603327376563,5-10%
101520,2298,2024-03-14 22:18:37.034468965,Smartwatch,Wearables,North,Bank Transfer,1.0,284.2025921966571,0.2807804479681632,204.40406104596653,21.0,Female,Returning,2.176397579230257,26.956427899422746,2024,3,March,Thursday,1,11,284.2025921966571,79.7985311506906,81.76162441838662,20-30%
101521,2632,2024-03-14 23:28:42.114807654,Tablet,Electronics,South,Card,4.0,501.47033102656127,0.2547686778456255,1494.8455912484644,57.0,Male,Returning,1.0243005990704526,44.09425399093668,2024,3,March,Thursday,1,11,2005.881324106245,511.0357328577807,597.9382364993858,20-30%
101522,2915,2024-03-15 00:38:47.195146343,Smartphone,Electronics,North,Bank Transfer,2.0,855.9082767452308,0.248669518249844,1286.1399558018802,46.0,Female,New,4.169767713088248,19.63483220268064,2024,3,March,Friday,1,11,1711.8165534904615,425.6765976885814,514.4559823207521,20-30%
101523,1814,2024-03-15 01:48:52.275485033,Printer,Office,South,Cash,4.0,220.8771087319276,0.2342083989019223,676.5833389669482,35.0,Female,Returning,2.786443954486011,33.64073734601175,2024,3,March,Friday,1,11,883.5084349277104,206.92509596076226,270.6333355867793,20-30%
101524,1029,2024-03-15 02:58:57.355823722,Monitor,Electronics,North,Bank Transfer,3.0,324.317718844438,0.1910852166836415,787.0361917941127,21.0,Female,Returning,2.7072177489816567,10.081501984005246,2024,3,March,Friday,1,11,972.953156533314,185.91696473920126,314.8144767176451,10-20%
101525,1958,2024-03-15 04:09:02.436162411,Monitor,Electronics,West,Cash,6.0,303.06813696717046,0.0295197671667398,1764.729816769452,50.0,Male,Returning,2.827535278529388,6.943778915369043,2024,3,March,Friday,1,11,1818.4088218030229,53.67900503357088,705.8919267077808,0-5%
101526,3033,2024-03-15 05:19:07.516501100,Camera,Electronics,East,Cash,1.0,954.4170636702898,0.0973955757340341,861.4610642637357,55.0,Female,Returning,2.6171504722339165,49.223725713169465,2024,3,March,Friday,1,11,954.4170636702898,92.95599940655416,344.5844257054943,5-10%
101527,1477,2024-03-15 06:29:12.596839790,Keyboard,Accessories,East,Card,1.0,73.88082097453788,0.1685606156361423,61.42742430736616,62.0,Female,New,1.6585788790352236,18.344585905404116,2024,3,March,Friday,1,11,73.88082097453788,12.45339666717172,24.570969722946465,10-20%
101528,1318,2024-03-15 07:39:17.677178479,Headphones,Accessories,South,Cash,2.0,121.2082668056808,0.0317249180331615,234.725888952658,43.0,Male,New,3.647895950281445,42.13132375509949,2024,3,March,Friday,1,11,242.4165336113616,7.690644658703586,93.8903555810632,0-5%
101529,1245,2024-03-15 08:49:22.757517168,Smartwatch,Wearables,South,Bank Transfer,5.0,229.7940325101533,0.0090349155917238,1138.589314114711,68.0,Female,New,4.669322712903217,45.86196038780183,2024,3,March,Friday,1,11,1148.9701625507664,10.380848436055349,455.4357256458844,0-5%
101530,1748,2024-03-15 09:59:27.837855857,Headphones,Accessories,West,Card,1.0,109.62651996894732,0.0280285651635101,106.55384591034884,29.0,Female,New,4.946781421233834,21.908545232806944,2024,3,March,Friday,1,11,109.62651996894732,3.0726740585984813,42.62153836413954,0-5%
101531,1697,2024-03-15 11:09:32.918194547,Headphones,Accessories,West,Cash,4.0,133.47498414365097,0.0324208935077929,516.5904235871013,39.0,Male,New,4.18745531945396,5.468813054727198,2024,3,March,Friday,1,11,533.8999365746039,17.309512987502615,206.63616943484055,0-5%
101532,1272,2024-03-15 12:19:37.998533236,Smartphone,Electronics,South,Cash,7.0,708.9647798257747,0.0328615166304555,4799.669853461859,43.0,Female,Returning,2.554908282636049,19.59427866438005,2024,3,March,Friday,1,11,4962.753458780423,163.08360531856343,1919.8679413847437,0-5%
101533,2772,2024-03-15 13:29:43.078871925,Laptop,Electronics,East,Online,1.0,1221.3270189192233,0.0570516675045175,1151.6482759215603,31.0,Male,VIP,3.250920966627619,43.75318376299472,2024,3,March,Friday,1,11,1221.3270189192233,69.67874299766308,460.6593103686241,5-10%
101534,2263,2024-03-15 14:39:48.159210614,Headphones,Accessories,West,Card,3.0,120.09126085779614,0.1497289955821681,306.33035097408657,26.0,Male,Returning,1.0508039289915736,44.11957310123245,2024,3,March,Friday,1,11,360.2737825733884,53.94343159930186,122.53214038963463,10-20%
101535,3425,2024-03-15 15:49:53.239549304,Monitor,Electronics,South,Online,7.0,326.85600817740874,0.0856351930210706,2092.0594157892783,27.0,Female,VIP,2.423995599831844,46.337769555343954,2024,3,March,Friday,1,11,2287.9920572418614,195.93264145258323,836.8237663157114,5-10%
101536,1266,2024-03-15 16:59:58.319887993,Camera,Electronics,West,Cash,2.0,801.5560169508501,0.2580397503809329,1189.445404841036,24.0,Male,Returning,3.685305578665662,41.58900469138116,2024,3,March,Friday,1,11,1603.1120339017002,413.6666290606644,475.7781619364144,20-30%
101537,3974,2024-03-15 18:10:03.400226682,Camera,Electronics,West,Online,6.0,950.5705145793938,0.2628415742385211,4204.32638461575,58.0,Male,Returning,4.577985675451219,12.703059167902026,2024,3,March,Friday,1,11,5703.423087476363,1499.096702860614,1681.7305538463,20-30%
101538,1921,2024-03-15 19:20:08.480565371,Printer,Office,North,Bank Transfer,5.0,226.986175063752,0.2760749262677611,821.6049175961277,64.0,Male,Returning,1.4420390003474035,26.22701611532861,2024,3,March,Friday,1,11,1134.93087531876,313.3259577226322,328.6419670384511,20-30%
101539,1340,2024-03-15 20:30:13.560904060,Laptop,Electronics,West,Bank Transfer,6.0,1272.4307459679794,0.1413477414962369,6555.453202890201,37.0,Male,Returning,1.366838930377502,24.578869058352797,2024,3,March,Friday,1,11,7634.5844758078765,1079.131272917675,2622.181281156081,10-20%
101540,1389,2024-03-15 21:40:18.641242750,Keyboard,Accessories,South,Cash,3.0,72.54573937455248,0.2322125395061315,167.09912701211306,32.0,Female,Returning,1.6172469230545017,27.50173241840773,2024,3,March,Friday,1,11,217.63721812365745,50.53809111154436,66.83965080484522,20-30%
101541,3625,2024-03-15 22:50:23.721581439,Monitor,Electronics,West,Online,4.0,305.62926468714915,0.1772948445765922,1005.7710868255314,60.0,Female,New,1.5785007390580557,31.546091626288188,2024,3,March,Friday,1,11,1222.5170587485966,216.74597192306507,402.3084347302126,10-20%
101542,3051,2024-03-16 00:00:28.801920128,Monitor,Electronics,South,Online,6.0,338.3641423714231,0.0433117781879265,1942.253938141704,67.0,Male,Returning,4.138068715913882,21.83252598746005,2024,3,March,Saturday,1,11,2030.1848542285386,87.93091608683436,776.9015752566817,0-5%
101543,2166,2024-03-16 01:10:33.882258817,Printer,Office,North,Card,3.0,210.0113995218057,0.1907095803281594,509.8806409646181,51.0,Male,New,3.846617124614351,35.620367014149934,2024,3,March,Saturday,1,11,630.0341985654171,120.15355760079895,203.95225638584725,10-20%
101544,1376,2024-03-16 02:20:38.962597507,Mouse,Accessories,North,Bank Transfer,6.0,36.216251616538166,0.2511063107006244,162.73273371422246,69.0,Male,Returning,4.617967204868367,6.457372209600139,2024,3,March,Saturday,1,11,217.297509699229,54.56477598500654,65.09309348568898,20-30%
101545,3034,2024-03-16 03:30:44.042936196,Printer,Office,East,Bank Transfer,1.0,239.49680451297613,0.1043822030370864,214.49760043756928,68.0,Male,New,2.1758813427105603,37.69698832126932,2024,3,March,Saturday,1,11,239.49680451297613,24.999204075406862,85.79904017502771,10-20%
101546,3372,2024-03-16 04:40:49.123274885,Headphones,Accessories,North,Card,2.0,106.6688926747856,0.2240025980797071,165.54956716269638,41.0,Female,Returning,3.718375498632267,29.010989290630302,2024,3,March,Saturday,1,11,213.3377853495712,47.78821818687482,66.21982686507856,20-30%
101547,1146,2024-03-16 05:50:54.203613574,Tablet,Electronics,North,Bank Transfer,1.0,526.958391779422,0.2323551740189372,404.5168829567751,19.0,Female,New,2.458266235502552,11.971607560132664,2024,3,March,Saturday,1,11,526.958391779422,122.44150882264688,161.80675318271005,20-30%
101548,2982,2024-03-16 07:00:59.283952264,Camera,Electronics,South,Online,2.0,913.3812545794798,0.1930749977192031,1474.0603418695675,37.0,Male,VIP,1.550000416651729,31.365772785183097,2024,3,March,Saturday,1,11,1826.7625091589596,352.70216728939187,589.624136747827,10-20%
101549,1293,2024-03-16 08:11:04.364290953,Printer,Office,East,Online,4.0,187.0847019731391,0.2649822886628143,550.0422778819845,30.0,Female,Returning,4.144155073220094,7.889842117221223,2024,3,March,Saturday,1,11,748.3388078925564,198.29653001057173,220.01691115279382,20-30%
101550,1432,2024-03-16 09:21:09.444629642,Headphones,Accessories,North,Bank Transfer,3.0,110.6350409991736,0.0434464082090115,317.48503753710827,42.0,Male,VIP,3.50059330241766,34.36128773534202,2024,3,March,Saturday,1,11,331.9051229975208,14.420085460412459,126.99401501484331,0-5%
101551,1705,2024-03-16 10:31:14.524968331,Smartwatch,Wearables,West,Card,6.0,249.69279316977216,0.2530249923442024,1119.0856565375282,53.0,Female,Returning,3.812826961998365,30.347398483555715,2024,3,March,Saturday,1,11,1498.156759018633,379.0711024811047,447.63426261501127,20-30%
101552,3997,2024-03-16 11:41:19.605307021,Laptop,Electronics,East,Cash,2.0,1138.6973735738636,0.1832193206904738,1860.132028631267,20.0,Female,New,1.651731147731308,49.45184127951185,2024,3,March,Saturday,1,11,2277.3947471477272,417.2627185164599,744.0528114525068,10-20%
101553,2999,2024-03-16 12:51:24.685645710,Monitor,Electronics,North,Cash,3.0,293.4202598345479,0.256698689163113,654.2989912833583,64.0,Male,VIP,3.5803251940967367,12.353696911444423,2024,3,March,Saturday,1,11,880.2607795036437,225.96178822028537,261.71959651334333,20-30%
101554,3633,2024-03-16 14:01:29.765984399,Mouse,Accessories,East,Cash,7.0,41.21524045663279,0.1598032864225593,242.40236706676788,29.0,Male,New,2.237240846064348,45.147541102220416,2024,3,March,Saturday,1,11,288.50668319642955,46.10431612966161,96.96094682670716,10-20%
101555,1399,2024-03-16 15:11:34.846323088,Laptop,Electronics,North,Cash,6.0,1283.0971883589882,0.0983887608960605,6941.129075322769,50.0,Female,New,2.00620473331211,24.20175887740889,2024,3,March,Saturday,1,11,7698.583130153929,757.45405483116,2776.451630129108,5-10%
101556,3865,2024-03-16 16:21:39.926661778,Headphones,Accessories,South,Online,7.0,107.4434683865494,0.2691580969456717,549.6693223446832,45.0,Female,Returning,3.5988132440990706,9.699895204961129,2024,3,March,Saturday,1,11,752.1042787058458,202.43495636116253,219.8677289378733,20-30%
101557,1964,2024-03-16 17:31:45.007000467,Keyboard,Accessories,East,Cash,7.0,65.4411630061804,0.2632210779234338,337.5096867739132,28.0,Female,New,1.0972587965789402,39.49775636921671,2024,3,March,Saturday,1,11,458.0881410432628,120.5784542693496,135.00387470956528,20-30%
101558,3235,2024-03-16 18:41:50.087339156,Smartwatch,Wearables,East,Online,2.0,260.23678629109247,0.0803032970986815,478.67782865110553,34.0,Male,VIP,4.61703158269618,48.93993463706753,2024,3,March,Saturday,1,11,520.4735725821849,41.79574393107937,191.47113146044222,5-10%
101559,3042,2024-03-16 19:51:55.167677845,Headphones,Accessories,North,Online,1.0,123.18386396791466,0.2232324662984723,95.68522620618154,57.0,Female,New,1.650255066237733,39.92763992795837,2024,3,March,Saturday,1,11,123.18386396791466,27.498637761733104,38.274090482472616,20-30%
101560,2829,2024-03-16 21:02:00.248016535,Tablet,Electronics,East,Cash,2.0,535.5272259350871,0.0273884127238333,1041.719970492655,31.0,Male,New,2.67704957821229,33.277161974813936,2024,3,March,Saturday,1,11,1071.0544518701743,29.33448137751938,416.687988197062,0-5%
101561,3109,2024-03-16 22:12:05.328355224,Smartphone,Electronics,North,Cash,2.0,833.7223823668019,0.0257933802955703,1624.435727794972,48.0,Female,VIP,3.1754214273827364,8.618296053821165,2024,3,March,Saturday,1,11,1667.4447647336037,43.00903693863159,649.7742911179889,0-5%
101562,1939,2024-03-16 23:22:10.408693913,Headphones,Accessories,West,Cash,5.0,113.88541908195278,0.1534213364943343,482.0648293959111,22.0,Female,VIP,4.339493802286331,23.776386455655885,2024,3,March,Saturday,1,11,569.4270954097639,87.36226601385277,192.82593175836445,10-20%
101563,1710,2024-03-17 00:32:15.489032602,Printer,Office,East,Bank Transfer,6.0,219.94956479119853,0.0107284773030172,1305.539045265166,64.0,Female,Returning,1.8927776680092383,7.728382401942812,2024,3,March,Sunday,1,11,1319.697388747191,14.158343482025305,522.2156181060664,0-5%
101564,1807,2024-03-17 01:42:20.569371292,Headphones,Accessories,East,Bank Transfer,6.0,133.8507038605283,0.130125925718592,698.5995426755517,19.0,Male,Returning,4.691527221861961,21.719524253954724,2024,3,March,Sunday,1,11,803.1042231631699,104.50468048761817,279.43981707022067,10-20%
101565,2464,2024-03-17 02:52:25.649709981,Printer,Office,South,Card,7.0,199.28192557363084,0.2372242856461868,1064.051891960608,56.0,Female,Returning,2.1860665327389683,28.064604155405668,2024,3,March,Sunday,1,11,1394.973479015416,330.921587054808,425.6207567842432,20-30%
101566,2326,2024-03-17 04:02:30.730048670,Keyboard,Accessories,South,Online,4.0,67.41164063400689,0.2668421021093387,197.69350696235668,30.0,Male,Returning,3.1515834729344667,35.8886720936157,2024,3,March,Sunday,1,11,269.64656253602755,71.95305557367084,79.07740278494268,20-30%
101567,1011,2024-03-17 05:12:35.810387359,Monitor,Electronics,East,Cash,6.0,330.755592074557,0.0764344296864713,1832.8468621723628,37.0,Male,New,1.6764907204508153,17.795283909551824,2024,3,March,Sunday,1,11,1984.5335524473421,151.68669027497947,733.1387448689452,5-10%
101568,2086,2024-03-17 06:22:40.890726049,Camera,Electronics,South,Bank Transfer,1.0,863.3324395069842,0.0230940800021097,843.3945710805933,28.0,Female,New,3.489499743051325,46.55771079619401,2024,3,March,Sunday,1,11,863.3324395069842,19.93786842639083,337.35782843223734,0-5%
101569,2869,2024-03-17 07:32:45.971064738,Smartphone,Electronics,East,Card,1.0,778.9340325796621,0.1891963174939799,631.5625820448543,31.0,Male,New,1.6268855376898914,27.425704896307018,2024,3,March,Sunday,1,11,778.9340325796621,147.37145053480782,252.6250328179417,10-20%
101570,3274,2024-03-17 08:42:51.051403427,Keyboard,Accessories,North,Online,3.0,66.20367971859814,0.0794498523252509,182.83142142470192,59.0,Male,Returning,1.336612102674894,26.079305284042,2024,3,March,Sunday,1,11,198.6110391557944,15.779617731092488,73.13256856988077,5-10%
101571,3612,2024-03-17 09:52:56.131742116,Printer,Office,East,Online,2.0,246.3686848175482,0.0070344537637989,489.2712313907024,21.0,Female,VIP,2.966591658483005,10.501795177113342,2024,3,March,Sunday,1,11,492.7373696350964,3.466138244393974,195.70849255628096,0-5%
101572,1772,2024-03-17 11:03:01.212080806,Camera,Electronics,East,Online,2.0,944.1021340332884,0.0393593937526607,1813.8856927942895,69.0,Female,Returning,3.790366334144526,32.697763124007594,2024,3,March,Sunday,1,11,1888.2042680665768,74.31857527228689,725.5542771177159,0-5%
101573,2595,2024-03-17 12:13:06.292419495,Tablet,Electronics,West,Bank Transfer,6.0,456.3168395062988,0.2815067245102852,1967.1634840679703,64.0,Female,New,1.7466712048188515,21.34886706667596,2024,3,March,Sunday,1,11,2737.901037037793,770.7375529698221,786.8653936271882,20-30%
101574,2608,2024-03-17 13:23:11.372758184,Laptop,Electronics,South,Cash,2.0,1289.868315384658,0.2625228934801717,1902.4967060429656,20.0,Female,VIP,1.2189209198411677,47.042539142549714,2024,3,March,Sunday,1,11,2579.736630769316,677.2399247263502,760.9986824171863,20-30%
101575,2334,2024-03-17 14:33:16.453096873,Smartphone,Electronics,North,Cash,1.0,689.243742153604,0.2488852212845875,517.701160868687,28.0,Female,New,1.1699624691524404,44.79399914981814,2024,3,March,Sunday,1,11,689.243742153604,171.5425812849169,207.08046434747482,20-30%
101576,1885,2024-03-17 15:43:21.533435563,Mouse,Accessories,West,Online,5.0,38.75690203959308,0.1018420621960204,174.04909605775885,69.0,Female,Returning,1.0058579146966071,23.6692081598547,2024,3,March,Sunday,1,11,193.7845101979654,19.735414140206544,69.61963842310354,10-20%
101577,2390,2024-03-17 16:53:26.613774252,Keyboard,Accessories,North,Online,3.0,78.60516490001356,0.2143568203840156,185.26683505885623,67.0,Female,Returning,1.9349169073061088,41.03171628454768,2024,3,March,Sunday,1,11,235.8154947000407,50.54865964118441,74.1067340235425,20-30%
101578,1226,2024-03-17 18:03:31.694112941,Laptop,Electronics,North,Card,2.0,1268.3227623708824,0.2871044343280059,1808.3633462701127,42.0,Male,VIP,4.466068752464173,28.4461058361551,2024,3,March,Sunday,1,11,2536.645524741765,728.2821784716522,723.3453385080452,20-30%
101579,1825,2024-03-17 19:13:36.774451630,Laptop,Electronics,North,Card,5.0,1305.514463907236,0.1702743291624236,5416.094321767951,40.0,Female,New,2.808415919816768,26.705570888486992,2024,3,March,Sunday,1,11,6527.57231953618,1111.4779977682285,2166.4377287071807,10-20%
101580,3266,2024-03-17 20:23:41.854790320,Headphones,Accessories,West,Online,6.0,135.52734455932878,0.0999288627054881,731.9055069121214,34.0,Female,New,4.692730135385484,36.72658910067561,2024,3,March,Sunday,1,11,813.1640673559727,81.25856044385128,292.76220276484855,5-10%
101581,1937,2024-03-17 21:33:46.935129009,Headphones,Accessories,East,Card,4.0,129.88385614857785,0.2397988302448873,394.9514375058146,48.0,Male,New,1.9975738542226693,41.06118298762882,2024,3,March,Sunday,1,11,519.5354245943114,124.58398708849673,157.98057500232585,20-30%
101582,3801,2024-03-17 22:43:52.015467698,Mouse,Accessories,North,Bank Transfer,1.0,35.06300772254989,0.1291012434243137,30.536329827372384,31.0,Male,New,4.933481605210524,33.600035726760204,2024,3,March,Sunday,1,11,35.06300772254989,4.526677895177505,12.214531930948954,10-20%
101583,3554,2024-03-17 23:53:57.095806387,Mouse,Accessories,North,Online,4.0,36.76770844460303,0.1732031075395866,121.59770833955314,64.0,Male,Returning,4.299426877333621,43.21716390429765,2024,3,March,Sunday,1,11,147.07083377841212,25.47312543885898,48.639083335821255,10-20%
101584,3307,2024-03-18 01:04:02.176145077,Printer,Office,West,Card,1.0,219.9996201560026,0.1623634021541279,184.27973335485817,35.0,Male,New,4.135364950091249,13.017759847001752,2024,3,March,Monday,1,12,219.9996201560026,35.71988680114443,73.71189334194327,10-20%
101585,2912,2024-03-18 02:14:07.256483766,Mouse,Accessories,South,Online,3.0,34.16629346523459,0.065225356418168,95.8133543894308,20.0,Male,VIP,3.3823446293116137,22.385094952278955,2024,3,March,Monday,1,12,102.49888039570376,6.6855260062729505,38.32534175577232,5-10%
101586,2797,2024-03-18 03:24:12.336822455,Laptop,Electronics,West,Cash,6.0,1244.8550931669677,0.0002002242681818,7467.635057801675,62.0,Female,New,1.783642149032887,20.998697340450725,2024,3,March,Monday,1,12,7469.1305590018055,1.4955012001304553,2987.0540231206705,0-5%
101587,1054,2024-03-18 04:34:17.417161144,Printer,Office,South,Bank Transfer,4.0,230.37814666813733,0.2996508154292877,645.3805886477678,52.0,Male,Returning,4.806663273349762,40.90649750259646,2024,3,March,Monday,1,12,921.5125866725493,276.1319980247815,258.15223545910715,20-30%
101588,1727,2024-03-18 05:44:22.497499834,Camera,Electronics,North,Online,3.0,953.041084525969,0.125049531912871,2501.591229036785,56.0,Female,New,4.241459720060393,22.48227253004062,2024,3,March,Monday,1,12,2859.1232535779072,357.53202454112204,1000.636491614714,10-20%
101589,3737,2024-03-18 06:54:27.577838523,Monitor,Electronics,North,Cash,7.0,305.0152318739333,0.0851449414824617,1953.3130946333745,36.0,Female,New,4.329570658361384,14.693723118303762,2024,3,March,Monday,1,12,2135.106623117533,181.79352848415877,781.3252378533498,5-10%
101590,2545,2024-03-18 08:04:32.658177212,Monitor,Electronics,East,Online,7.0,295.71413746661705,0.2297644820385799,1594.3867228808003,40.0,Male,New,4.544519790787492,46.76321567365336,2024,3,March,Monday,1,12,2069.9989622663193,475.61223938551876,637.7546891523202,20-30%
101591,2044,2024-03-18 09:14:37.738515901,Monitor,Electronics,East,Cash,3.0,331.99933560026324,0.177757413818883,818.9519769431189,48.0,Male,New,2.031374552034469,18.421757426292604,2024,3,March,Monday,1,12,995.9980068007897,177.0460298576706,327.58079077724756,10-20%
101592,2914,2024-03-18 10:24:42.818854591,Smartphone,Electronics,South,Card,3.0,864.1598521486998,0.2641379635181736,1907.7072859439288,41.0,Female,Returning,4.478044814465727,45.44893374475837,2024,3,March,Monday,1,12,2592.479556446099,684.7722705021706,763.0829143775716,20-30%
101593,2777,2024-03-18 11:34:47.899193280,Smartphone,Electronics,North,Cash,4.0,826.9660201186449,0.2343303028431721,2532.7312887329203,67.0,Female,New,2.961321867880332,35.72114588447764,2024,3,March,Monday,1,12,3307.8640804745796,775.1327917416593,1013.0925154931682,20-30%
101594,2597,2024-03-18 12:44:52.979531969,Mouse,Accessories,North,Bank Transfer,4.0,34.55216431328084,0.0845307791323197,126.5257717726851,34.0,Male,Returning,3.6133444786250712,34.34562777865236,2024,3,March,Monday,1,12,138.20865725312336,11.682885480438246,50.61030870907405,5-10%
101595,2915,2024-03-18 13:54:58.059870658,Monitor,Electronics,West,Bank Transfer,4.0,317.453607816203,0.1776732786811651,1044.2023379453335,44.0,Male,New,4.843087394691591,18.610230195317413,2024,3,March,Monday,1,12,1269.814431264812,225.61209331947808,417.68093517813344,10-20%
101596,3467,2024-03-18 15:05:03.140209348,Tablet,Electronics,North,Card,7.0,508.724148373587,0.1508105863804806,3024.0221287601903,26.0,Male,Returning,4.594643420322255,44.8227654809592,2024,3,March,Monday,1,12,3561.069038615109,537.0469098549189,1209.6088515040763,10-20%
101597,3738,2024-03-18 16:15:08.220548037,Headphones,Accessories,North,Online,7.0,126.96561288811668,0.286525100184017,634.1074455479675,49.0,Male,New,1.9987462415601651,40.29653741523687,2024,3,March,Monday,1,12,888.7592902168168,254.65184466884926,253.642978219187,20-30%
101598,1850,2024-03-18 17:25:13.300886726,Tablet,Electronics,West,Bank Transfer,2.0,471.7114683526749,0.0718710416220019,875.6181475542483,31.0,Female,New,3.935133122429409,10.934305815820018,2024,3,March,Monday,1,12,943.4229367053498,67.80478915110146,350.24725902169934,5-10%
101599,3110,2024-03-18 18:35:18.381225415,Monitor,Electronics,West,Card,3.0,324.92869152648746,0.0851503463318208,891.782702729585,39.0,Female,Returning,4.317611381089699,46.73371026715765,2024,3,March,Monday,1,12,974.7860745794624,83.00337184987731,356.71308109183406,5-10%
101600,3264,2024-03-18 19:45:23.461564105,Monitor,Electronics,North,Bank Transfer,6.0,292.6143522975479,0.2761284620616366,1270.8912073227843,57.0,Female,VIP,2.765429680004153,23.050580711913444,2024,3,March,Monday,1,12,1755.6861137852875,484.794906462503,508.3564829291138,20-30%
