Year,Country,Sector,Expenditure_USD_Million,GDP_Percentage,Expenditure_GDP_Ratio,Spending_Tier,GDP_Contribution,Decade,Growth_Indicator
2008,Poland,Health,26476.797,4.96192,5334.9233,Moderate Spender,Moderate,2000,Not Calculated
2008,Poland,Education,30077.1,5.63664,5335.0513,Moderate Spender,Significant,2000,Not Calculated
2008,Poland,Social protection,82753.42,15.50852,5335.6533,Major Spender,Critical,2000,Not Calculated
2008,Poland,General public services,28386.525,5.31982,5334.9907,Moderate Spender,Significant,2000,Not Calculated
2008,Portugal,Total function,119434.86,45.52423,2623.4873,Mega Spender,Critical,2000,Not Calculated
2008,Portugal,Social protection,40038.832,15.26135,2623.3726,Moderate Spender,Critical,2000,Not Calculated
2008,Romania,Total function,80881.88,37.73934,2143.1147,Major Spender,Critical,2000,Not Calculated
2008,Romania,Social protection,23522.164,10.9754,2142.976,Moderate Spender,Critical,2000,Not Calculated
2008,Russian Federation,Total function,718436.0,42.83781,16770.68,Mega Spender,Critical,2000,Not Calculated
2008,Russian Federation,Housing and community amenities,33139.023,1.97596,16762.617,Moderate Spender,Minimal,2000,Not Calculated
2008,Russian Federation,Health,68977.94,4.11291,16767.004,Major Spender,Moderate,2000,Not Calculated
2008,Russian Federation,Education,66913.79,3.98983,16766.885,Major Spender,Moderate,2000,Not Calculated
2008,Russian Federation,Social protection,150920.17,8.99884,16769.205,Mega Spender,Significant,2000,Not Calculated
2008,Russian Federation,General public services,224408.64,13.3807,16769.814,Mega Spender,Critical,2000,Not Calculated
2008,Russian Federation,Defence,36704.004,2.18853,16763.418,Moderate Spender,Moderate,2000,Not Calculated
2008,Russian Federation,Public order and safety,40116.082,2.39198,16764.07,Moderate Spender,Moderate,2000,Not Calculated
2008,Serbia,Total function,22332.078,38.9222,573.74725,Moderate Spender,Critical,2000,Not Calculated
2008,Singapore,Total function,31620.07,16.33122,1936.0547,Moderate Spender,Critical,2000,Not Calculated
2008,Slovakia,Total function,37319.86,38.58019,967.3071,Moderate Spender,Critical,2000,Not Calculated
2008,Slovenia,Total function,25130.062,45.23492,555.5334,Moderate Spender,Critical,2000,Not Calculated
2008,South Africa,Total function,104011.23,32.90128,3161.2166,Mega Spender,Critical,2000,Not Calculated
2008,Spain,Total function,676287.2,41.61037,16252.462,Mega Spender,Critical,2000,Not Calculated
2008,Spain,Transport,39094.152,2.40537,16246.11,Moderate Spender,Moderate,2000,Not Calculated
2008,Spain,Health,99046.555,6.0941,16250.193,Major Spender,Significant,2000,Not Calculated
2008,Spain,Education,69163.75,4.25548,16249.05,Major Spender,Moderate,2000,Not Calculated
2008,Spain,Social protection,225256.5,13.85951,16251.674,Mega Spender,Critical,2000,Not Calculated
2008,Spain,General public services,84169.87,5.17878,16249.699,Major Spender,Significant,2000,Not Calculated
2008,Spain,Public order and safety,31959.516,1.96639,16244.626,Moderate Spender,Minimal,2000,Not Calculated
2008,Spain,"Recreation, culture and religion",26563.314,1.63438,16242.9,Moderate Spender,Minimal,2000,Not Calculated
2008,Spain,"General economic, commercial and labour affairs",20165.527,1.24074,16239.734,Moderate Spender,Minimal,2000,Not Calculated
2008,Sweden,Total function,258974.4,50.02343,5176.9585,Mega Spender,Critical,2000,Not Calculated
2008,Sweden,Health,33950.332,6.55784,5176.271,Moderate Spender,Significant,2000,Not Calculated
2008,Sweden,Education,33126.188,6.39865,5176.25,Moderate Spender,Significant,2000,Not Calculated
2008,Sweden,Social protection,103002.55,19.89595,5176.801,Mega Spender,Critical,2000,Not Calculated
2008,Sweden,General public services,40285.543,7.78154,5176.4004,Moderate Spender,Significant,2000,Not Calculated
2008,"Switzerland, Liechtenstein",Total function,174743.66,30.34115,5759.106,Mega Spender,Critical,2000,Not Calculated
2008,"Switzerland, Liechtenstein",Education,27878.57,4.84062,5758.108,Moderate Spender,Moderate,2000,Not Calculated
2008,"Switzerland, Liechtenstein",Social protection,67225.734,11.67256,5758.803,Major Spender,Critical,2000,Not Calculated
2008,"Switzerland, Liechtenstein",General public services,24552.309,4.26307,5757.9517,Moderate Spender,Moderate,2000,Not Calculated
2008,Thailand,Total function,57709.684,19.80544,2913.6829,Major Spender,Critical,2000,Not Calculated
2008,Türkiye,Total function,262747.06,34.10309,7704.269,Mega Spender,Critical,2000,Not Calculated
2008,Türkiye,Health,40063.52,5.20002,7703.012,Moderate Spender,Significant,2000,Not Calculated
2008,Türkiye,Education,25583.215,3.32056,7702.169,Moderate Spender,Moderate,2000,Not Calculated
2008,Türkiye,Social protection,72679.47,9.43339,7703.6743,Major Spender,Significant,2000,Not Calculated
2008,Türkiye,General public services,55156.996,7.15907,7703.416,Major Spender,Significant,2000,Not Calculated
2008,Ukraine,Total function,81867.45,43.52097,1881.0604,Major Spender,Critical,2000,Not Calculated
2008,Ukraine,Social protection,36703.223,19.51154,1881.0071,Moderate Spender,Critical,2000,Not Calculated
2008,United Kingdom,Total function,1.2990732e+06,44.31151,29316.176,Mega Spender,Critical,2000,Not Calculated
2008,United Kingdom,Transport,57632.254,1.96584,29301.953,Major Spender,Minimal,2000,Not Calculated
2008,United Kingdom,Environment protection,24968.46,0.85168,29282.336,Moderate Spender,Minimal,2000,Not Calculated
2008,United Kingdom,Housing and community amenities,34838.56,1.18835,29292.1,Moderate Spender,Minimal,2000,Not Calculated
2008,United Kingdom,Health,200733.05,6.84702,29312.566,Mega Spender,Significant,2000,Not Calculated
2008,United Kingdom,Education,169433.31,5.77939,29311.746,Mega Spender,Significant,2000,Not Calculated
2008,United Kingdom,Social protection,432453.3,14.75102,29314.852,Mega Spender,Critical,2000,Not Calculated
2008,United Kingdom,General public services,130281.98,4.44393,29310.242,Mega Spender,Moderate,2000,Not Calculated
2008,United Kingdom,Defence,68419.69,2.3338,29304.303,Major Spender,Moderate,2000,Not Calculated
2008,United Kingdom,Public order and safety,68033.63,2.32063,29304.254,Major Spender,Moderate,2000,Not Calculated
2008,United Kingdom,"Recreation, culture and religion",27297.648,0.93113,29285.238,Moderate Spender,Minimal,2000,Not Calculated
2008,United Kingdom,"General economic, commercial and labour affairs",65318.39,2.22802,29303.637,Major Spender,Moderate,2000,Not Calculated
2008,United States of America,Total function,5.860619e+06,39.4296,148631.25,Mega Spender,Critical,2000,Not Calculated
2008,United States of America,Housing and community amenities,98680.54,0.66391,148411.89,Major Spender,Minimal,2000,Not Calculated
2008,United States of America,Health,1.1791249e+06,7.93302,148616.33,Mega Spender,Significant,2000,Not Calculated
2008,United States of America,Education,950600.25,6.39553,148611.86,Mega Spender,Significant,2000,Not Calculated
2008,United States of America,Social protection,1.1376835e+06,7.65421,148615.58,Mega Spender,Significant,2000,Not Calculated
2008,United States of America,General public services,882135.75,5.93491,148610.03,Mega Spender,Significant,2000,Not Calculated
2008,United States of America,Defence,635394.0,4.27486,148600.28,Mega Spender,Moderate,2000,Not Calculated
2008,United States of America,Public order and safety,329027.75,2.21366,148568.06,Mega Spender,Moderate,2000,Not Calculated
2008,United States of America,"Recreation, culture and religion",47764.45,0.32135,148175.73,Moderate Spender,Minimal,2000,Not Calculated
2009,Australia,Total function,399484.84,39.27978,10169.982,Mega Spender,Critical,2000,Not Calculated
2009,Australia,Transport,28736.018,2.8255,10166.644,Moderate Spender,Moderate,2000,Not Calculated
2009,Australia,Health,69820.45,6.86517,10168.763,Major Spender,Significant,2000,Not Calculated
2009,Australia,Education,67575.07,6.64439,10168.714,Major Spender,Significant,2000,Not Calculated
2009,Australia,Social protection,100736.336,9.90501,10169.214,Mega Spender,Significant,2000,Not Calculated
2009,Australia,General public services,42814.285,4.20976,10167.828,Moderate Spender,Moderate,2000,Not Calculated
2009,Australia,Defence,21069.44,2.07168,10165.3125,Moderate Spender,Moderate,2000,Not Calculated
2009,Austria,Total function,217531.44,54.36272,4001.4082,Mega Spender,Critical,2000,Not Calculated
2009,Austria,Health,31500.156,7.87212,4000.975,Moderate Spender,Significant,2000,Not Calculated
2009,Austria,Education,20516.287,5.12717,4000.7034,Moderate Spender,Significant,2000,Not Calculated
2009,Austria,Social protection,85316.02,21.32111,4001.2937,Major Spender,Critical,2000,Not Calculated
2009,Austria,General public services,31374.193,7.84064,4000.9734,Moderate Spender,Significant,2000,Not Calculated
2009,Belarus,Total function,23502.771,46.19874,508.7209,Moderate Spender,Critical,2000,Not Calculated
2009,Belgium,Total function,264246.84,54.9008,4813.0815,Mega Spender,Critical,2000,Not Calculated
2009,Belgium,Health,37864.297,7.86681,4812.5586,Moderate Spender,Significant,2000,Not Calculated
2009,Belgium,Education,29388.764,6.10591,4812.379,Moderate Spender,Significant,2000,Not Calculated
2009,Belgium,Social protection,92813.15,19.28317,4812.919,Major Spender,Critical,2000,Not Calculated
2009,Belgium,General public services,44007.34,9.14311,4812.643,Moderate Spender,Significant,2000,Not Calculated
2009,Brazil,Total function,742467.3,44.53923,16669.588,Mega Spender,Critical,2000,Not Calculated
2009,Brazil,Transport,25427.36,1.52534,16659.041,Moderate Spender,Minimal,2000,Not Calculated
2009,Brazil,Health,83029.84,4.98081,16666.602,Major Spender,Moderate,2000,Not Calculated
2009,Brazil,Education,84619.44,5.07616,16666.688,Major Spender,Significant,2000,Not Calculated
2009,Brazil,Social protection,221042.84,13.25995,16668.703,Mega Spender,Critical,2000,Not Calculated
2009,Brazil,General public services,207971.22,12.47581,16668.621,Mega Spender,Critical,2000,Not Calculated
2009,Brazil,Public order and safety,50779.473,3.04617,16664.47,Major Spender,Moderate,2000,Not Calculated
2009,Bulgaria,Total function,20431.678,39.27368,520.22516,Moderate Spender,Critical,2000,Not Calculated
2009,Canada,Total function,534887.5,38.91154,13745.89,Mega Spender,Critical,2000,Not Calculated
2009,Canada,Health,116725.24,8.49143,13744.621,Mega Spender,Significant,2000,Not Calculated
2009,Canada,Education,67248.9,4.89217,13743.422,Major Spender,Moderate,2000,Not Calculated
2009,Canada,Social protection,154053.92,11.20698,13745.0205,Mega Spender,Critical,2000,Not Calculated
2009,Canada,General public services,84672.805,6.1597,13744.023,Major Spender,Significant,2000,Not Calculated
2009,Canada,Public order and safety,25329.045,1.84262,13738.755,Moderate Spender,Minimal,2000,Not Calculated
2009,China,Total function,1.4127671e+06,27.69211,51015.113,Mega Spender,Critical,2000,Not Calculated
2009,China,"Agriculture, forestry, fishing and hunting",126531.89,2.48019,50996.453,Mega Spender,Moderate,2000,Not Calculated
2009,China,Transport,97231.38,1.90586,50990.31,Major Spender,Minimal,2000,Not Calculated
2009,China,Environment protection,29410.594,0.57649,50928.32,Moderate Spender,Minimal,2000,Not Calculated
2009,China,Housing and community amenities,90725.99,1.77835,50988.277,Major Spender,Minimal,2000,Not Calculated
2009,China,Health,62295.574,1.22108,50975.04,Major Spender,Minimal,2000,Not Calculated
2009,China,Education,190915.03,3.74219,51003.3,Mega Spender,Moderate,2000,Not Calculated
2009,China,Social protection,277541.28,5.44018,51007.555,Mega Spender,Significant,2000,Not Calculated
2009,China,General public services,145065.83,2.84348,50999.066,Mega Spender,Moderate,2000,Not Calculated
2009,China,Defence,72882.11,1.42859,50981.125,Major Spender,Minimal,2000,Not Calculated
2009,China,Public order and safety,70973.57,1.39118,50980.164,Major Spender,Minimal,2000,Not Calculated
2009,China,"Recreation, culture and religion",25815.586,0.50602,50916.31,Moderate Spender,Minimal,2000,Not Calculated
2009,"China, Hong Kong SAR",Total function,40978.875,19.14473,2140.3665,Moderate Spender,Critical,2000,Not Calculated
2009,Colombia,Social protection,19855.848,8.5439,2323.7075,Moderate Spender,Significant,2000,Not Calculated
2009,Czechia,Total function,92012.484,44.35741,2074.2964,Major Spender,Critical,2000,Not Calculated
2009,Czechia,Social protection,27763.521,13.38425,2074.1877,Moderate Spender,Critical,2000,Not Calculated
2009,Denmark,Total function,181619.14,56.53632,3212.3762,Mega Spender,Critical,2000,Not Calculated
2009,Denmark,Health,28497.63,8.87104,3212.0718,Moderate Spender,Significant,2000,Not Calculated
2009,Denmark,Education,22280.54,6.93572,3211.9705,Moderate Spender,Significant,2000,Not Calculated
2009,Denmark,Social protection,77975.83,24.27314,3212.3005,Major Spender,Critical,2000,Not Calculated
2009,Denmark,General public services,25316.803,7.88088,3212.026,Moderate Spender,Significant,2000,Not Calculated
2009,Egypt,Total function,64377.414,34.25124,1879.5096,Major Spender,Critical,2000,Not Calculated
2009,Egypt,Social protection,23869.191,12.69932,1879.4165,Moderate Spender,Critical,2000,Not Calculated
2009,Finland,Total function,137121.06,54.30939,2524.7666,Mega Spender,Critical,2000,Not Calculated
2009,Finland,Social protection,57102.39,22.61648,2524.702,Major Spender,Critical,2000,Not Calculated
2009,France,Total function,1.5436085e+06,57.26586,26954.656,Mega Spender,Critical,2000,Not Calculated
2009,France,Transport,52410.344,1.94436,26941.205,Major Spender,Minimal,2000,Not Calculated
2009,France,Environment protection,26789.586,0.99386,26927.996,Moderate Spender,Minimal,2000,Not Calculated
2009,France,Housing and community amenities,39614.61,1.46965,26936.8,Moderate Spender,Minimal,2000,Not Calculated
2009,France,Health,214871.81,7.97146,26951.758,Mega Spender,Significant,2000,Not Calculated
2009,France,Education,153119.22,5.68052,26950.396,Mega Spender,Significant,2000,Not Calculated
2009,France,Social protection,640245.56,23.75228,26953.986,Mega Spender,Critical,2000,Not Calculated
2009,France,General public services,197391.0,7.32295,26951.441,Mega Spender,Significant,2000,Not Calculated
2009,France,Defence,50973.72,1.89106,26940.857,Major Spender,Minimal,2000,Not Calculated
2009,France,Public order and safety,44892.47,1.66545,26938.982,Moderate Spender,Minimal,2000,Not Calculated
2009,France,"Recreation, culture and religion",41702.6,1.54711,26937.75,Moderate Spender,Minimal,2000,Not Calculated
2009,France,"General economic, commercial and labour affairs",26693.346,0.99029,26927.889,Moderate Spender,Minimal,2000,Not Calculated
2009,France,RandD Economic affairs,23230.102,0.86181,26923.773,Moderate Spender,Minimal,2000,Not Calculated
2009,Germany,Total function,1.6442392e+06,48.39433,33975.164,Mega Spender,Critical,2000,Not Calculated
2009,Germany,Transport,58449.754,1.72033,33956.156,Major Spender,Minimal,2000,Not Calculated
2009,Germany,Environment protection,19909.123,0.58598,33917.89,Moderate Spender,Minimal,2000,Not Calculated
2009,Germany,Housing and community amenities,22734.953,0.66915,33925.17,Moderate Spender,Minimal,2000,Not Calculated
2009,Germany,Health,243577.83,7.16914,33971.14,Mega Spender,Significant,2000,Not Calculated
2009,Germany,Education,148050.58,4.35752,33968.086,Mega Spender,Moderate,2000,Not Calculated
2009,Germany,Social protection,705810.1,20.77387,33974.227,Mega Spender,Critical,2000,Not Calculated
2009,Germany,General public services,232294.03,6.83703,33970.9,Mega Spender,Significant,2000,Not Calculated
2009,Germany,Defence,34085.69,1.00323,33942.117,Moderate Spender,Minimal,2000,Not Calculated
2009,Germany,Public order and safety,55158.066,1.62345,33954.918,Major Spender,Minimal,2000,Not Calculated
2009,Germany,"Recreation, culture and religion",40328.74,1.18698,33947.32,Moderate Spender,Minimal,2000,Not Calculated
2009,Germany,"General economic, commercial and labour affairs",39532.316,1.16354,33946.723,Moderate Spender,Minimal,2000,Not Calculated
2009,Greece,Total function,179186.3,54.30211,3299.743,Mega Spender,Critical,2000,Not Calculated
2009,Greece,Health,22573.158,6.84076,3299.3203,Moderate Spender,Significant,2000,Not Calculated
2009,Greece,Social protection,61766.547,18.71825,3299.6272,Major Spender,Critical,2000,Not Calculated
2009,Greece,General public services,40051.176,12.13744,3299.5322,Moderate Spender,Critical,2000,Not Calculated
2009,Hungary,Total function,66267.37,50.55904,1310.6669,Major Spender,Critical,2000,Not Calculated
2009,Hungary,Social protection,23662.012,18.05306,1310.62,Moderate Spender,Critical,2000,Not Calculated
2009,Indonesia,Total function,98171.91,17.08808,5744.7163,Major Spender,Critical,2000,Not Calculated
2009,Indonesia,General public services,51246.797,8.92016,5744.409,Major Spender,Significant,2000,Not Calculated
2009,Iran (Islamic Republic of),Total function,111513.2,25.37965,4393.631,Mega Spender,Critical,2000,Not Calculated
2009,Iran (Islamic Republic of),Social protection,41479.465,9.44044,4393.341,Moderate Spender,Significant,2000,Not Calculated
2009,Ireland,Total function,110830.15,47.06258,2354.9026,Mega Spender,Critical,2000,Not Calculated
2009,Ireland,Social protection,41874.34,17.78139,2354.8208,Moderate Spender,Critical,2000,Not Calculated
2009,Israel,Total function,89596.0,43.08505,2079.4666,Major Spender,Critical,2000,Not Calculated
2009,Israel,Social protection,23238.164,11.1748,2079.3289,Moderate Spender,Critical,2000,Not Calculated
2009,Italy,Total function,1.1244039e+06,51.31663,21910.674,Mega Spender,Critical,2000,Not Calculated
2009,Italy,Transport,45899.777,2.09482,21900.63,Moderate Spender,Moderate,2000,Not Calculated
2009,Italy,Health,163248.12,7.45048,21908.148,Mega Spender,Significant,2000,Not Calculated
2009,Italy,Education,99643.53,4.54763,21906.273,Major Spender,Moderate,2000,Not Calculated
2009,Italy,Social protection,433883.34,19.80199,21909.992,Mega Spender,Critical,2000,Not Calculated
2009,Italy,General public services,203652.19,9.29448,21908.73,Mega Spender,Significant,2000,Not Calculated
2009,Italy,Defence,32852.703,1.49936,21896.547,Moderate Spender,Minimal,2000,Not Calculated
2009,Italy,Public order and safety,42913.27,1.95852,21899.887,Moderate Spender,Minimal,2000,Not Calculated
2009,Japan,Total function,2.133419e+06,40.33314,52893.63,Mega Spender,Critical,2000,Not Calculated
2009,Japan,"Agriculture, forestry, fishing and hunting",48842.53,0.92339,52837.582,Moderate Spender,Minimal,2000,Not Calculated
2009,Japan,Transport,77338.82,1.46212,52858.832,Major Spender,Minimal,2000,Not Calculated
2009,Japan,Environment protection,72394.93,1.36866,52856.133,Major Spender,Minimal,2000,Not Calculated
2009,Japan,Housing and community amenities,46402.65,0.87726,52834.75,Moderate Spender,Minimal,2000,Not Calculated
2009,Japan,Health,372583.8,7.04385,52887.402,Mega Spender,Significant,2000,Not Calculated
2009,Japan,Education,199922.86,3.77962,52880.973,Mega Spender,Moderate,2000,Not Calculated
2009,Japan,Social protection,829752.3,15.6868,52891.566,Mega Spender,Critical,2000,Not Calculated
2009,Japan,General public services,244794.03,4.62793,52883.5,Mega Spender,Moderate,2000,Not Calculated
2009,Japan,Defence,49764.836,0.94082,52839.01,Moderate Spender,Minimal,2000,Not Calculated
2009,Japan,Public order and safety,68393.65,1.29301,52854.03,Major Spender,Minimal,2000,Not Calculated
2009,Japan,"General economic, commercial and labour affairs",32889.785,0.62179,52810.395,Moderate Spender,Minimal,2000,Not Calculated
2009,Japan,Other industries,28363.766,0.53623,52796.316,Moderate Spender,Minimal,2000,Not Calculated
2009,Kazakhstan,Total function,34755.91,30.14162,1153.0487,Moderate Spender,Critical,2000,Not Calculated
2009,"Korea, Republic of",Total function,304629.62,32.27207,9439.127,Mega Spender,Critical,2000,Not Calculated
2009,"Korea, Republic of",Health,34123.188,3.61497,9436.801,Moderate Spender,Moderate,2000,Not Calculated
2009,"Korea, Republic of",Education,46215.457,4.89601,9437.485,Moderate Spender,Moderate,2000,Not Calculated
2009,"Korea, Republic of",Social protection,51158.203,5.41963,9437.686,Major Spender,Significant,2000,Not Calculated
2009,"Korea, Republic of",General public services,43758.453,4.63571,9437.394,Moderate Spender,Moderate,2000,Not Calculated
2009,"Korea, Republic of",Defence,24120.18,2.55526,9435.73,Moderate Spender,Moderate,2000,Not Calculated
2009,Luxembourg,Total function,23254.635,42.86652,542.4768,Moderate Spender,Critical,2000,Not Calculated
2009,Malaysia,Total function,57415.215,28.38719,2022.5035,Major Spender,Critical,2000,Not Calculated
2009,Netherlands (Kingdom of the),Total function,417401.2,48.08631,8680.069,Mega Spender,Critical,2000,Not Calculated
2009,Netherlands (Kingdom of the),Transport,23479.768,2.70496,8677.057,Moderate Spender,Moderate,2000,Not Calculated
2009,Netherlands (Kingdom of the),Health,64620.27,7.44452,8679.081,Major Spender,Significant,2000,Not Calculated
2009,Netherlands (Kingdom of the),Education,49168.87,5.66445,8678.723,Moderate Spender,Significant,2000,Not Calculated
2009,Netherlands (Kingdom of the),Social protection,143117.23,16.48769,8679.722,Mega Spender,Critical,2000,Not Calculated
2009,Netherlands (Kingdom of the),General public services,47930.305,5.52177,8678.671,Moderate Spender,Significant,2000,Not Calculated
2009,New Zealand,Total function,47431.78,39.0788,1213.7161,Moderate Spender,Critical,2000,Not Calculated
2009,Norway,Total function,179577.8,46.50005,3861.801,Mega Spender,Critical,2000,Not Calculated
2009,Norway,Health,28837.69,7.46726,3861.3667,Moderate Spender,Significant,2000,Not Calculated
2009,Norway,Education,20914.764,5.41569,3861.1707,Moderate Spender,Significant,2000,Not Calculated
2009,Norway,Social protection,68876.914,17.83506,3861.6665,Major Spender,Critical,2000,Not Calculated
2009,Norway,General public services,20563.795,5.32481,3861.1582,Moderate Spender,Significant,2000,Not Calculated
2009,Peru,Total function,25309.643,20.94289,1208.45,Moderate Spender,Critical,2000,Not Calculated
2009,Philippines,Total function,30078.762,17.09266,1759.6443,Moderate Spender,Critical,2000,Not Calculated
2009,Poland,Total function,197939.4,45.01368,4397.219,Mega Spender,Critical,2000,Not Calculated
2009,Poland,Health,22001.887,5.00348,4396.4385,Moderate Spender,Significant,2000,Not Calculated
2009,Poland,Education,23794.754,5.4112,4396.503,Moderate Spender,Significant,2000,Not Calculated
2009,Poland,Social protection,70849.02,16.11188,4397.043,Major Spender,Critical,2000,Not Calculated
2009,Poland,General public services,24430.941,5.55588,4396.5215,Moderate Spender,Significant,2000,Not Calculated
2009,Portugal,Total function,122879.45,50.42513,2436.821,Mega Spender,Critical,2000,Not Calculated
2009,Portugal,Social protection,42026.703,17.24619,2436.7278,Moderate Spender,Critical,2000,Not Calculated
2009,Romania,Total function,69524.96,39.9334,1740.9792,Major Spender,Critical,2000,Not Calculated
2009,Romania,Social protection,22792.06,13.09119,1740.8898,Moderate Spender,Critical,2000,Not Calculated
2009,Russian Federation,Total function,584114.4,47.31145,12345.892,Mega Spender,Critical,2000,Not Calculated
2009,Russian Federation,Housing and community amenities,23774.148,1.92563,12339.758,Moderate Spender,Minimal,2000,Not Calculated
2009,Russian Federation,Health,61861.305,5.01057,12343.697,Major Spender,Significant,2000,Not Calculated
2009,Russian Federation,Education,58565.816,4.74365,12343.549,Major Spender,Moderate,2000,Not Calculated
2009,Russian Federation,Social protection,145174.8,11.75871,12345.1,Mega Spender,Critical,2000,Not Calculated
2009,Russian Federation,General public services,143451.44,11.61912,12345.091,Mega Spender,Critical,2000,Not Calculated
2009,Russian Federation,Defence,45030.996,3.64737,12342.771,Moderate Spender,Moderate,2000,Not Calculated
2009,Russian Federation,Public order and safety,37173.492,3.01094,12342.043,Moderate Spender,Moderate,2000,Not Calculated
2009,Singapore,Total function,32845.098,16.91735,1941.3889,Moderate Spender,Critical,2000,Not Calculated
2009,Slovakia,Total function,39700.055,44.5863,890.3893,Moderate Spender,Critical,2000,Not Calculated
2009,Slovenia,Total function,24960.719,49.55963,503.64005,Moderate Spender,Critical,2000,Not Calculated
2009,South Africa,Total function,122579.65,37.17305,3297.4521,Mega Spender,Critical,2000,Not Calculated
2009,South Africa,Education,21126.846,6.40685,3297.0256,Moderate Spender,Significant,2000,Not Calculated
2009,South Africa,General public services,22194.977,6.73077,3297.049,Moderate Spender,Significant,2000,Not Calculated
2009,Spain,Total function,689517.7,46.41672,14854.622,Mega Spender,Critical,2000,Not Calculated
2009,Spain,Transport,38056.637,2.56188,14849.168,Moderate Spender,Moderate,2000,Not Calculated
2009,Spain,Health,101814.93,6.85394,14852.782,Mega Spender,Significant,2000,Not Calculated
2009,Spain,Education,69280.234,4.66378,14851.769,Major Spender,Moderate,2000,Not Calculated
2009,Spain,Social protection,240869.16,16.21475,14854.025,Mega Spender,Critical,2000,Not Calculated
2009,Spain,General public services,84984.09,5.72093,14852.348,Major Spender,Significant,2000,Not Calculated
2009,Spain,Public order and safety,30621.053,2.06134,14847.723,Moderate Spender,Moderate,2000,Not Calculated
2009,Spain,"Recreation, culture and religion",24412.877,1.64342,14845.889,Moderate Spender,Minimal,2000,Not Calculated
2009,Spain,"General economic, commercial and labour affairs",19851.938,1.33639,14843.79,Moderate Spender,Minimal,2000,Not Calculated
2009,Sweden,Total function,228686.48,52.38664,4365.276,Mega Spender,Critical,2000,Not Calculated
2009,Sweden,Health,30435.133,6.97197,4364.73,Moderate Spender,Significant,2000,Not Calculated
2009,Sweden,Education,29282.375,6.7079,4364.706,Moderate Spender,Significant,2000,Not Calculated
2009,Sweden,Social protection,93387.1,21.39276,4365.1562,Major Spender,Critical,2000,Not Calculated
2009,Sweden,General public services,32760.508,7.50465,4364.78,Moderate Spender,Significant,2000,Not Calculated
2009,"Switzerland, Liechtenstein",Total function,181163.42,32.16907,5631.4277,Mega Spender,Critical,2000,Not Calculated
2009,"Switzerland, Liechtenstein",Education,29089.41,5.16539,5630.51,Moderate Spender,Significant,2000,Not Calculated
2009,"Switzerland, Liechtenstein",Social protection,69523.97,12.34532,5631.149,Major Spender,Critical,2000,Not Calculated
2009,"Switzerland, Liechtenstein",General public services,24778.18,4.39984,5630.33,Moderate Spender,Moderate,2000,Not Calculated
2009,Thailand,Total function,61947.266,21.98969,2816.9768,Major Spender,Critical,2000,Not Calculated
2009,Türkiye,Total function,251289.11,38.70217,6492.7266,Mega Spender,Critical,2000,Not Calculated
2009,Türkiye,Health,44372.21,6.83396,6491.9487,Moderate Spender,Significant,2000,Not Calculated
2009,Türkiye,Education,24446.068,3.76505,6491.1694,Moderate Spender,Moderate,2000,Not Calculated
2009,Türkiye,Social protection,69735.36,10.74026,6492.288,Major Spender,Critical,2000,Not Calculated
2009,Türkiye,General public services,49915.55,7.68772,6492.05,Moderate Spender,Significant,2000,Not Calculated
2009,Ukraine,Total function,56660.297,46.61398,1215.4955,Major Spender,Critical,2000,Not Calculated
2009,Ukraine,Social protection,27009.178,22.22024,1215.4668,Moderate Spender,Critical,2000,Not Calculated
2009,United Kingdom,Total function,1.1408911e+06,47.19173,24175.146,Mega Spender,Critical,2000,Not Calculated
2009,United Kingdom,Transport,47644.62,1.97077,24163.377,Moderate Spender,Minimal,2000,Not Calculated
2009,United Kingdom,Environment protection,23597.982,0.97611,24150.795,Moderate Spender,Minimal,2000,Not Calculated
2009,United Kingdom,Housing and community amenities,35280.137,1.45932,24159.182,Moderate Spender,Minimal,2000,Not Calculated
2009,United Kingdom,Health,185624.6,7.67816,24172.512,Mega Spender,Significant,2000,Not Calculated
2009,United Kingdom,Education,150009.52,6.20498,24171.77,Mega Spender,Significant,2000,Not Calculated
2009,United Kingdom,Social protection,401894.78,16.62394,24174.21,Mega Spender,Critical,2000,Not Calculated
2009,United Kingdom,General public services,102824.45,4.25322,24169.99,Mega Spender,Moderate,2000,Not Calculated
2009,United Kingdom,Defence,61023.25,2.52416,24166.094,Major Spender,Moderate,2000,Not Calculated
2009,United Kingdom,Public order and safety,60714.8,2.5114,24166.057,Major Spender,Moderate,2000,Not Calculated
2009,United Kingdom,"Recreation, culture and religion",23901.76,0.98867,24151.242,Moderate Spender,Minimal,2000,Not Calculated
2009,United Kingdom,"General economic, commercial and labour affairs",30553.688,1.26382,24156.549,Moderate Spender,Minimal,2000,Not Calculated
2009,United States of America,Total function,6.2536265e+06,42.90814,145741.14,Mega Spender,Critical,2000,Not Calculated
2009,United States of America,Housing and community amenities,186497.23,1.27962,145630.4,Mega Spender,Minimal,2000,Not Calculated
2009,United States of America,Health,1.2601566e+06,8.64634,145727.64,Mega Spender,Significant,2000,Not Calculated
2009,United States of America,Education,975632.2,6.69413,145722.67,Mega Spender,Significant,2000,Not Calculated
2009,United States of America,Social protection,1.250148e+06,8.57767,145727.47,Mega Spender,Significant,2000,Not Calculated
2009,United States of America,General public services,923143.25,6.33398,145721.58,Mega Spender,Significant,2000,Not Calculated
2009,United States of America,Defence,667639.3,4.58089,145712.64,Mega Spender,Moderate,2000,Not Calculated
