employee_id,age,gender,department,job_role,years_at_company,years_in_current_role,monthly_salary,performance_rating,work_life_balance,job_satisfaction,environment_satisfaction,relationship_satisfaction,overtime,companies_worked_before,distance_from_home,training_hours,promotion,attrition,remote_work,education,marital_status,hire_date,last_promotion_date,hire_quarter,days_since_promotion,tenure_category
1436,46,Male,Marketing,Intern,3.2,3.2,,3.7,3.0,2.5,3.2,4.2,0,1,20.9,47,0,0,Onsite,Bachelor,Single,2018-06-09 20:36:20.207371,2024-01-06 20:36:20.207371,Q2,970,3-5 years
1437,36,Male,IT,Manager,2.3,2.3,,1.7,4.0,3.0,3.6,3.9,0,4,30.9,15,0,0,Onsite,Master,Single,2022-09-20 20:36:20.207371,2026-08-03 20:36:20.207371,Q3,30,1-3 years
1438,22,Female,Engineering,Lead,1.6,0.5,5577.97,3.8,1.0,2.8,3.5,4.2,0,0,31.8,29,0,1,Onsite,Master,Divorced,2025-07-26 20:36:20.207371,2026-06-12 20:36:20.207371,Q3,82,1-3 years
1439,52,Male,HR,Junior,15.5,1.0,8963.67,3.9,1.0,2.6,2.6,3.6,1,2,4.2,78,1,1,Hybrid,Bachelor,Single,2023-11-24 20:36:20.207371,2025-10-11 20:36:20.207371,Q4,326,>10 years
1440,38,Male,Operations,Lead,7.7,0.7,,2.6,4.0,3.2,4.6,3.3,0,3,28.0,65,0,0,Remote,Master,Single,2022-05-09 20:36:20.207371,2025-04-01 20:36:20.207371,Q2,519,5-10 years
1441,46,Male,Sales,Junior,0.5,0.5,5490.34,2.8,1.0,3.5,4.7,3.9,0,3,2.5,69,0,0,Onsite,Master,Divorced,2025-01-04 20:36:20.207371,2024-09-14 20:36:20.207371,Q1,718,<1 year
1442,29,Male,Engineering,Junior,6.1,0.2,5207.88,2.2,3.0,2.2,3.4,4.0,0,5,19.6,49,0,0,Hybrid,High School,Married,2018-02-24 20:36:20.207371,2025-10-01 20:36:20.207371,Q1,336,5-10 years
1443,31,Male,Engineering,Senior,2.9,0.2,4582.9,2.9,3.0,3.3,2.9,2.8,0,4,16.4,56,0,1,Onsite,,Divorced,2017-09-23 20:36:20.207371,2025-06-26 20:36:20.207371,Q3,433,1-3 years
1444,36,Female,Sales,Junior,1.4,1.4,5247.57,3.5,3.0,2.9,3.8,4.2,0,2,1.6,54,0,0,Onsite,Master,Married,2019-07-23 20:36:20.207371,2026-04-24 20:36:20.207371,Q3,131,1-3 years
1445,46,Male,Finance,Lead,9.4,1.4,,4.2,1.0,3.7,2.7,3.7,0,3,10.5,54,0,0,Remote,Bachelor,Married,2020-12-16 20:36:20.207371,2025-06-06 20:36:20.207371,Q4,453,5-10 years
1446,36,Non-Binary,Operations,Junior,11.5,6.3,7287.84,3.3,4.0,3.1,3.7,3.5,0,1,14.5,73,1,0,Hybrid,Bachelor,Married,2020-10-16 20:36:20.207371,2026-01-26 20:36:20.207371,Q4,219,>10 years
1447,22,Male,HR,Intern,9.3,2.5,5273.38,3.0,3.0,2.0,3.7,3.0,0,5,4.1,74,0,1,Onsite,PhD,Married,2018-01-01 20:36:20.207371,2025-10-08 20:36:20.207371,Q1,329,5-10 years
1448,37,Male,Engineering,Executive,16.7,5.4,8195.02,4.5,2.0,3.1,3.2,3.9,0,0,10.3,74,0,1,Remote,Bachelor,Married,2019-05-21 20:36:20.207371,2025-11-23 20:36:20.207371,Q2,283,>10 years
1449,51,Male,Marketing,Junior,7.1,0.2,7187.66,3.1,2.0,4.4,3.4,3.9,1,2,38.6,53,1,0,Onsite,Master,Married,2021-06-24 20:36:20.207371,2026-08-15 20:36:20.207371,Q2,18,5-10 years
1450,35,Male,Marketing,Senior,4.0,3.3,5234.26,2.6,3.0,4.6,3.8,3.8,0,1,2.0,66,0,0,Onsite,Master,Single,2021-06-24 20:36:20.207371,2023-03-21 20:36:20.207371,Q2,1261,3-5 years
1451,36,Female,Finance,Junior,0.7,0.1,5976.63,4.1,2.0,3.1,3.5,3.8,1,2,3.8,71,0,0,Hybrid,Master,Single,2016-11-23 20:36:20.207371,2026-01-02 20:36:20.207371,Q4,243,<1 year
1452,22,Non-Binary,Engineering,Senior,4.8,4.8,5509.44,4.3,1.0,3.2,2.9,3.6,0,1,15.2,60,0,0,Hybrid,Master,Married,2026-07-10 20:36:20.207371,2024-12-08 20:36:20.207371,Q3,633,3-5 years
1453,22,Female,Finance,Senior,0.5,0.5,3489.6,4.0,4.0,4.1,1.6,3.9,0,3,29.5,32,0,0,Hybrid,Bachelor,Married,2025-01-11 20:36:20.207371,2024-10-03 20:36:20.207371,Q1,699,<1 year
1454,28,Male,IT,Executive,3.5,2.5,,4.4,2.0,1.8,3.4,3.9,0,3,21.5,105,0,0,Onsite,PhD,Married,2024-02-02 20:36:20.207371,2026-02-04 20:36:20.207371,Q1,210,3-5 years
1455,31,Male,Finance,Junior,15.2,5.4,7564.15,4.6,3.0,3.0,3.5,4.9,1,3,1.5,84,1,0,Onsite,High School,Married,2025-05-10 20:36:20.207371,2023-07-25 20:36:20.207371,Q2,1135,>10 years
1456,36,Female,Sales,Executive,6.2,4.0,6147.48,3.3,3.0,2.9,3.0,3.4,1,2,3.6,93,0,0,Onsite,Master,Single,2019-08-08 20:36:20.207371,2025-11-26 20:36:20.207371,Q3,280,5-10 years
1457,36,Male,Finance,Intern,3.5,3.5,6079.22,3.8,1.0,3.7,5.0,4.9,1,2,12.4,59,1,0,Onsite,Bachelor,Single,2020-01-13 20:36:20.207371,2024-06-26 20:36:20.207371,Q1,798,3-5 years
1458,51,Male,Sales,Senior,1.1,0.1,4866.12,3.2,3.0,2.3,4.1,1.7,1,1,1.0,29,0,1,Onsite,PhD,Married,2022-06-19 20:36:20.207371,2026-08-26 20:36:20.207371,Q2,7,1-3 years
1459,35,Female,IT,Manager,5.0,2.6,5291.41,3.5,3.0,2.6,5.0,3.2,1,3,19.2,40,1,0,Onsite,High School,,2024-01-12 20:36:20.207371,2023-10-07 20:36:20.207371,Q1,1061,3-5 years
1460,45,Female,Marketing,Senior,5.2,5.2,6305.42,4.1,3.0,2.9,3.5,3.6,1,6,4.8,12,1,1,Onsite,PhD,Single,2019-12-17 20:36:20.207371,2025-08-16 20:36:20.207371,Q4,382,5-10 years
1461,34,Male,HR,Senior,3.4,2.1,5712.16,3.4,1.0,2.8,4.2,5.0,0,0,35.8,66,0,1,Hybrid,Master,Married,2025-03-01 20:36:20.207371,2026-08-18 20:36:20.207371,Q1,15,3-5 years
1462,49,Female,Finance,Junior,2.7,2.4,6904.69,4.0,1.0,2.3,3.9,3.8,1,2,3.0,49,1,0,Onsite,Master,Married,2023-05-13 20:36:20.207371,2025-08-15 20:36:20.207371,Q2,383,1-3 years
1463,22,Female,Marketing,Junior,0.5,0.1,,4.2,1.0,,4.3,3.8,1,2,6.0,78,0,0,Hybrid,Bachelor,Single,2017-01-11 20:36:20.207371,2025-05-03 20:36:20.207371,Q1,487,<1 year
1464,29,Female,Sales,Junior,20.0,0.2,7986.17,4.0,3.0,4.3,2.8,3.8,1,2,1.4,55,0,0,Hybrid,Master,Single,2022-10-22 20:36:20.207371,2026-08-04 20:36:20.207371,Q4,29,>10 years
1465,44,Male,Operations,Manager,1.5,1.5,5969.41,4.2,3.0,4.3,3.4,2.6,0,2,72.7,66,0,0,Onsite,Master,Married,2017-09-20 20:36:20.207371,2025-11-01 20:36:20.207371,Q3,305,1-3 years
1466,33,Male,Finance,Junior,0.5,0.5,5098.24,3.9,3.0,3.6,4.2,4.2,0,0,15.8,62,0,0,Onsite,Master,Divorced,2025-04-09 20:36:20.207371,2026-04-19 20:36:20.207371,Q2,136,<1 year
1467,44,Male,Finance,Junior,1.0,0.2,5319.9,3.0,2.0,4.8,3.5,3.9,0,1,25.4,33,0,0,Onsite,Bachelor,Married,2025-12-25 20:36:20.207371,2023-06-18 20:36:20.207371,Q4,1172,<1 year
1468,38,Non-Binary,Marketing,Manager,3.7,0.4,5934.16,2.9,2.0,4.6,3.8,3.7,0,2,10.8,12,0,0,Onsite,High School,Married,2022-03-17 20:36:20.207371,2024-03-18 20:36:20.207371,Q1,898,3-5 years
1469,44,Male,Operations,Senior,0.9,0.3,5125.34,3.5,3.0,1.5,4.6,4.8,0,1,16.6,55,0,0,Onsite,PhD,Married,2016-09-23 20:36:20.207371,2025-02-06 20:36:20.207371,Q3,573,<1 year
1470,41,Non-Binary,Finance,Junior,0.8,0.8,5212.34,,1.0,2.8,3.6,4.2,1,0,19.6,62,0,0,Onsite,Bachelor,,2025-06-08 20:36:20.207371,2026-07-09 20:36:20.207371,Q2,55,<1 year
1471,41,Female,HR,Junior,2.7,1.8,6530.17,4.5,3.0,2.9,2.8,3.7,0,1,2.1,34,1,1,Remote,Bachelor,Married,2017-03-04 20:36:20.207371,2026-07-01 20:36:20.207371,Q1,63,1-3 years
1472,49,Male,Engineering,Senior,4.8,4.1,6783.69,3.3,3.0,4.1,4.3,3.8,1,3,56.5,80,0,1,Hybrid,Master,Married,2022-09-04 20:36:20.207371,2026-02-11 20:36:20.207371,Q3,203,3-5 years
1473,44,Female,Marketing,Junior,1.7,1.7,4378.09,3.6,2.0,3.1,4.1,3.4,0,2,18.3,80,0,0,Hybrid,Bachelor,Single,2020-02-06 20:36:20.207371,2026-01-29 20:36:20.207371,Q1,216,1-3 years
1474,44,Female,Marketing,Senior,3.6,0.4,5936.1,2.9,2.0,3.6,4.2,3.6,0,2,7.4,44,0,0,Hybrid,Bachelor,,2018-06-19 20:36:20.207371,2025-03-30 20:36:20.207371,Q2,521,3-5 years
1475,35,Male,Operations,Lead,2.6,2.6,4795.23,3.2,4.0,3.5,4.2,3.2,1,0,1.0,40,0,1,Remote,Bachelor,Married,2020-11-07 20:36:20.207371,2025-05-28 20:36:20.207371,Q4,462,1-3 years
1476,29,Male,Marketing,Senior,8.0,3.1,7146.12,4.3,2.0,2.2,2.9,3.7,1,3,10.0,65,0,0,Onsite,Bachelor,Married,2017-04-01 20:36:20.207371,2024-04-02 20:36:20.207371,Q2,883,5-10 years
1477,28,Female,IT,Lead,0.5,0.5,5067.48,3.4,3.0,2.0,4.5,3.3,0,1,30.8,51,0,1,Onsite,Master,Married,2023-04-21 20:36:20.207371,2024-04-09 20:36:20.207371,Q2,876,<1 year
1478,42,Female,Marketing,Senior,7.0,1.7,6484.71,3.6,4.0,4.0,3.2,3.8,0,6,2.6,77,0,0,Onsite,High School,Single,2017-12-10 20:36:20.207371,2025-02-16 20:36:20.207371,Q4,563,5-10 years
1479,22,Male,Finance,Intern,4.0,4.0,5758.72,,,2.5,3.5,3.7,0,3,12.7,80,1,0,Remote,High School,Married,2019-08-30 20:36:20.207371,2026-02-09 20:36:20.207371,Q3,205,3-5 years
1480,22,Female,Engineering,Junior,1.1,0.2,3930.91,2.5,2.0,3.4,2.8,3.8,0,2,15.3,33,0,1,Remote,Master,Married,2024-03-13 20:36:20.207371,2024-01-30 20:36:20.207371,Q1,946,1-3 years
1481,25,Male,Finance,Junior,0.7,0.7,5089.97,4.2,3.0,3.1,3.1,3.0,0,0,1.7,72,0,1,Onsite,High School,Divorced,2026-02-25 20:36:20.207371,2026-04-07 20:36:20.207371,Q1,148,<1 year
1482,32,Female,Sales,Junior,4.8,2.8,5903.22,3.9,4.0,2.5,4.8,5.0,0,2,1.0,54,0,0,Onsite,High School,Single,2022-07-27 20:36:20.207371,2026-03-23 20:36:20.207371,Q3,163,3-5 years
1483,22,Female,Engineering,Executive,0.6,0.3,4852.08,4.3,3.0,3.4,3.8,4.2,0,3,9.5,82,0,1,Hybrid,Master,Married,2020-01-18 20:36:20.207371,2023-03-09 20:36:20.207371,Q1,1273,<1 year
1484,47,Male,Marketing,Junior,8.2,3.1,6248.56,3.0,3.0,4.3,3.2,4.1,1,3,38.4,29,0,0,Remote,High School,Divorced,2017-09-30 20:36:20.207371,2026-03-25 20:36:20.207371,Q3,161,5-10 years
1485,41,Female,Sales,Senior,4.7,4.7,6095.94,2.7,2.0,2.6,2.6,3.9,0,1,19.5,82,1,0,Onsite,Bachelor,Married,2025-11-09 20:36:20.207371,2022-02-07 20:36:20.207371,Q4,1668,3-5 years
1486,54,Female,Sales,Intern,5.8,1.7,6824.25,4.8,3.0,1.4,3.0,4.0,0,2,9.6,75,0,0,Remote,Bachelor,Married,2022-12-13 20:36:20.207371,2022-01-31 20:36:20.207371,Q4,1675,5-10 years
1487,45,Male,Sales,Intern,4.8,4.3,5779.69,2.0,4.0,4.1,3.3,4.2,0,1,21.3,47,0,0,Onsite,Bachelor,Single,2024-09-12 20:36:20.207371,2025-12-03 20:36:20.207371,Q3,273,3-5 years
1488,45,Male,Finance,Manager,11.7,4.4,7516.08,3.4,4.0,3.5,3.2,3.1,0,3,2.5,65,0,1,Hybrid,High School,Married,2023-08-22 20:36:20.207371,2026-08-21 20:36:20.207371,Q3,12,>10 years
1489,57,Female,Engineering,Senior,0.5,0.5,5846.82,3.2,3.0,4.1,4.3,3.5,0,3,6.1,51,0,0,Hybrid,Master,Married,2021-01-06 20:36:20.207371,2024-12-31 20:36:20.207371,Q1,610,<1 year
1490,29,Female,Engineering,Intern,4.2,2.9,5237.38,3.9,3.0,3.9,4.0,2.9,1,5,53.3,63,0,1,Onsite,,Divorced,2021-07-22 20:36:20.207371,2026-04-10 20:36:20.207371,Q3,145,3-5 years
1491,22,Female,Sales,Senior,6.4,1.2,,2.3,2.0,3.0,2.7,4.3,0,1,80.0,59,0,0,Remote,Bachelor,Single,2022-09-10 20:36:20.207371,2025-01-19 20:36:20.207371,Q3,591,5-10 years
1492,32,Non-Binary,Marketing,Junior,1.7,0.7,4973.81,2.6,3.0,3.1,3.4,3.9,1,0,20.9,53,0,0,Remote,Master,Married,2017-08-06 20:36:20.207371,2026-07-13 20:36:20.207371,Q3,51,1-3 years
1493,26,Female,Engineering,Junior,3.1,1.3,4428.41,2.5,2.0,3.5,5.0,4.3,0,3,50.5,49,0,0,Onsite,Bachelor,Divorced,2026-04-14 20:36:20.207371,2025-03-18 20:36:20.207371,Q2,533,3-5 years
1494,32,Female,Engineering,Lead,0.7,0.7,4703.6,3.7,3.0,3.5,3.7,4.5,0,1,48.4,47,0,0,Onsite,Bachelor,Single,2018-03-20 20:36:20.207371,2026-03-18 20:36:20.207371,Q1,168,<1 year
1495,24,Non-Binary,IT,Junior,2.7,2.7,4721.15,2.5,3.0,3.3,3.7,3.8,0,5,1.5,88,0,0,Hybrid,High School,Married,2023-07-31 20:36:20.207371,2025-08-24 20:36:20.207371,Q3,374,1-3 years
1496,40,Female,Engineering,Senior,1.0,0.1,5717.93,2.2,4.0,3.9,3.7,4.3,1,2,14.3,47,0,1,Onsite,Bachelor,Single,2017-04-11 20:36:20.207371,2026-05-17 20:36:20.207371,Q2,108,<1 year
1497,40,Female,Engineering,Junior,9.1,1.1,6836.79,4.3,4.0,1.7,2.5,2.5,1,1,11.6,48,0,0,Remote,High School,Married,2020-11-14 20:36:20.207371,2025-08-09 20:36:20.207371,Q4,389,5-10 years
1498,34,Male,Finance,Lead,1.3,1.3,5730.37,4.0,4.0,2.0,3.1,3.3,1,2,9.5,47,0,0,Hybrid,Bachelor,Single,2025-01-09 20:36:20.207371,2026-04-16 20:36:20.207371,Q1,139,1-3 years
1499,38,Male,Engineering,Junior,2.9,2.3,5123.69,4.0,2.0,2.5,4.0,4.6,0,4,38.0,70,0,1,Remote,Bachelor,Married,2018-07-01 20:36:20.207371,2026-04-26 20:36:20.207371,Q3,129,1-3 years
1500,33,Female,Engineering,Intern,3.2,3.2,4689.75,2.0,3.0,4.0,2.6,3.6,0,0,14.4,90,0,0,Hybrid,Bachelor,Divorced,2024-06-17 20:36:20.207371,2026-05-16 20:36:20.207371,Q2,109,3-5 years
1501,42,Male,Marketing,Lead,9.6,8.4,7010.65,2.1,2.0,2.9,2.7,3.9,0,3,10.6,44,0,1,Onsite,Bachelor,Single,2024-11-10 20:36:20.207371,2025-08-31 20:36:20.207371,Q4,367,5-10 years
1502,35,Male,Sales,Senior,5.0,3.5,5964.44,2.7,4.0,3.9,3.6,3.8,0,1,15.3,64,0,0,Hybrid,Bachelor,Married,2019-07-16 20:36:20.207371,2024-12-06 20:36:20.207371,Q3,635,3-5 years
1503,32,Male,Marketing,Junior,4.1,3.7,4851.75,2.5,3.0,2.5,3.2,3.2,1,2,1.0,61,0,1,Hybrid,Bachelor,Divorced,2025-02-14 20:36:20.207371,2023-11-23 20:36:20.207371,Q1,1014,3-5 years
1504,44,Female,IT,Intern,0.5,0.5,4885.68,3.7,3.0,3.7,3.6,3.4,1,1,5.2,47,0,0,Onsite,Master,Married,2018-03-01 20:36:20.207371,2026-05-21 20:36:20.207371,Q1,104,<1 year
1505,47,Male,IT,Manager,0.6,0.2,6430.3,3.0,3.0,4.6,3.8,3.5,0,3,10.0,17,0,0,Remote,Bachelor,Married,2020-11-28 20:36:20.207371,2026-08-19 20:36:20.207371,Q4,14,<1 year
1506,48,Female,Operations,Junior,1.3,1.3,5861.66,3.6,4.0,2.8,3.9,3.1,0,3,1.6,25,0,0,Onsite,Bachelor,Married,2021-01-25 20:36:20.207371,2025-10-26 20:36:20.207371,Q1,311,1-3 years
1507,25,Female,Engineering,Senior,7.5,0.4,5336.57,2.9,2.0,4.1,2.5,3.4,0,1,1.0,36,0,0,Onsite,Bachelor,Married,2025-07-08 20:36:20.207371,2026-08-05 20:36:20.207371,Q3,28,5-10 years
1508,29,Female,Finance,Junior,0.5,0.3,4585.1,1.8,4.0,,3.9,3.7,1,2,10.9,42,0,0,Remote,Bachelor,Divorced,2017-12-05 20:36:20.207371,2026-05-30 20:36:20.207371,Q4,95,<1 year
1509,22,Female,Operations,Manager,7.5,7.5,6202.68,2.6,2.0,3.0,3.0,2.6,0,0,29.5,83,0,0,Remote,Bachelor,Married,2023-02-07 20:36:20.207371,2025-02-13 20:36:20.207371,Q1,566,5-10 years
1510,32,Female,Engineering,Intern,8.7,5.6,7078.89,3.6,3.0,1.8,2.9,3.8,1,3,6.1,65,0,0,Remote,Master,Single,2021-04-17 20:36:20.207371,2026-06-09 20:36:20.207371,Q2,85,5-10 years
1511,39,Female,Marketing,Lead,3.4,1.5,5264.48,4.5,3.0,3.5,3.2,3.3,0,0,39.3,59,0,0,Hybrid,High School,Single,2016-10-12 20:36:20.207371,2025-08-25 20:36:20.207371,Q4,373,3-5 years
1512,33,Male,Marketing,Lead,14.4,2.5,7428.45,4.2,2.0,4.3,3.0,3.3,0,3,39.7,93,0,0,Remote,Bachelor,Single,2025-08-02 20:36:20.207371,2023-02-28 20:36:20.207371,Q3,1282,>10 years
1513,54,Female,HR,Lead,4.6,1.7,6289.17,3.3,,2.2,4.3,3.6,0,4,31.6,61,0,1,Onsite,Master,Married,2017-01-28 20:36:20.207371,2025-02-03 20:36:20.207371,Q1,576,3-5 years
1514,30,Male,Sales,Manager,21.5,3.1,9103.76,3.8,4.0,3.0,2.0,3.7,1,2,21.7,61,0,0,Onsite,Bachelor,Married,2018-11-14 20:36:20.207371,2026-05-13 20:36:20.207371,Q4,112,>10 years
1515,24,Female,IT,Senior,7.1,1.3,5698.03,3.5,2.0,2.9,4.5,3.8,1,3,41.6,48,1,1,Onsite,Bachelor,Married,2025-09-14 20:36:20.207371,2023-07-06 20:36:20.207371,Q3,1154,5-10 years
1516,40,Male,Engineering,Senior,0.5,0.5,4651.16,3.7,2.0,4.9,3.7,3.4,0,0,9.0,98,1,0,Remote,Bachelor,Married,2019-07-04 20:36:20.207371,2023-03-18 20:36:20.207371,Q3,1264,<1 year
1517,36,Male,Marketing,Junior,1.7,1.7,4819.97,3.1,2.0,2.8,2.7,2.8,0,1,2.0,82,0,0,Onsite,High School,Single,2020-09-19 20:36:20.207371,2025-01-24 20:36:20.207371,Q3,586,1-3 years
1518,40,Male,Engineering,Executive,13.8,2.1,7488.05,3.2,4.0,2.4,3.7,3.7,0,3,7.3,47,0,0,Hybrid,PhD,Married,2020-06-25 20:36:20.207371,2025-04-01 20:36:20.207371,Q2,519,>10 years
1519,38,Female,Marketing,Senior,3.8,0.6,5032.88,3.3,3.0,3.3,5.0,2.5,0,2,54.1,77,0,1,Onsite,Master,Single,2023-12-14 20:36:20.207371,2023-04-13 20:36:20.207371,Q4,1238,3-5 years
1520,37,Male,Finance,Lead,1.0,0.7,5768.05,3.4,3.0,2.9,4.3,2.9,1,2,4.0,77,0,0,Hybrid,Bachelor,Married,2018-08-01 20:36:20.207371,2026-04-09 20:36:20.207371,Q3,146,<1 year
1521,22,Male,Operations,Senior,7.5,0.8,5426.61,2.6,2.0,3.6,2.6,3.4,0,2,38.1,77,0,0,Remote,High School,Single,2023-03-12 20:36:20.207371,2024-03-02 20:36:20.207371,Q1,914,5-10 years
1522,27,Male,Engineering,Manager,11.5,1.6,6517.86,3.4,1.0,,4.4,3.5,0,2,1.1,51,0,0,Onsite,Bachelor,Divorced,2019-01-01 20:36:20.207371,2024-08-18 20:36:20.207371,Q1,745,>10 years
1523,29,Male,Operations,Senior,0.5,0.5,5185.26,2.7,,1.3,4.3,2.6,0,3,14.6,49,0,0,Onsite,PhD,Single,2022-04-18 20:36:20.207371,2026-02-13 20:36:20.207371,Q2,201,<1 year
1524,31,Male,HR,Senior,0.9,0.9,3996.75,2.8,4.0,5.0,4.0,4.2,0,3,40.9,41,0,0,Hybrid,Bachelor,,2017-04-16 20:36:20.207371,2024-09-01 20:36:20.207371,Q2,731,<1 year
1525,30,Male,Marketing,Senior,5.4,5.1,5914.57,3.3,3.0,4.3,2.8,3.2,0,3,19.9,87,0,0,Onsite,High School,Married,2018-08-16 20:36:20.207371,2026-08-22 20:36:20.207371,Q3,11,5-10 years
1526,39,Male,Marketing,Executive,7.6,1.3,7503.94,4.5,4.0,3.5,2.4,3.1,0,2,23.1,47,0,0,Hybrid,Master,Married,2020-11-04 20:36:20.207371,2025-03-06 20:36:20.207371,Q4,545,5-10 years
1527,41,Male,HR,Senior,1.5,1.5,6121.93,5.0,4.0,4.0,4.4,4.3,1,1,1.0,74,0,0,Onsite,High School,Single,2022-01-13 20:36:20.207371,2025-02-07 20:36:20.207371,Q1,572,1-3 years
1528,23,Female,Operations,Lead,5.7,0.4,6601.5,4.1,,2.6,3.5,3.5,1,2,26.8,63,0,0,Hybrid,Master,,2025-01-15 20:36:20.207371,2021-03-12 20:36:20.207371,Q1,2000,5-10 years
1529,41,Female,Engineering,Manager,2.5,0.9,5488.18,3.9,1.0,3.7,3.1,3.9,0,0,6.6,52,0,0,Onsite,Master,Single,2021-04-08 20:36:20.207371,2026-02-24 20:36:20.207371,Q2,190,1-3 years
1530,40,Female,Finance,Manager,13.6,2.5,7729.86,3.9,,3.0,2.9,4.1,0,3,1.3,52,0,0,Onsite,Bachelor,Divorced,2019-08-29 20:36:20.207371,2024-02-26 20:36:20.207371,Q3,919,>10 years
1531,39,Female,Operations,Junior,6.5,2.2,6500.09,4.1,2.0,3.2,3.5,3.2,0,0,11.8,70,0,0,Onsite,Bachelor,Single,2020-03-20 20:36:20.207371,2025-01-14 20:36:20.207371,Q1,596,5-10 years
1532,22,Male,Operations,Junior,1.7,1.3,24284.99574826256,3.7,1.0,4.5,4.7,3.4,1,4,41.7,95,1,0,Onsite,Bachelor,,2017-12-10 20:36:20.207371,2025-06-18 20:36:20.207371,Q4,441,1-3 years
1533,39,Male,Finance,Junior,2.4,2.4,5248.13,4.1,3.0,2.9,3.1,4.1,0,2,55.6,34,0,0,Hybrid,PhD,Married,2021-02-23 20:36:20.207371,2024-08-23 20:36:20.207371,Q1,740,1-3 years
1534,35,Male,Operations,Lead,2.5,2.5,5931.84,4.5,3.0,4.4,4.2,3.5,0,3,16.4,59,0,0,Onsite,Bachelor,Married,2017-09-21 20:36:20.207371,2024-10-30 20:36:20.207371,Q3,672,1-3 years
1535,44,Male,Finance,Senior,8.4,5.7,6673.91,3.3,3.0,4.6,2.2,4.1,0,3,18.2,31,1,0,Onsite,Bachelor,Single,2020-05-25 20:36:20.207371,2025-11-14 20:36:20.207371,Q2,292,5-10 years
1536,52,Female,IT,Senior,14.1,0.1,8333.73,4.0,3.0,2.0,3.0,3.9,0,0,23.0,10,0,1,Onsite,,Divorced,2018-12-02 20:36:20.207371,2026-07-28 20:36:20.207371,Q4,36,>10 years
1537,50,Male,Engineering,Junior,4.3,3.3,,4.2,2.0,2.4,4.0,3.2,1,2,3.5,42,1,1,Onsite,,Married,2022-07-22 20:36:20.207371,2026-08-19 20:36:20.207371,Q3,14,3-5 years
1538,36,Male,Operations,Manager,3.4,2.6,6528.01,4.5,1.0,4.4,4.1,3.5,0,1,3.1,64,0,0,Hybrid,Bachelor,Married,2025-07-06 20:36:20.207371,2025-09-07 20:36:20.207371,Q3,360,3-5 years
1539,34,Female,Finance,Junior,10.9,3.7,7405.22,4.6,2.0,1.5,4.2,4.2,0,3,28.2,67,0,0,Remote,Master,Single,2018-09-07 20:36:20.207371,2024-09-25 20:36:20.207371,Q3,707,>10 years
1540,41,Female,HR,Junior,4.2,0.1,5967.45,4.2,4.0,2.4,3.1,4.0,0,2,6.3,87,0,0,Onsite,High School,Single,2026-04-24 20:36:20.207371,2026-07-14 20:36:20.207371,Q2,50,3-5 years
1541,23,Male,Finance,Junior,0.5,0.5,3473.1,2.7,2.0,4.3,2.8,3.6,0,3,11.7,18,0,0,Remote,Bachelor,Married,2023-11-19 20:36:20.207371,2026-02-01 20:36:20.207371,Q4,213,<1 year
1542,22,Female,Sales,Lead,4.2,0.2,5791.07,3.6,3.0,3.3,2.3,4.9,1,1,12.6,91,1,0,Hybrid,Bachelor,Single,2018-02-02 20:36:20.207371,2026-04-25 20:36:20.207371,Q1,130,3-5 years
1543,30,Female,Operations,Lead,1.5,1.5,4906.33,4.6,4.0,4.0,3.5,3.6,0,1,4.7,56,0,0,Onsite,Master,Single,2016-11-30 20:36:20.207371,2026-05-03 20:36:20.207371,Q4,122,1-3 years
1544,47,Male,Marketing,Senior,5.6,0.4,6183.82,2.4,3.0,1.7,3.2,3.6,1,2,10.5,75,1,1,Onsite,,Single,2021-12-10 20:36:20.207371,2025-07-09 20:36:20.207371,Q4,420,5-10 years
1545,31,Male,Marketing,Senior,12.6,12.6,7190.97,3.5,1.0,2.0,3.8,2.3,0,3,5.7,56,0,1,Onsite,,Single,2023-02-11 20:36:20.207371,2026-07-26 20:36:20.207371,Q1,38,>10 years
1546,50,Female,Finance,Manager,1.1,1.1,6492.37,4.1,3.0,2.6,3.9,3.4,0,4,19.9,64,0,0,Remote,Bachelor,Married,2017-08-12 20:36:20.207371,2025-06-30 20:36:20.207371,Q3,429,1-3 years
1547,22,Male,IT,Executive,2.2,2.2,5091.43,3.4,3.0,3.8,2.5,3.9,1,2,8.2,22,0,1,Hybrid,High School,Single,2018-02-15 20:36:20.207371,2026-04-19 20:36:20.207371,Q1,136,1-3 years
1548,22,Female,HR,Senior,3.8,0.7,21573.788093437997,2.7,3.0,4.0,3.2,4.0,0,0,4.3,80,0,0,Onsite,Bachelor,Married,2021-11-04 20:36:20.207371,2026-01-04 20:36:20.207371,Q4,241,3-5 years
1549,33,Male,Marketing,Manager,5.3,0.3,6205.44,3.2,1.0,3.1,4.3,4.8,1,2,18.8,73,1,0,Onsite,Master,Married,2024-07-23 20:36:20.207371,2025-07-04 20:36:20.207371,Q3,425,5-10 years
1550,43,Female,Operations,Junior,2.5,1.7,6129.19,4.6,2.0,3.6,4.0,3.7,0,3,47.3,107,1,0,Remote,Bachelor,Married,2017-04-14 20:36:20.207371,2026-06-03 20:36:20.207371,Q2,91,1-3 years
1551,34,Male,Operations,Lead,13.0,5.7,7012.75,,1.0,3.3,3.9,2.7,0,3,1.0,55,0,1,Remote,Bachelor,Divorced,2024-06-07 20:36:20.207371,2025-07-06 20:36:20.207371,Q2,423,>10 years
